 TIME   Etot      ELFEN     ELEN       EKIN      mag Nel
    6.10   -19.7199   -24.8604   -24.7802     5.1405   .991    6
    6.20   -19.7199   -24.8606   -24.7803     5.1407   .991    5
    6.30   -19.7199   -24.8607   -24.7805     5.1408   .990    4
    6.40   -19.7199   -24.8609   -24.7806     5.1410   .989    4
    6.50   -19.7199   -24.8610   -24.7808     5.1412   .989    4
    6.60   -19.7199   -24.8612   -24.7809     5.1413   .988    4
    6.70   -19.7199   -24.8614   -24.7811     5.1415   .987    4
    6.80   -19.7199   -24.8616   -24.7814     5.1418   .986    5
    6.90   -19.7199   -24.8618   -24.7816     5.1420   .985    5
    7.00   -19.7199   -24.8621   -24.7818     5.1422   .984    4
    7.10   -19.7198   -24.8623   -24.7821     5.1425   .983    4
    7.20   -19.7198   -24.8626   -24.7824     5.1428   .982    4
    7.30   -19.7198   -24.8629   -24.7827     5.1431   .981    3
    7.40   -19.7198   -24.8633   -24.7830     5.1435   .980    4
    7.50   -19.7198   -24.8637   -24.7834     5.1439   .978    3
    7.60   -19.7198   -24.8641   -24.7839     5.1443   .977    4
    7.70   -19.7198   -24.8646   -24.7843     5.1448   .975    3
    7.80   -19.7198   -24.8652   -24.7849     5.1454   .973    4
    7.90   -19.7198   -24.8658   -24.7855     5.1460   .972    4
    8.00   -19.7198   -24.8664   -24.7862     5.1467   .970    3
    8.10   -19.7198   -24.8672   -24.7869     5.1474   .968    4
    8.20   -19.7198   -24.8680   -24.7878     5.1483   .965    3
    8.30   -19.7198   -24.8690   -24.7887     5.1492   .963    4
    8.40   -19.7198   -24.8701   -24.7898     5.1503   .960    4
    8.50   -19.7198   -24.8713   -24.7910     5.1515   .957    4
    8.60   -19.7197   -24.8726   -24.7923     5.1528   .954    3
    8.70   -19.7197   -24.8741   -24.7938     5.1544   .951    4
    8.80   -19.7197   -24.8758   -24.7955     5.1560   .948    3
    8.90   -19.7197   -24.8777   -24.7974     5.1579   .944    4
    9.00   -19.7197   -24.8798   -24.7995     5.1601   .940    4
    9.10   -19.7197   -24.8822   -24.8019     5.1625   .935    3
    9.20   -19.7197   -24.8849   -24.8046     5.1652   .931    4
    9.30   -19.7197   -24.8879   -24.8076     5.1682   .925    4
    9.40   -19.7197   -24.8913   -24.8110     5.1716   .920    3
    9.50   -19.7197   -24.8951   -24.8148     5.1754   .914    4
    9.60   -19.7197   -24.8994   -24.8191     5.1798   .907    4
    9.70   -19.7196   -24.9043   -24.8240     5.1847   .899    3
    9.80   -19.7196   -24.9098   -24.8294     5.1902   .891    4
    9.90   -19.7196   -24.9160   -24.8356     5.1964   .883    4
   10.00   -19.7196   -24.9229   -24.8425     5.2033   .873    4
   10.10   -19.7196   -24.9308   -24.8504     5.2112   .863    3
   10.20   -19.7196   -24.9397   -24.8592     5.2201   .851    4
   10.30   -19.7196   -24.9497   -24.8691     5.2301   .839    3
   10.40   -19.7195   -24.9609   -24.8802     5.2414   .825    4
   10.50   -19.7195   -24.9735   -24.8926     5.2540   .811    4
   10.60   -19.7195   -24.9876   -24.9066     5.2682   .795    3
   10.70   -19.7195   -25.0035   -24.9222     5.2840   .778    4
   10.80   -19.7195   -25.0212   -24.9396     5.3017   .758    3
   10.90   -19.7194   -25.0409   -24.9589     5.3215   .737    3
   11.00   -19.7194   -25.0629   -24.9804     5.3435   .713    3
   11.10   -19.7194   -25.0874   -25.0042     5.3681   .687    4
   11.20   -19.7193   -25.1146   -25.0306     5.3953   .658    4
   11.30   -19.7193   -25.1447   -25.0598     5.4254   .625    3
   11.40   -19.7193   -25.1780   -25.0920     5.4587   .586    3
   11.50   -19.7193   -25.2149   -25.1276     5.4956   .539    4
   11.60   -19.7193   -25.2557   -25.1668     5.5364   .482    3
   11.70   -19.7193   -25.3007   -25.2101     5.5814   .408    4
   11.80   -19.7194   -25.3505   -25.2581     5.6311   .309    4
   11.90   -19.7199   -25.4054   -25.3117     5.6855   .154    4
   12.00   -19.7206   -25.4643   -25.3706     5.7438  -.040    7
   12.10   -19.7206   -25.5247   -25.4313     5.8042   .000    7
   12.20   -19.7206   -25.5866   -25.4935     5.8660   .004    6
   12.30   -19.7206   -25.6498   -25.5571     5.9293  -.006    3
   12.40   -19.7206   -25.7143   -25.6220     5.9937   .002    5
   12.50   -19.7206   -25.7800   -25.6880     6.0594   .001    4
   12.60   -19.7206   -25.8465   -25.7549     6.1259   .000    3
   12.70   -19.7206   -25.9138   -25.8226     6.1932   .000    4
   12.80   -19.7206   -25.9816   -25.8907     6.2610   .000    4
   12.90   -19.7207   -26.0495   -25.9589     6.3288   .000    4
   13.00   -19.7207   -26.1171   -26.0269     6.3965   .000    3
   13.10   -19.7207   -26.1841   -26.0941     6.4634   .000    4
   13.20   -19.7207   -26.2498   -26.1602     6.5291   .000    3
   13.30   -19.7208   -26.3137   -26.2243     6.5929   .000    3
   13.40   -19.7208   -26.3749   -26.2859     6.6541   .000    4
   13.50   -19.7209   -26.4327   -26.3439     6.7118   .000    3
   13.60   -19.7210   -26.4860   -26.3975     6.7651   .000    3
   13.70   -19.7210   -26.5337   -26.4454     6.8126   .000    4
   13.80   -19.7211   -26.5743   -26.4863     6.8532   .000    4
   13.90   -19.7212   -26.6063   -26.5186     6.8852  -.001    3
   14.00   -19.7213   -26.6280   -26.5406     6.9067   .000   14
   14.10   -19.7216   -26.6373   -26.5500     6.9157   .000    7
   14.20   -19.7218   -26.6318   -26.5448     6.9099   .000    3
   14.30   -19.7221   -26.6089   -26.5222     6.8868   .000    5
   14.40   -19.7224   -26.5659   -26.4793     6.8436   .000    5
   14.50   -19.7226   -26.4997   -26.4133     6.7771   .000    4
   14.60   -19.7228   -26.4070   -26.3207     6.6842   .000    4
   14.70   -19.7231   -26.2845   -26.1985     6.5614   .000    3
   14.80   -19.7233   -26.1291   -26.0433     6.4058   .000    5
   14.90   -19.7236   -25.9381   -25.8525     6.2145   .000    4
   15.00   -19.7237   -25.7093   -25.6238     5.9856   .000    4
   15.10   -19.7239   -25.4419   -25.3566     5.7180   .000    3
   15.20   -19.7238   -25.1365   -25.0516     5.4128   .000    4
   15.30   -19.7235   -24.7962   -24.7113     5.0727   .000    4
   15.40   -19.7231   -24.4265   -24.3418     4.7034   .000    4
   15.50   -19.7224   -24.0362   -23.9518     4.3138   .000    5
   15.60   -19.7215   -23.6372   -23.5531     3.9157   .000    4
   15.70   -19.7205   -23.2447   -23.1607     3.5243   .000    3
   15.80   -19.7193   -22.8761   -22.7923     3.1568   .000    5
   15.90   -19.7182   -22.5500   -22.4664     2.8319   .000    3
   16.00   -19.7171   -22.2847   -22.2014     2.5676   .000    5
   16.10   -19.7163   -22.0963   -22.0131     2.3800   .000    5
   16.20   -19.7159   -21.9966   -21.9136     2.2807   .000    4
   16.30   -19.7159   -21.9920   -21.9092     2.2761   .000    4
   16.40   -19.7163   -22.0825   -21.9997     2.3662   .000    4
   16.50   -19.7171   -22.2618   -22.1791     2.5446   .000    3
   16.60   -19.7182   -22.5178   -22.4354     2.7997   .000    3
   16.70   -19.7193   -22.8348   -22.7524     3.1155   .000    4
   16.80   -19.7205   -23.1946   -23.1122     3.4741   .000    5
   16.90   -19.7216   -23.5787   -23.4964     3.8572   .000    4
   17.00   -19.7224   -23.9701   -23.8879     4.2477   .000    4
   17.10   -19.7231   -24.3539   -24.2716     4.6308   .000    4
   17.20   -19.7236   -24.7184   -24.6362     4.9948   .000    4
   17.30   -19.7239   -25.0552   -24.9728     5.3313   .000    3
   17.40   -19.7240   -25.3588   -25.2764     5.6348   .000    4
   17.50   -19.7239   -25.6265   -25.5440     5.9026   .000    5
   17.60   -19.7237   -25.8577   -25.7752     6.1340   .000    4
   17.70   -19.7234   -26.0534   -25.9708     6.3300   .000    4
   17.80   -19.7232   -26.2159   -26.1333     6.4927   .000    3
   17.90   -19.7229   -26.3479   -26.2649     6.6250   .000    3
   18.00   -19.7227   -26.4526   -26.3697     6.7299   .000    5
   18.10   -19.7224   -26.5334   -26.4503     6.8110   .000    5
   18.20   -19.7221   -26.5935   -26.5103     6.8714   .000    4
   18.30   -19.7219   -26.6359   -26.5528     6.9141   .000    3
   18.40   -19.7216   -26.6635   -26.5802     6.9419   .000    4
   18.50   -19.7214   -26.6788   -26.5952     6.9574   .000    4
   18.60   -19.7212   -26.6840   -26.6004     6.9628   .000    5
   18.70   -19.7210   -26.6811   -26.5974     6.9600   .000    3
   18.80   -19.7209   -26.6718   -26.5880     6.9509   .000    4
   18.90   -19.7208   -26.6575   -26.5737     6.9367   .000    4
   19.00   -19.7207   -26.6394   -26.5555     6.9187   .000    5
   19.10   -19.7206   -26.6187   -26.5346     6.8981   .000    3
   19.20   -19.7205   -26.5960   -26.5119     6.8755   .000    4
   19.30   -19.7204   -26.5723   -26.4881     6.8519   .000    4
   19.40   -19.7204   -26.5479   -26.4637     6.8276   .000    5
   19.50   -19.7203   -26.5235   -26.4391     6.8032   .000    4
   19.60   -19.7203   -26.4993   -26.4149     6.7790   .000    4
   19.70   -19.7203   -26.4756   -26.3911     6.7554   .000    4
   19.80   -19.7202   -26.4527   -26.3682     6.7325   .000    4
   19.90   -19.7202   -26.4307   -26.3461     6.7105   .000    4
   20.00   -19.7202   -26.4097   -26.3251     6.6895   .000    4
   20.10   -19.7202   -26.3898   -26.3050     6.6696   .000    3
   20.20   -19.7201   -26.3709   -26.2861     6.6508   .000    5
   20.30   -19.7201   -26.3532   -26.2683     6.6331   .000    4
   20.40   -19.7201   -26.3365   -26.2516     6.6164   .000    5
   20.50   -19.7201   -26.3208   -26.2359     6.6007   .000    3
   20.60   -19.7201   -26.3061   -26.2210     6.5860   .000    3
   20.70   -19.7201   -26.2922   -26.2071     6.5722   .000    4
   20.80   -19.7201   -26.2792   -26.1940     6.5591   .000    4
   20.90   -19.7201   -26.2668   -26.1816     6.5468   .000    4
   21.00   -19.7201   -26.2551   -26.1697     6.5350   .000    4
   21.10   -19.7201   -26.2439   -26.1584     6.5238   .000    4
   21.20   -19.7201   -26.2331   -26.1476     6.5130   .000    3
   21.30   -19.7201   -26.2227   -26.1371     6.5026   .000    5
   21.40   -19.7201   -26.2125   -26.1268     6.4924   .000    5
   21.50   -19.7201   -26.2026   -26.1168     6.4825   .000    3
   21.60   -19.7200   -26.1927   -26.1069     6.4727   .000    5
   21.70   -19.7200   -26.1829   -26.0970     6.4629   .000    5
   21.80   -19.7200   -26.1731   -26.0871     6.4531   .000    4
   21.90   -19.7200   -26.1633   -26.0772     6.4433   .000    3
   22.00   -19.7200   -26.1534   -26.0672     6.4334   .000    4
   22.10   -19.7200   -26.1433   -26.0570     6.4233   .000    5
   22.20   -19.7200   -26.1330   -26.0467     6.4130   .000    3
   22.30   -19.7200   -26.1225   -26.0361     6.4026   .000    4
   22.40   -19.7200   -26.1119   -26.0253     6.3919   .000    5
   22.50   -19.7200   -26.1009   -26.0143     6.3810   .000    3
   22.60   -19.7199   -26.0897   -26.0029     6.3698   .000    4
   22.70   -19.7199   -26.0783   -25.9914     6.3584   .000    4
   22.80   -19.7199   -26.0666   -25.9796     6.3467   .000    4
   22.90   -19.7199   -26.0546   -25.9675     6.3347   .000    4
   23.00   -19.7199   -26.0424   -25.9552     6.3225   .000    4
   23.10   -19.7199   -26.0300   -25.9427     6.3101   .000    4
   23.20   -19.7199   -26.0174   -25.9300     6.2975   .000    4
   23.30   -19.7199   -26.0046   -25.9171     6.2847   .000    4
   23.40   -19.7199   -25.9917   -25.9040     6.2718   .001   19
   23.50   -19.7199   -25.9786   -25.8909     6.2588   .001   19
   23.60   -19.7199   -25.9655   -25.8776     6.2456   .001   19
   23.70   -19.7199   -25.9523   -25.8644     6.2324   .001   19
   23.80   -19.7199   -25.9391   -25.8511     6.2193   .001   19
   23.90   -19.7198   -25.9260   -25.8378     6.2061   .001   19
   24.00   -19.7198   -25.9129   -25.8247     6.1930   .001   19
   24.10   -19.7198   -25.9000   -25.8116     6.1801   .001   19
   24.20   -19.7198   -25.8872   -25.7988     6.1673   .001   19
   24.30   -19.7198   -25.8746   -25.7862     6.1548   .001   19
   24.40   -19.7198   -25.8624   -25.7738     6.1425   .001   19
   24.50   -19.7198   -25.8504   -25.7618     6.1306   .001   19
   24.60   -19.7198   -25.8388   -25.7501     6.1190   .001   19
   24.70   -19.7198   -25.8276   -25.7388     6.1078   .001   19
   24.80   -19.7198   -25.8168   -25.7280     6.0970   .001   19
   24.90   -19.7198   -25.8066   -25.7177     6.0867   .001   19
   25.00   -19.7198   -25.7968   -25.7079     6.0770   .001   19
   25.10   -19.7198   -25.7877   -25.6986     6.0678   .001   19
   25.20   -19.7198   -25.7791   -25.6900     6.0592   .001   19
   25.30   -19.7198   -25.7711   -25.6820     6.0513   .001   19
   25.40   -19.7198   -25.7639   -25.6747     6.0440   .002   19
   25.50   -19.7198   -25.7573   -25.6681     6.0374   .002   19
   25.60   -19.7199   -25.7514   -25.6622     6.0315   .001   20
   25.70   -19.7199   -25.7462   -25.6570     6.0264   .001   20
   25.80   -19.7199   -25.7418   -25.6525     6.0219   .001   20
   25.90   -19.7199   -25.7381   -25.6488     6.0183   .001   20
   26.00   -19.7198   -25.7352   -25.6459     6.0153   .001   20
   26.10   -19.7198   -25.7330   -25.6437     6.0132   .001   20
   26.20   -19.7198   -25.7316   -25.6423     6.0118   .001   20
   26.30   -19.7198   -25.7309   -25.6416     6.0111   .001   20
   26.40   -19.7198   -25.7310   -25.6417     6.0112   .001   20
   26.50   -19.7198   -25.7318   -25.6425     6.0120   .001   20
   26.60   -19.7198   -25.7333   -25.6440     6.0135   .001   20
   26.70   -19.7198   -25.7355   -25.6462     6.0157   .001   20
   26.80   -19.7198   -25.7384   -25.6490     6.0186   .001   20
   26.90   -19.7198   -25.7419   -25.6525     6.0221   .001   20
   27.00   -19.7198   -25.7460   -25.6567     6.0262   .001   20
   27.10   -19.7198   -25.7507   -25.6613     6.0309   .001   20
   27.20   -19.7198   -25.7559   -25.6666     6.0361   .001   20
   27.30   -19.7198   -25.7616   -25.6723     6.0418   .001   20
   27.40   -19.7198   -25.7678   -25.6785     6.0479   .001   20
   27.50   -19.7198   -25.7744   -25.6851     6.0545   .001   20
   27.60   -19.7198   -25.7813   -25.6920     6.0615   .001   20
   27.70   -19.7198   -25.7886   -25.6993     6.0688   .001   20
   27.80   -19.7198   -25.7962   -25.7069     6.0763   .001   20
   27.90   -19.7198   -25.8040   -25.7147     6.0841   .001   20
   28.00   -19.7198   -25.8120   -25.7227     6.0921   .001   20
   28.10   -19.7198   -25.8201   -25.7308     6.1002   .001   20
   28.20   -19.7199   -25.8283   -25.7391     6.1085   .001   20
   28.30   -19.7199   -25.8366   -25.7473     6.1167   .001   20
   28.40   -19.7199   -25.8448   -25.7556     6.1250   .001   20
   28.50   -19.7199   -25.8531   -25.7638     6.1332   .001   20
   28.60   -19.7199   -25.8612   -25.7720     6.1413   .001   20
   28.70   -19.7199   -25.8692   -25.7800     6.1493   .002   19
   28.80   -19.7199   -25.8770   -25.7878     6.1571   .002   19
   28.90   -19.7199   -25.8847   -25.7954     6.1647   .001    4
   29.00   -19.7199   -25.8920   -25.8028     6.1721   .000    5
   29.10   -19.7199   -25.8991   -25.8099     6.1792   .000    5
   29.20   -19.7199   -25.9058   -25.8167     6.1859   .000    4
   29.30   -19.7199   -25.9122   -25.8231     6.1924   .000    3
   29.40   -19.7199   -25.9183   -25.8291     6.1984   .000    4
   29.50   -19.7199   -25.9239   -25.8347     6.2040   .000    3
   29.60   -19.7199   -25.9291   -25.8399     6.2092   .000    4
   29.70   -19.7199   -25.9338   -25.8447     6.2139   .001    5
   29.80   -19.7198   -25.9381   -25.8489     6.2182   .001    4
   29.90   -19.7198   -25.9418   -25.8527     6.2220   .000    3
   30.00   -19.7198   -25.9451   -25.8560     6.2253  -.001    4
   30.10   -19.7198   -25.9479   -25.8588     6.2281  -.002    4
   30.20   -19.7198   -25.9502   -25.8611     6.2304  -.002    3
   30.30   -19.7198   -25.9519   -25.8628     6.2322  -.001    3
   30.40   -19.7198   -25.9532   -25.8641     6.2334   .001    4
   30.50   -19.7198   -25.9539   -25.8648     6.2342   .002    4
   30.60   -19.7197   -25.9542   -25.8651     6.2344   .003    4
   30.70   -19.7197   -25.9540   -25.8649     6.2342   .001    3
   30.80   -19.7197   -25.9533   -25.8642     6.2335  -.001    4
   30.90   -19.7197   -25.9521   -25.8630     6.2324  -.003    4
   31.00   -19.7197   -25.9505   -25.8614     6.2308  -.004    3
   31.10   -19.7197   -25.9485   -25.8595     6.2289  -.004    4
   31.20   -19.7197   -25.9462   -25.8571     6.2266  -.002    4
   31.30   -19.7197   -25.9436   -25.8545     6.2239   .001    3
   31.40   -19.7196   -25.9406   -25.8515     6.2210   .006    4
   31.50   -19.7196   -25.9374   -25.8483     6.2178   .008    4
   31.60   -19.7196   -25.9340   -25.8449     6.2144   .007    4
   31.70   -19.7196   -25.9305   -25.8414     6.2109   .001    4
   31.80   -19.7195   -25.9268   -25.8378     6.2073  -.007    4
   31.90   -19.7195   -25.9231   -25.8341     6.2037  -.014    4
   32.00   -19.7194   -25.9195   -25.8305     6.2001  -.014    4
   32.10   -19.7195   -25.9161   -25.8271     6.1966  -.005    5
   32.20   -19.7194   -25.9127   -25.8238     6.1933   .010    4
   32.30   -19.7192   -25.9094   -25.8205     6.1902   .021    4
   32.40   -19.7195   -25.9070   -25.8182     6.1875   .001    8
   32.50   -19.7191   -25.9044   -25.8156     6.1852  -.009    6
   32.60   -19.7194   -25.9029   -25.8141     6.1835  -.005    5
   32.70   -19.7194   -25.9017   -25.8130     6.1823   .008    5
   32.80   -19.7194   -25.9012   -25.8126     6.1818   .001    7
   32.90   -19.7193   -25.9014   -25.8128     6.1821  -.015    4
   33.00   -19.7194   -25.9027   -25.8142     6.1833  -.001    8
   33.10   -19.7194   -25.9049   -25.8164     6.1855   .000    9
   33.20   -19.7194   -25.9081   -25.8196     6.1887  -.008    4
   33.30   -19.7194   -25.9125   -25.8241     6.1931  -.003    7
   33.40   -19.7194   -25.9181   -25.8298     6.1987   .005    5
   33.50   -19.7194   -25.9251   -25.8368     6.2057   .002    7
   33.60   -19.7194   -25.9334   -25.8452     6.2141  -.005    5
   33.70   -19.7193   -25.9433   -25.8551     6.2239  -.010    4
   33.80   -19.7194   -25.9548   -25.8667     6.2354  -.001    7
   33.90   -19.7194   -25.9678   -25.8798     6.2484   .000    7
   34.00   -19.7194   -25.9825   -25.8946     6.2632  -.002    6
   34.10   -19.7194   -25.9989   -25.9110     6.2796   .000   15
   34.20   -19.7194   -26.0171   -25.9292     6.2977   .000    6
   34.30   -19.7194   -26.0369   -25.9491     6.3175   .000    3
   34.40   -19.7194   -26.0585   -25.9708     6.3391   .000    3
   34.50   -19.7194   -26.0818   -25.9941     6.3624   .000    4
   34.60   -19.7194   -26.1066   -26.0190     6.3873   .000    4
   34.70   -19.7193   -26.1331   -26.0455     6.4137   .000    4
   34.80   -19.7193   -26.1610   -26.0734     6.4416   .000    4
   34.90   -19.7193   -26.1902   -26.1027     6.4709   .000    3
   35.00   -19.7193   -26.2206   -26.1332     6.5013   .000    4
   35.10   -19.7194   -26.2520   -26.1646     6.5327   .000    4
   35.20   -19.7194   -26.2842   -26.1969     6.5649   .000    3
   35.30   -19.7193   -26.3169   -26.2296     6.5976   .000    4
   35.40   -19.7194   -26.3499   -26.2626     6.6305   .000    5
   35.50   -19.7194   -26.3828   -26.2955     6.6634   .000    3
   35.60   -19.7194   -26.4153   -26.3280     6.6959   .000    4
   35.70   -19.7194   -26.4470   -26.3597     6.7275   .000    4
   35.80   -19.7195   -26.4774   -26.3902     6.7579   .000    3
   35.90   -19.7194   -26.5061   -26.4189     6.7867   .000    5
   36.00   -19.7194   -26.5326   -26.4455     6.8132   .000    3
   36.10   -19.7195   -26.5563   -26.4692     6.8369   .000    4
   36.20   -19.7195   -26.5768   -26.4897     6.8573   .000    5
   36.30   -19.7195   -26.5934   -26.5064     6.8739   .000    4
   36.40   -19.7195   -26.6055   -26.5185     6.8860   .000    5
   36.50   -19.7196   -26.6126   -26.5256     6.8930   .000    5
   36.60   -19.7196   -26.6140   -26.5271     6.8944   .000    4
   36.70   -19.7196   -26.6093   -26.5224     6.8897   .000    5
   36.80   -19.7196   -26.5979   -26.5110     6.8783   .000    4
   36.90   -19.7196   -26.5795   -26.4927     6.8598   .000    3
   37.00   -19.7196   -26.5537   -26.4670     6.8341   .000    3
   37.10   -19.7196   -26.5205   -26.4339     6.8009   .000    4
   37.20   -19.7195   -26.4798   -26.3932     6.7603   .000    4
   37.30   -19.7194   -26.4319   -26.3454     6.7125   .000    5
   37.40   -19.7194   -26.3774   -26.2910     6.6580   .000    3
   37.50   -19.7193   -26.3170   -26.2306     6.5976   .000    6
   37.60   -19.7192   -26.2516   -26.1654     6.5324   .000    6
   37.70   -19.7191   -26.1828   -26.0967     6.4637   .000    4
   37.80   -19.7189   -26.1120   -26.0260     6.3931   .000    3
   37.90   -19.7187   -26.0412   -25.9553     6.3225   .000    4
   38.00   -19.7186   -25.9724   -25.8866     6.2538   .000    4
   38.10   -19.7184   -25.9077   -25.8219     6.1893   .000    5
   38.20   -19.7182   -25.8493   -25.7636     6.1310   .000    3
   38.30   -19.7181   -25.7992   -25.7136     6.0811   .000    4
   38.40   -19.7179   -25.7592   -25.6736     6.0413   .000    4
   38.50   -19.7179   -25.7309   -25.6454     6.0131   .000    3
   38.60   -19.7177   -25.7153   -25.6298     5.9976   .000    5
   38.70   -19.7177   -25.7130   -25.6276     5.9953   .000    5
   38.80   -19.7178   -25.7241   -25.6387     6.0063   .000    4
   38.90   -19.7179   -25.7481   -25.6626     6.0302   .000    4
   39.00   -19.7180   -25.7839   -25.6985     6.0659   .000    4
   39.10   -19.7181   -25.8302   -25.7448     6.1121   .000    5
   39.20   -19.7182   -25.8852   -25.7998     6.1670   .000    4
   39.30   -19.7183   -25.9470   -25.8616     6.2286   .000    5
   39.40   -19.7185   -26.0134   -25.9280     6.2949   .000    4
   39.50   -19.7186   -26.0824   -25.9969     6.3638   .000    3
   39.60   -19.7187   -26.1521   -26.0665     6.4334   .000    4
   39.70   -19.7188   -26.2205   -26.1349     6.5017   .000    5
   39.80   -19.7189   -26.2861   -26.2005     6.5672   .000    4
   39.90   -19.7189   -26.3477   -26.2621     6.6288   .000    3
   40.00   -19.7190   -26.4043   -26.3186     6.6852   .000    3
   40.10   -19.7190   -26.4549   -26.3692     6.7359   .000    5
   40.20   -19.7190   -26.4993   -26.4137     6.7803   .000    5
   40.30   -19.7190   -26.5373   -26.4516     6.8183   .000    3
   40.40   -19.7189   -26.5688   -26.4831     6.8499   .000    4
   40.50   -19.7188   -26.5940   -26.5083     6.8752   .000    5
   40.60   -19.7188   -26.6133   -26.5276     6.8945   .000    5
   40.70   -19.7187   -26.6271   -26.5414     6.9084   .000    4
   40.80   -19.7187   -26.6359   -26.5501     6.9172   .000    3
   40.90   -19.7186   -26.6403   -26.5546     6.9217   .000    3
   41.00   -19.7184   -26.6408   -26.5551     6.9224   .000    4
   41.10   -19.7184   -26.6382   -26.5525     6.9198   .000    4
   41.20   -19.7183   -26.6329   -26.5472     6.9146   .000    5
   41.30   -19.7182   -26.6256   -26.5398     6.9073   .000    3
   41.40   -19.7182   -26.6167   -26.5309     6.8985   .000    5
   41.50   -19.7181   -26.6068   -26.5210     6.8887   .000    4
   41.60   -19.7180   -26.5963   -26.5105     6.8783   .000    3
   41.70   -19.7180   -26.5857   -26.4999     6.8677   .000    4
   41.80   -19.7179   -26.5752   -26.4894     6.8573   .000    5
   41.90   -19.7179   -26.5652   -26.4794     6.8474   .000    5
