H + Au(111) SRP48 5.0 eV t15p30 traj 82                                         
 1                                                                              
     5.946768     .000000     .000000                                           
    -2.973384    5.150052     .000000                                           
      .000000     .000000   20.295320                                           
   Au   H                                                                       
  16   1                                                                        
                                                                                
    .98866704   .99759017   .00163315                                           
    .50530075   .01125425   .00728381                                           
    .00991425   .50157012   .00329057                                           
    .48490984   .48922217   .01078787                                           
    .32234901   .15147102   .88106831                                           
    .80680132   .14557846   .88305590                                           
    .30463183   .62560842   .88137201                                           
    .80817126   .67406155   .88269287                                           
    .16986000   .33300839   .75787587                                           
    .67489083   .34692247   .76770714                                           
    .17719797   .82709527   .76448085                                           
    .69384697   .85022115   .75825322                                           
    .00000000   .00000000   .64054176                                           
    .50000000   .00000000   .64054176                                           
    .00000000   .50000000   .64054176                                           
    .50000000   .50000000   .64054176                                           
    .14775426   .80127399   .29563466                                           
                                                                                
    .98867728   .99759811   .00163211                                           
    .50530836   .01126097   .00728557                                           
    .00991415   .50156191   .00329957                                           
    .48488488   .48919661   .01079273                                           
    .32235904   .15149004   .88106096                                           
    .80678443   .14555810   .88305551                                           
    .30463044   .62559351   .88137190                                           
    .80817378   .67406685   .88269085                                           
    .16985373   .33300224   .75787533                                           
    .67488894   .34692711   .76771066                                           
    .17718760   .82709994   .76448315                                           
    .69384713   .85022382   .75824960                                           
    .00000000   .00000000   .64054176                                           
    .50000000   .00000000   .64054176                                           
    .00000000   .50000000   .64054176                                           
    .50000000   .50000000   .64054176                                           
    .14930910   .80205141   .29416218                                           
                                                                                
    .98868753   .99760603   .00163107                                           
    .50531595   .01126766   .00728732                                           
    .00991404   .50155371   .00330858                                           
    .48485994   .48917107   .01079757                                           
    .32236906   .15150905   .88105362                                           
    .80676755   .14553776   .88305512                                           
    .30462905   .62557864   .88137179                                           
    .80817631   .67407212   .88268884                                           
    .16984748   .33299611   .75787479                                           
    .67488703   .34693173   .76771417                                           
    .17717724   .82710463   .76448544                                           
    .69384724   .85022646   .75824599                                           
    .00000000   .00000000   .64054176                                           
    .50000000   .00000000   .64054176                                           
    .00000000   .50000000   .64054176                                           
    .50000000   .50000000   .64054176                                           
    .15086394   .80282882   .29268969                                           
                                                                                
    .98869779   .99761394   .00163003                                           
    .50532352   .01127434   .00728907                                           
    .00991390   .50154553   .00331758                                           
    .48483503   .48914555   .01080241                                           
    .32237908   .15152806   .88104627                                           
    .80675068   .14551745   .88305473                                           
    .30462766   .62556381   .88137167                                           
    .80817887   .67407734   .88268683                                           
    .16984125   .33298999   .75787426                                           
    .67488511   .34693633   .76771768                                           
    .17716689   .82710933   .76448774                                           
    .69384730   .85022908   .75824239                                           
    .00000000   .00000000   .64054176                                           
    .50000000   .00000000   .64054176                                           
    .00000000   .50000000   .64054176                                           
    .50000000   .50000000   .64054176                                           
    .15241877   .80360624   .29121720                                           
                                                                                
    .98870805   .99762183   .00162899                                           
    .50533107   .01128101   .00729081                                           
    .00991374   .50153735   .00332659                                           
    .48481015   .48912004   .01080725                                           
    .32238910   .15154705   .88103893                                           
    .80673380   .14549717   .88305434                                           
    .30462627   .62554901   .88137156                                           
    .80818145   .67408254   .88268482                                           
    .16983504   .33298388   .75787373                                           
    .67488319   .34694091   .76772117                                           
    .17715656   .82711405   .76449003                                           
    .69384731   .85023167   .75823879                                           
    .00000000   .00000000   .64054176                                           
    .50000000   .00000000   .64054176                                           
    .00000000   .50000000   .64054176                                           
    .50000000   .50000000   .64054176                                           
    .15397361   .80438366   .28974470                                           
                                                                                
    .98871832   .99762970   .00162796                                           
    .50533860   .01128765   .00729256                                           
    .00991355   .50152919   .00333559                                           
    .48478528   .48909454   .01081207                                           
    .32239911   .15156603   .88103160                                           
    .80671693   .14547692   .88305395                                           
    .30462488   .62553424   .88137145                                           
    .80818406   .67408770   .88268282                                           
    .16982885   .33297778   .75787321                                           
    .67488124   .34694547   .76772466                                           
