H + Au(111) SRP48 5.0 eV t15p30 traj 81                                         
 1                                                                              
     5.946768     .000000     .000000                                           
    -2.973384    5.150052     .000000                                           
      .000000     .000000   20.295320                                           
   Au   H                                                                       
  16   1                                                                        
                                                                                
    .97811415   .98509123   .00136674                                           
    .46246423   .98000461   .00022853                                           
    .96607098   .48204192   .00252104                                           
    .48797335   .48973928   .99856457                                           
    .30592714   .14568990   .87323166                                           
    .82124580   .14808650   .87995661                                           
    .30728530   .65244827   .88155407                                           
    .79045287   .63488269   .87541126                                           
    .15929195   .33142350   .76096426                                           
    .68076336   .32467051   .76041546                                           
    .16482204   .82789622   .76040006                                           
    .66044635   .80589096   .75928656                                           
    .00000000   .00000000   .64054176                                           
    .50000000   .00000000   .64054176                                           
    .00000000   .50000000   .64054176                                           
    .50000000   .50000000   .64054176                                           
    .18993214   .96176925   .29563466                                           
                                                                                
    .97810822   .98509581   .00137060                                           
    .46246296   .98002354   .00023474                                           
    .96606506   .48201831   .00252081                                           
    .48796433   .48972661   .99856994                                           
    .30595198   .14569232   .87322822                                           
    .82124626   .14808472   .87996033                                           
    .30727228   .65245681   .88154705                                           
    .79046685   .63489564   .87540704                                           
    .15929884   .33143808   .76096162                                           
    .68074232   .32464642   .76042391                                           
    .16482167   .82789419   .76040150                                           
    .66046316   .80591031   .75927971                                           
    .00000000   .00000000   .64054176                                           
    .50000000   .00000000   .64054176                                           
    .00000000   .50000000   .64054176                                           
    .50000000   .50000000   .64054176                                           
    .19148697   .96254667   .29416218                                           
                                                                                
    .97810228   .98510040   .00137446                                           
    .46246170   .98004247   .00024096                                           
    .96605916   .48199470   .00252057                                           
    .48795527   .48971392   .99857531                                           
    .30597684   .14569473   .87322480                                           
    .82124669   .14808294   .87996405                                           
    .30725925   .65246534   .88154003                                           
    .79048087   .63490861   .87540283                                           
    .15930574   .33145265   .76095897                                           
    .68072123   .32462230   .76043237                                           
    .16482132   .82789217   .76040295                                           
    .66047997   .80592970   .75927286                                           
    .00000000   .00000000   .64054176                                           
    .50000000   .00000000   .64054176                                           
    .00000000   .50000000   .64054176                                           
    .50000000   .50000000   .64054176                                           
    .19304181   .96332408   .29268969                                           
                                                                                
    .97809634   .98510501   .00137831                                           
    .46246046   .98006141   .00024717                                           
    .96605327   .48197108   .00252033                                           
    .48794619   .48970122   .99858068                                           
    .30600170   .14569714   .87322138                                           
    .82124710   .14808115   .87996777                                           
    .30724623   .65247389   .88153301                                           
    .79049492   .63492160   .87539863                                           
    .15931266   .33146720   .76095632                                           
    .68070009   .32459814   .76044082                                           
    .16482097   .82789016   .76040438                                           
    .66049678   .80594913   .75926601                                           
    .00000000   .00000000   .64054176                                           
    .50000000   .00000000   .64054176                                           
    .00000000   .50000000   .64054176                                           
    .50000000   .50000000   .64054176                                           
    .19459664   .96410150   .29121720                                           
                                                                                
    .97809040   .98510961   .00138216                                           
    .46245924   .98008036   .00025337                                           
    .96604739   .48194745   .00252009                                           
    .48793708   .48968851   .99858605                                           
    .30602657   .14569955   .87321798                                           
    .82124749   .14807934   .87997150                                           
    .30723320   .65248243   .88152598                                           
    .79050902   .63493462   .87539444                                           
    .15931959   .33148174   .76095366                                           
    .68067891   .32457395   .76044926                                           
    .16482065   .82788815   .76040582                                           
    .66051359   .80596860   .75925917                                           
    .00000000   .00000000   .64054176                                           
    .50000000   .00000000   .64054176                                           
    .00000000   .50000000   .64054176                                           
    .50000000   .50000000   .64054176                                           
    .19615148   .96487891   .28974471                                           
                                                                                
    .97808445   .98511423   .00138600                                           
    .46245804   .98009931   .00025958                                           
    .96604153   .48192382   .00251984                                           
    .48792794   .48967579   .99859142                                           
    .30605145   .14570195   .87321459                                           
    .82124786   .14807753   .87997522                                           
    .30722017   .65249098   .88151896                                           
    .79052315   .63494765   .87539026                                           
    .15932653   .33149626   .76095101                                           
    .68065767   .32454973   .76045770                                           
