 TIME   Etot      ELFEN     ELEN       EKIN      mag Nel
    7.50   -19.7463   -24.9567   -24.8771     5.2105   .982    4
    7.60   -19.7463   -24.9569   -24.8773     5.2107   .981    4
    7.70   -19.7462   -24.9572   -24.8775     5.2109   .980    5
    7.80   -19.7462   -24.9574   -24.8778     5.2112   .978    4
    7.90   -19.7462   -24.9577   -24.8781     5.2115   .977    3
    8.00   -19.7462   -24.9580   -24.8784     5.2118   .976    4
    8.10   -19.7462   -24.9584   -24.8787     5.2121   .974    4
    8.20   -19.7462   -24.9588   -24.8791     5.2125   .972    3
    8.30   -19.7462   -24.9592   -24.8796     5.2130   .970    3
    8.40   -19.7462   -24.9597   -24.8801     5.2135   .968    4
    8.50   -19.7462   -24.9602   -24.8806     5.2141   .966    3
    8.60   -19.7462   -24.9609   -24.8812     5.2147   .964    4
    8.70   -19.7462   -24.9616   -24.8820     5.2154   .962    4
    8.80   -19.7462   -24.9624   -24.8828     5.2162   .959    4
    8.90   -19.7462   -24.9633   -24.8836     5.2171   .956    4
    9.00   -19.7462   -24.9643   -24.8847     5.2181   .953    3
    9.10   -19.7462   -24.9654   -24.8858     5.2193   .950    4
    9.20   -19.7462   -24.9667   -24.8871     5.2206   .947    4
    9.30   -19.7461   -24.9682   -24.8885     5.2220   .943    3
    9.40   -19.7461   -24.9698   -24.8902     5.2237   .939    3
    9.50   -19.7461   -24.9716   -24.8920     5.2255   .935    3
    9.60   -19.7461   -24.9737   -24.8941     5.2276   .930    3
    9.70   -19.7461   -24.9761   -24.8964     5.2300   .925    4
    9.80   -19.7461   -24.9787   -24.8991     5.2326   .920    3
    9.90   -19.7461   -24.9817   -24.9021     5.2356   .914    3
   10.00   -19.7461   -24.9851   -24.9055     5.2390   .907    3
   10.10   -19.7461   -24.9889   -24.9093     5.2428   .901    3
   10.20   -19.7460   -24.9932   -24.9136     5.2471   .893    3
   10.30   -19.7460   -24.9980   -24.9184     5.2520   .885    3
   10.40   -19.7460   -25.0035   -24.9239     5.2575   .876    3
   10.50   -19.7460   -25.0097   -24.9301     5.2637   .867    3
   10.60   -19.7460   -25.0167   -24.9371     5.2708   .857    3
   10.70   -19.7460   -25.0246   -24.9449     5.2787   .846    3
   10.80   -19.7459   -25.0335   -24.9538     5.2876   .834    4
   10.90   -19.7459   -25.0435   -24.9637     5.2976   .821    3
   11.00   -19.7459   -25.0547   -24.9748     5.3088   .807    3
   11.10   -19.7459   -25.0673   -24.9873     5.3214   .791    3
   11.20   -19.7459   -25.0814   -25.0012     5.3355   .775    3
   11.30   -19.7458   -25.0972   -25.0167     5.3513   .758    3
   11.40   -19.7458   -25.1147   -25.0340     5.3689   .738    3
   11.50   -19.7458   -25.1343   -25.0532     5.3885   .717    2
   11.60   -19.7458   -25.1561   -25.0744     5.4103   .694    3
   11.70   -19.7457   -25.1803   -25.0979     5.4345   .668    3
   11.80   -19.7457   -25.2070   -25.1238     5.4613   .638    2
   11.90   -19.7457   -25.2367   -25.1523     5.4910   .604    4
   12.00   -19.7457   -25.2695   -25.1837     5.5237   .563    4
   12.10   -19.7457   -25.3057   -25.2183     5.5599   .514    4
   12.20   -19.7458   -25.3457   -25.2563     5.5999   .450    3
   12.30   -19.7459   -25.3899   -25.2985     5.6440   .366    3
   12.40   -19.7465   -25.4391   -25.3459     5.6926   .244    3
   12.50   -19.7478   -25.4933   -25.3997     5.7455   .060    4
   12.60   -19.7460   -25.5466   -25.4539     5.8006  -.168    7
   12.70   -19.7491   -25.6064   -25.5137     5.8573   .003    8
   12.80   -19.7492   -25.6650   -25.5727     5.9159  -.001   10
   12.90   -19.7493   -25.7250   -25.6331     5.9757   .000    5
   13.00   -19.7494   -25.7861   -25.6946     6.0367   .001    2
   13.10   -19.7497   -25.8485   -25.7573     6.0988  -.001    2
   13.20   -19.7497   -25.9116   -25.8209     6.1619   .001    4
   13.30   -19.7497   -25.9756   -25.8853     6.2260  -.001    3
   13.40   -19.7497   -26.0403   -25.9502     6.2906  -.001    3
   13.50   -19.7497   -26.1052   -26.0155     6.3555   .000    3
   13.60   -19.7497   -26.1701   -26.0807     6.4203   .000    2
   13.70   -19.7497   -26.2345   -26.1454     6.4848   .000    2
   13.80   -19.7497   -26.2982   -26.2094     6.5484   .000    2
   13.90   -19.7497   -26.3604   -26.2719     6.6107  -.001    2
   14.00   -19.7497   -26.4206   -26.3323     6.6709  -.002    2
   14.10   -19.7496   -26.4780   -26.3900     6.7283  -.002    2
   14.20   -19.7496   -26.5317   -26.4440     6.7821  -.001    4
   14.30   -19.7497   -26.5809   -26.4933     6.8311   .000   14
   14.40   -19.7499   -26.6241   -26.5368     6.8742   .000    6
   14.50   -19.7501   -26.6601   -26.5730     6.9101   .000    3
   14.60   -19.7502   -26.6873   -26.6004     6.9371   .000    4
   14.70   -19.7504   -26.7039   -26.6173     6.9536   .000    5
   14.80   -19.7505   -26.7078   -26.6214     6.9573   .000    4
   14.90   -19.7507   -26.6967   -26.6105     6.9460   .000    2
   15.00   -19.7509   -26.6679   -26.5820     6.9170   .000    4
   15.10   -19.7511   -26.6186   -26.5330     6.8675   .000    4
   15.20   -19.7514   -26.5458   -26.4605     6.7944   .000    4
   15.30   -19.7517   -26.4460   -26.3610     6.6944   .000    3
   15.40   -19.7519   -26.3162   -26.2316     6.5643   .000    3
   15.50   -19.7522   -26.1532   -26.0688     6.4010   .000    6
   15.60   -19.7524   -25.9542   -25.8702     6.2018   .000    6
   15.70   -19.7526   -25.7174   -25.6338     5.9648   .000    4
   15.80   -19.7526   -25.4421   -25.3587     5.6895   .000    3
   15.90   -19.7524   -25.1291   -25.0460     5.3767   .000    4
   16.00   -19.7521   -24.7818   -24.6992     5.0297   .000    4
   16.10   -19.7517   -24.4063   -24.3240     4.6546   .000    4
   16.20   -19.7510   -24.0116   -23.9297     4.2606   .000    4
   16.30   -19.7501   -23.6102   -23.5285     3.8601   .000    4
   16.40   -19.7490   -23.2175   -23.1362     3.4685   .000    4
   16.50   -19.7478   -22.8512   -22.7702     3.1034   .000    5
   16.60   -19.7466   -22.5299   -22.4492     2.7833   .000    4
   16.70   -19.7457   -22.2719   -22.1913     2.5262   .000    3
   16.80   -19.7450   -22.0925   -22.0122     2.3476   .000    4
   16.90   -19.7446   -22.0033   -21.9231     2.2586   .000    5
   17.00   -19.7447   -22.0096   -21.9297     2.2650   .000    5
   17.10   -19.7452   -22.1109   -22.0309     2.3657   .000    2
   17.20   -19.7460   -22.2998   -22.2200     2.5538   .000    4
   17.30   -19.7470   -22.5641   -22.4845     2.8171   .000    4
   17.40   -19.7482   -22.8876   -22.8079     3.1394   .000    4
   17.50   -19.7494   -23.2520   -23.1723     3.5026   .000    2
   17.60   -19.7504   -23.6390   -23.5595     3.8886   .000    4
   17.70   -19.7513   -24.0319   -23.9524     4.2806   .000    4
   17.80   -19.7519   -24.4163   -24.3368     4.6644   .000    4
   17.90   -19.7524   -24.7810   -24.7014     5.0286   .000    3
   18.00   -19.7526   -25.1179   -25.0383     5.3653   .000    4
   18.10   -19.7526   -25.4220   -25.3423     5.6694   .000    5
   18.20   -19.7525   -25.6910   -25.6112     5.9385   .000    4
   18.30   -19.7523   -25.9246   -25.8447     6.1723   .000    3
   18.40   -19.7520   -26.1241   -26.0440     6.3721   .000    4
   18.50   -19.7518   -26.2917   -26.2115     6.5399   .000    5
   18.60   -19.7515   -26.4303   -26.3499     6.6788   .000    4
   18.70   -19.7511   -26.5431   -26.4627     6.7919   .000    4
   18.80   -19.7509   -26.6333   -26.5528     6.8825   .000    4
   18.90   -19.7506   -26.7042   -26.6236     6.9536   .000    4
   19.00   -19.7504   -26.7585   -26.6778     7.0081   .000    4
   19.10   -19.7502   -26.7989   -26.7180     7.0487   .000    5
   19.20   -19.7500   -26.8277   -26.7466     7.0777   .000    3
   19.30   -19.7498   -26.8466   -26.7656     7.0968   .000    4
   19.40   -19.7497   -26.8575   -26.7763     7.1078   .000    3
   19.50   -19.7496   -26.8615   -26.7801     7.1119   .000    5
   19.60   -19.7495   -26.8596   -26.7782     7.1102   .000    5
   19.70   -19.7494   -26.8528   -26.7712     7.1034   .000    4
   19.80   -19.7494   -26.8416   -26.7598     7.0922   .000    3
   19.90   -19.7493   -26.8264   -26.7445     7.0771   .000    5
   20.00   -19.7493   -26.8075   -26.7255     7.0583   .000    4
   20.10   -19.7492   -26.7852   -26.7030     7.0359   .000    3
   20.20   -19.7492   -26.7595   -26.6773     7.0103   .000    4
   20.30   -19.7492   -26.7307   -26.6482     6.9816   .000    4
   20.40   -19.7491   -26.6989   -26.6164     6.9498   .000    4
   20.50   -19.7491   -26.6642   -26.5814     6.9152   .000    3
   20.60   -19.7490   -26.6269   -26.5440     6.8780   .000    4
   20.70   -19.7489   -26.5874   -26.5044     6.8385   .000    5
   20.80   -19.7489   -26.5462   -26.4630     6.7973   .000    3
   20.90   -19.7488   -26.5036   -26.4202     6.7548   .000    5
   21.00   -19.7488   -26.4606   -26.3770     6.7118   .000    6
   21.10   -19.7487   -26.4178   -26.3340     6.6691   .000    4
   21.20   -19.7486   -26.3762   -26.2923     6.6276   .000    2
   21.30   -19.7485   -26.3367   -26.2526     6.5882   .000    4
   21.40   -19.7484   -26.3004   -26.2161     6.5520   .000    5
   21.50   -19.7483   -26.2683   -26.1839     6.5200   .000    5
   21.60   -19.7482   -26.2413   -26.1567     6.4931   .000    4
   21.70   -19.7481   -26.2203   -26.1356     6.4722   .000    2
   21.80   -19.7481   -26.2060   -26.1211     6.4579   .000    4
   21.90   -19.7480   -26.1988   -26.1138     6.4508   .000    4
   22.00   -19.7480   -26.1991   -26.1140     6.4511   .000    4
   22.10   -19.7480   -26.2069   -26.1216     6.4589   .000    3
   22.20   -19.7480   -26.2219   -26.1364     6.4738   .000    4
   22.30   -19.7481   -26.2436   -26.1580     6.4955   .000    4
   22.40   -19.7481   -26.2712   -26.1856     6.5231   .000    3
   22.50   -19.7481   -26.3039   -26.2182     6.5558   .000    2
   22.60   -19.7482   -26.3406   -26.2548     6.5924   .000    4
   22.70   -19.7483   -26.3801   -26.2942     6.6319   .000    5
   22.80   -19.7484   -26.4212   -26.3352     6.6729   .000    5
   22.90   -19.7484   -26.4627   -26.3765     6.7143   .000    4
   23.00   -19.7485   -26.5034   -26.4171     6.7549   .000    2
   23.10   -19.7485   -26.5422   -26.4558     6.7937   .000    4
   23.20   -19.7486   -26.5782   -26.4917     6.8296   .000    4
   23.30   -19.7486   -26.6106   -26.5240     6.8620   .000    4
   23.40   -19.7486   -26.6386   -26.5519     6.8900   .000    4
   23.50   -19.7486   -26.6619   -26.5750     6.9132   .000    4
   23.60   -19.7486   -26.6799   -26.5930     6.9313   .000    4
   23.70   -19.7486   -26.6926   -26.6055     6.9440   .000    2
   23.80   -19.7485   -26.6998   -26.6126     6.9512   .000    4
   23.90   -19.7485   -26.7015   -26.6141     6.9530   .000    4
   24.00   -19.7485   -26.6978   -26.6104     6.9493   .000    4
   24.10   -19.7484   -26.6890   -26.6014     6.9405   .000    2
   24.20   -19.7484   -26.6752   -26.5876     6.9268   .000    4
   24.30   -19.7483   -26.6569   -26.5691     6.9085   .000    4
   24.40   -19.7483   -26.6342   -26.5463     6.8860   .000    4
   24.50   -19.7482   -26.6077   -26.5197     6.8595   .000    4
   24.60   -19.7481   -26.5776   -26.4895     6.8295   .000    2
   24.70   -19.7481   -26.5444   -26.4562     6.7964   .000    4
   24.80   -19.7480   -26.5084   -26.4200     6.7604   .000    4
   24.90   -19.7480   -26.4700   -26.3815     6.7220   .000    4
   25.00   -19.7479   -26.4296   -26.3409     6.6816   .000    2
   25.10   -19.7479   -26.3874   -26.2986     6.6395   .000    4
   25.20   -19.7478   -26.3438   -26.2549     6.5959   .000    5
   25.30   -19.7478   -26.2991   -26.2100     6.5513   .000    5
   25.40   -19.7478   -26.2535   -26.1644     6.5057   .001   19
   25.50   -19.7478   -26.2075   -26.1182     6.4597   .001   19
   25.60   -19.7478   -26.1610   -26.0716     6.4133   .001   19
   25.70   -19.7478   -26.1145   -26.0249     6.3667   .001   19
   25.80   -19.7477   -26.0680   -25.9783     6.3203   .001   19
   25.90   -19.7477   -26.0218   -25.9320     6.2741   .001   19
   26.00   -19.7477   -25.9761   -25.8860     6.2283   .001   19
   26.10   -19.7477   -25.9309   -25.8407     6.1831   .001   20
   26.20   -19.7477   -25.8863   -25.7960     6.1386   .001   20
   26.30   -19.7477   -25.8426   -25.7521     6.0948   .000   21
   26.40   -19.7477   -25.7997   -25.7090     6.0520   .000   21
   26.50   -19.7477   -25.7578   -25.6669     6.0101   .000   21
   26.60   -19.7477   -25.7169   -25.6259     5.9692   .000   21
   26.70   -19.7477   -25.6771   -25.5859     5.9294   .000   22
   26.80   -19.7477   -25.6384   -25.5470     5.8907   .000   22
   26.90   -19.7477   -25.6009   -25.5093     5.8532   .000   22
   27.00   -19.7477   -25.5645   -25.4727     5.8168   .001   22
   27.10   -19.7477   -25.5294   -25.4374     5.7816   .001   23
   27.20   -19.7478   -25.4954   -25.4032     5.7476   .000   24
   27.30   -19.7478   -25.4626   -25.3702     5.7149  -.002   29
   27.40   -19.7475   -25.4310   -25.3384     5.6834   .136   25
   27.50   -19.7474   -25.4014   -25.3095     5.6540   .252   22
   27.60   -19.7473   -25.3742   -25.2835     5.6269   .338   21
   27.70   -19.7472   -25.3492   -25.2597     5.6019   .395   21
   27.80   -19.7472   -25.3260   -25.2377     5.5788   .439   21
   27.90   -19.7472   -25.3046   -25.2173     5.5574   .476   20
   28.00   -19.7472   -25.2847   -25.1983     5.5376   .506   20
   28.10   -19.7471   -25.2663   -25.1807     5.5192   .533   19
   28.20   -19.7471   -25.2493   -25.1644     5.5021   .556   19
   28.30   -19.7471   -25.2334   -25.1492     5.4863   .575   19
   28.40   -19.7471   -25.2187   -25.1351     5.4716   .593   19
   28.50   -19.7471   -25.2051   -25.1219     5.4579   .609   19
   28.60   -19.7471   -25.1924   -25.1096     5.4453   .624   19
   28.70   -19.7471   -25.1806   -25.0982     5.4335   .638   19
   28.80   -19.7471   -25.1696   -25.0875     5.4224   .647    7
   28.90   -19.7472   -25.1594   -25.0776     5.4121   .659    4
   29.00   -19.7473   -25.1498   -25.0684     5.4026   .674    4
   29.10   -19.7472   -25.1409   -25.0598     5.3937   .687    4
   29.20   -19.7471   -25.1326   -25.0517     5.3856   .697    5
   29.30   -19.7470   -25.1249   -25.0441     5.3779   .702    3
   29.40   -19.7470   -25.1176   -25.0368     5.3706   .708    5
   29.50   -19.7471   -25.1108   -25.0302     5.3638   .716    5
   29.60   -19.7471   -25.1045   -25.0240     5.3574   .728    4
   29.70   -19.7470   -25.0984   -25.0181     5.3514   .738    4
   29.80   -19.7469   -25.0927   -25.0126     5.3458   .746    4
   29.90   -19.7469   -25.0874   -25.0073     5.3405   .750    4
   30.00   -19.7468   -25.0823   -25.0022     5.3355   .751    4
   30.10   -19.7468   -25.0775   -24.9974     5.3307   .759    5
   30.20   -19.7469   -25.0730   -24.9931     5.3261   .768    5
   30.30   -19.7468   -25.0686   -24.9888     5.3218   .779    3
   30.40   -19.7468   -25.0646   -24.9847     5.3177   .779    7
   30.50   -19.7468   -25.0606   -24.9808     5.3138   .783    7
   30.60   -19.7469   -25.0569   -24.9771     5.3100   .789    6
   30.70   -19.7468   -25.0532   -24.9735     5.3064   .796    4
   30.80   -19.7468   -25.0497   -24.9700     5.3029   .802    4
   30.90   -19.7468   -25.0464   -24.9667     5.2996   .805    4
   31.00   -19.7467   -25.0432   -24.9635     5.2964   .807    4
   31.10   -19.7467   -25.0400   -24.9603     5.2933   .810    3
   31.20   -19.7468   -25.0370   -24.9574     5.2903   .817    7
   31.30   -19.7468   -25.0341   -24.9545     5.2874   .824    6
   31.40   -19.7467   -25.0313   -24.9517     5.2846   .827    6
   31.50   -19.7467   -25.0286   -24.9489     5.2819   .829    4
   31.60   -19.7467   -25.0259   -24.9463     5.2792   .832    3
   31.70   -19.7467   -25.0233   -24.9437     5.2766   .836    4
   31.80   -19.7468   -25.0208   -24.9412     5.2741   .843    4
   31.90   -19.7467   -25.0184   -24.9388     5.2717   .848    5
   32.00   -19.7467   -25.0160   -24.9365     5.2693   .851    3
   32.10   -19.7467   -25.0138   -24.9342     5.2671   .853    6
   32.20   -19.7467   -25.0115   -24.9319     5.2648   .856    6
   32.30   -19.7467   -25.0094   -24.9298     5.2627   .860    4
   32.40   -19.7467   -25.0072   -24.9277     5.2606   .865    3
   32.50   -19.7467   -25.0052   -24.9256     5.2585   .868    6
   32.60   -19.7466   -25.0032   -24.9236     5.2566   .869    4
   32.70   -19.7466   -25.0013   -24.9217     5.2546   .872    5
   32.80   -19.7467   -24.9994   -24.9198     5.2528   .877    4
   32.90   -19.7466   -24.9975   -24.9179     5.2509   .882    3
   33.00   -19.7467   -24.9958   -24.9162     5.2492   .883    6
   33.10   -19.7466   -24.9941   -24.9145     5.2475   .884    5
   33.20   -19.7466   -24.9925   -24.9129     5.2458   .887    6
   33.30   -19.7466   -24.9909   -24.9113     5.2442   .892    4
   33.40   -19.7466   -24.9893   -24.9097     5.2427   .894    6
   33.50   -19.7466   -24.9878   -24.9082     5.2412   .894    4
   33.60   -19.7465   -24.9863   -24.9067     5.2398   .896    4
   33.70   -19.7465   -24.9849   -24.9053     5.2384   .900    4
   33.80   -19.7466   -24.9836   -24.9040     5.2370   .905    4
   33.90   -19.7464   -24.9822   -24.9026     5.2358   .910    3
   34.00   -19.7466   -24.9811   -24.9015     5.2345   .908    7
   34.10   -19.7466   -24.9799   -24.9003     5.2333   .910    7
   34.20   -19.7466   -24.9787   -24.8991     5.2322   .913    6
   34.30   -19.7465   -24.9776   -24.8980     5.2311   .916    3
   34.40   -19.7463   -24.9765   -24.8968     5.2301   .918    4
   34.50   -19.7464   -24.9755   -24.8959     5.2291   .918    4
   34.60   -19.7465   -24.9746   -24.8949     5.2281   .920    7
   34.70   -19.7464   -24.9736   -24.8940     5.2272   .923    6
   34.80   -19.7464   -24.9727   -24.8931     5.2263   .925    4
   34.90   -19.7464   -24.9719   -24.8922     5.2255   .926    4
   35.00   -19.7464   -24.9710   -24.8914     5.2247   .928    4
   35.10   -19.7464   -24.9703   -24.8906     5.2239   .929    3
   35.20   -19.7464   -24.9695   -24.8899     5.2232   .931    6
   35.30   -19.7463   -24.9688   -24.8891     5.2225   .934    3
   35.40   -19.7463   -24.9681   -24.8884     5.2218   .936    4
   35.50   -19.7463   -24.9675   -24.8878     5.2212   .936    7
   35.60   -19.7463   -24.9668   -24.8872     5.2205   .937    5
   35.70   -19.7463   -24.9663   -24.8866     5.2200   .939    4
   35.80   -19.7463   -24.9657   -24.8860     5.2194   .942    4
   35.90   -19.7463   -24.9652   -24.8855     5.2189   .942    7
   36.00   -19.7462   -24.9646   -24.8849     5.2184   .941    3
   36.10   -19.7462   -24.9641   -24.8844     5.2179   .944    7
   36.20   -19.7461   -24.9635   -24.8838     5.2174   .949    4
   36.30   -19.7463   -24.9632   -24.8835     5.2169   .947    7
   36.40   -19.7463   -24.9628   -24.8831     5.2165   .948    6
   36.50   -19.7464   -24.9624   -24.8827     5.2160   .950    4
   36.60   -19.7463   -24.9619   -24.8822     5.2156   .951    3
   36.70   -19.7463   -24.9616   -24.8819     5.2153   .952    8
   36.80   -19.7463   -24.9612   -24.8815     5.2149   .952    4
   36.90   -19.7463   -24.9609   -24.8812     5.2146   .954    7
   37.00   -19.7463   -24.9605   -24.8808     5.2142   .955    6
   37.10   -19.7463   -24.9602   -24.8805     5.2139   .956    3
   37.20   -19.7463   -24.9599   -24.8802     5.2136   .957    6
   37.30   -19.7463   -24.9596   -24.8799     5.2133   .958    4
   37.40   -19.7462   -24.9592   -24.8795     5.2131   .958    3
   37.50   -19.7459   -24.9587   -24.8790     5.2128   .960    4
   37.60   -19.7458   -24.9585   -24.8788     5.2126   .962    3
   37.70   -19.7417   -24.9541   -24.8744     5.2124   .965    3
   37.80   -19.7398   -24.9521   -24.8724     5.2123   .967   32
   37.90   -19.7384   -24.9505   -24.8708     5.2121   .970   19
   38.00   -19.7217   -24.9337   -24.8540     5.2120   .974   30
   38.10   -19.7438   -24.9557   -24.8760     5.2119   .969   25
   38.20   -19.7457   -24.9573   -24.8776     5.2117   .965    7
   38.30   -19.7457   -24.9571   -24.8774     5.2115   .966    8
   38.40   -19.7408   -24.9521   -24.8724     5.2113   .971   26
   38.50   -19.7438   -24.9549   -24.8752     5.2111   .972   42
   38.60   -19.7456   -24.9565   -24.8768     5.2109   .969    7
   38.70   -19.7456   -24.9563   -24.8766     5.2107   .969    8
   38.80   -19.7340   -24.9445   -24.8649     5.2106   .976    9
   38.90   -19.7422   -24.9527   -24.8730     5.2104   .975   39
   39.00   -19.7452   -24.9556   -24.8758     5.2103   .968    3
   39.10   -19.7453   -24.9555   -24.8758     5.2102   .972    8
   39.20   -19.7410   -24.9510   -24.8714     5.2101   .977   38
   39.30   -19.7401   -24.9501   -24.8704     5.2100   .978   20
   39.40   -19.7451   -24.9549   -24.8752     5.2099   .974    7
   39.50   -19.7451   -24.9548   -24.8750     5.2097   .974    9
   39.60   -19.7451   -24.9546   -24.8749     5.2095   .975   13
   39.70   -19.7451   -24.9544   -24.8747     5.2093   .976    7
   39.80   -19.7450   -24.9542   -24.8744     5.2092   .976    3
   39.90   -19.7450   -24.9541   -24.8744     5.2090   .977    9
   40.00   -19.7450   -24.9539   -24.8742     5.2089   .977    7
   40.10   -19.7450   -24.9538   -24.8740     5.2087   .978    8
   40.20   -19.7450   -24.9536   -24.8739     5.2086   .978    7
   40.30   -19.7450   -24.9534   -24.8737     5.2084   .979    7
   40.40   -19.7450   -24.9533   -24.8736     5.2083   .979    7
   40.50   -19.7450   -24.9531   -24.8734     5.2081   .980    7
   40.60   -19.7450   -24.9530   -24.8732     5.2080   .980    7
   40.70   -19.7450   -24.9528   -24.8731     5.2078   .981    8
   40.80   -19.7450   -24.9527   -24.8729     5.2077   .981    7
   40.90   -19.7450   -24.9525   -24.8728     5.2075   .982    8
   41.00   -19.7450   -24.9524   -24.8727     5.2074   .982    8
   41.10   -19.7450   -24.9522   -24.8725     5.2073   .982    8
   41.20   -19.7450   -24.9521   -24.8724     5.2071   .983    8
   41.30   -19.7449   -24.9519   -24.8722     5.2070   .983    7
   41.40   -19.7450   -24.9518   -24.8721     5.2069   .984   10
   41.50   -19.7449   -24.9517   -24.8720     5.2068   .984    6
   41.60   -19.7449   -24.9515   -24.8718     5.2066   .985    8
   41.70   -19.7449   -24.9514   -24.8717     5.2065   .985   10
   41.80   -19.7449   -24.9513   -24.8716     5.2064   .985    7
   41.90   -19.7448   -24.9511   -24.8714     5.2063   .986    8
   42.00   -19.7448   -24.9510   -24.8712     5.2062   .987    7
