0.	0.	-5.	-1.04813672
0.	0.	-4.8	-1.03415514
0.	0.	-4.6	-1.06344723
0.	0.	-4.4	-1.11206856
0.	0.	-4.2	-1.14417237
0.	0.	-4.	-1.14280628
0.	0.	-3.8	-1.12349141
0.	0.	-3.6	-1.11648797
0.	0.	-3.4	-1.13261249
0.	0.	-3.2	-1.15076694
0.	0.	-3.	-1.14217171
0.	0.	-2.8	-1.10251587
0.	0.	-2.6	-1.05859632
0.	0.	-2.4	-1.04562805
0.	0.	-2.2	-1.07713062
0.	0.	-2.	-1.13133404
0.	0.	-1.8	-1.15165155
0.	0.	-1.6	-1.01663193
0.	0.	-1.4	-0.37429597
0.	0.	-1.2	1.84222298
0.	0.	-1.	8.55177696
0.	0.	1.	7.6765841
0.	0.	1.2	0.87661786
0.	0.	1.4	-1.305285
0.	0.	1.6	-1.75661529
0.	0.	1.8	-1.57972032
0.	0.	2.	-1.19839589
0.	0.	2.2	-0.78469309
0.	0.	2.4	-0.42372801
0.	0.	2.6	-0.20720991
0.	0.	2.8	-0.09627083
0.	0.	3.	-0.04514189
0.	0.	3.2	-0.02229959
0.	0.	3.4	-0.01206129
0.	0.	3.6	-0.0075157
0.	0.	3.8	-0.00551648
0.	0.	4.	-0.00454846
0.	0.	4.2	-0.00394071
0.	0.	4.4	-0.00342223
0.	0.	4.6	-0.00290494
0.	0.	4.8	-0.00237722
0.	0.	5.	-0.00184775
0.	0.	5.2	-0.00134084
0.	0.	5.4	-0.00089156
0.	0.	5.6	-0.00049813
0.	0.	5.8	-0.0001762
0.	0.	6.	0.00007423
0.495092598	0.	-5.	0.27169798
0.495092598	0.	-4.8	0.37707311
0.495092598	0.	-4.6	0.17622628
0.495092598	0.	-4.4	-0.22073445
0.495092598	0.	-4.2	-0.62822007
0.495092598	0.	-4.	-0.9175127
0.495092598	0.	-3.8	-1.06348025
0.495092598	0.	-3.6	-1.09594963
0.495092598	0.	-3.4	-1.02841133
0.495092598	0.	-3.2	-0.83530971
0.495092598	0.	-3.	-0.49752007
0.495092598	0.	-2.8	-0.0754113
0.495092598	0.	-2.6	0.2706121
0.495092598	0.	-2.4	0.36509252
0.495092598	0.	-2.2	0.1539438
0.495092598	0.	-2.	-0.24714283
0.495092598	0.	-1.8	-0.64031096
0.495092598	0.	-1.6	-0.84457325
0.495092598	0.	-1.4	-0.64762523
0.495092598	0.	-1.2	0.46979639
0.495092598	0.	-1.	3.83784321
0.495092598	0.	1.	2.99701995
0.495092598	0.	1.2	-0.46852759
0.495092598	0.	1.4	-1.58885574
0.495092598	0.	1.6	-1.72185888
0.495092598	0.	1.8	-1.46747814
0.495092598	0.	2.	-1.08636066
0.495092598	0.	2.2	-0.69553585
0.495092598	0.	2.4	-0.3697565
0.495092598	0.	2.6	-0.18078418
0.495092598	0.	2.8	-0.0845863
0.495092598	0.	3.	-0.04016067
0.495092598	0.	3.2	-0.02018038
0.495092598	0.	3.4	-0.01118881
0.495092598	0.	3.6	-0.00718042
0.495092598	0.	3.8	-0.00540353
0.495092598	0.	4.	-0.00452883
0.495092598	0.	4.2	-0.00395691
0.495092598	0.	4.4	-0.00344739
0.495092598	0.	4.6	-0.00292642
0.495092598	0.	4.8	-0.0023934
0.495092598	0.	5.	-0.0018647
0.495092598	0.	5.2	-0.00136658
0.495092598	0.	5.4	-0.00092238
0.495092598	0.	5.6	-0.00053354
0.495092598	0.	5.8	-0.00021013
0.495092598	0.	6.	0.00004238
0.990185196	0.	-5.	8.4485172
0.990185196	0.	-4.8	9.20962376
0.990185196	0.	-4.6	7.80188823
0.990185196	0.	-4.4	5.09490563
0.990185196	0.	-4.2	2.42266294
0.990185196	0.	-4.	0.56245111
0.990185196	0.	-3.8	-0.38961128
0.990185196	0.	-3.6	-0.60317982
0.990185196	0.	-3.4	-0.14659054
0.990185196	0.	-3.2	1.11175781
0.990185196	0.	-3.	3.29942528
0.990185196	0.	-2.8	6.11332582
0.990185196	0.	-2.6	8.51392008
0.990185196	0.	-2.4	9.18514123
0.990185196	0.	-2.2	7.69704462
0.990185196	0.	-2.	4.95917337
0.990185196	0.	-1.8	2.29830988
0.990185196	0.	-1.6	0.45931766
0.990185196	0.	-1.4	-0.49147918
0.990185196	0.	-1.2	-0.74955074
