   0.0000000001   0.0000000001   1.0000000000
   0.5000000000   0.0000000000   1.0000000000
   0.0000000001   0.5000000000   1.0000000000
   0.5000000000   0.5000000000   1.0000000000
   0.3333333333   0.1666666666   0.8803819260
   0.8333333333   0.1666666666   0.8803819260
   0.3333333333   0.6666666666   0.8803819260
   0.8333333333   0.6666666666   0.8803819260
   0.1666666666   0.3333333333   0.7607638510
   0.6666666666   0.3333333333   0.7607638510
   0.1666666666   0.8333333333   0.7607638510
   0.6666666666   0.8333333333   0.7607638510
   0.0000000000   0.0000000000   0.6411457770
   0.5000000000   0.0000000000   0.6411457770
   0.0000000000   0.5000000000   0.6411457770
   0.5000000000   0.5000000000   0.6411457770
   0.0000000000   0.0000000000   0.7534054705

   0.0000000001   0.0000000001   1.0000000000
   0.5000000000   0.0000000000   1.0000000000
   0.0000000001   0.5000000000   1.0000000000
   0.5000000000   0.5000000000   1.0000000000
   0.3333333333   0.1666666666   0.8803819260
   0.8333333333   0.1666666666   0.8803819260
   0.3333333333   0.6666666666   0.8803819260
   0.8333333333   0.6666666666   0.8803819260
   0.1666666666   0.3333333333   0.7607638510
   0.6666666666   0.3333333333   0.7607638510
   0.1666666666   0.8333333333   0.7607638510
   0.6666666666   0.8333333333   0.7607638510
   0.0000000000   0.0000000000   0.6411457770
   0.5000000000   0.0000000000   0.6411457770
   0.0000000000   0.5000000000   0.6411457770
   0.5000000000   0.5000000000   0.6411457770
   0.0000000000   0.0000000000   0.7632692516

   0.0000000001   0.0000000001   1.0000000000
   0.5000000000   0.0000000000   1.0000000000
   0.0000000001   0.5000000000   1.0000000000
   0.5000000000   0.5000000000   1.0000000000
   0.3333333333   0.1666666666   0.8803819260
   0.8333333333   0.1666666666   0.8803819260
   0.3333333333   0.6666666666   0.8803819260
   0.8333333333   0.6666666666   0.8803819260
   0.1666666666   0.3333333333   0.7607638510
   0.6666666666   0.3333333333   0.7607638510
   0.1666666666   0.8333333333   0.7607638510
   0.6666666666   0.8333333333   0.7607638510
   0.0000000000   0.0000000000   0.6411457770
   0.5000000000   0.0000000000   0.6411457770
   0.0000000000   0.5000000000   0.6411457770
   0.5000000000   0.5000000000   0.6411457770
   0.0000000000   0.0000000000   0.7731330328

   0.0000000001   0.0000000001   1.0000000000
   0.5000000000   0.0000000000   1.0000000000
   0.0000000001   0.5000000000   1.0000000000
   0.5000000000   0.5000000000   1.0000000000
   0.3333333333   0.1666666666   0.8803819260
   0.8333333333   0.1666666666   0.8803819260
   0.3333333333   0.6666666666   0.8803819260
   0.8333333333   0.6666666666   0.8803819260
   0.1666666666   0.3333333333   0.7607638510
   0.6666666666   0.3333333333   0.7607638510
   0.1666666666   0.8333333333   0.7607638510
   0.6666666666   0.8333333333   0.7607638510
   0.0000000000   0.0000000000   0.6411457770
   0.5000000000   0.0000000000   0.6411457770
   0.0000000000   0.5000000000   0.6411457770
   0.5000000000   0.5000000000   0.6411457770
   0.0000000000   0.0000000000   0.7829968140

