 TIME   Etot      ELFEN     ELEN       EKIN      mag Nel
    4.50   -19.7611   -24.9721   -24.8913     5.2110   .997    5
    4.60   -19.7611   -24.9722   -24.8915     5.2112   .997    6
    4.70   -19.7611   -24.9724   -24.8916     5.2113   .997    5
    4.80   -19.7610   -24.9725   -24.8917     5.2115   .997    4
    4.90   -19.7611   -24.9727   -24.8919     5.2117   .996    6
    5.00   -19.7610   -24.9729   -24.8921     5.2118   .996    4
    5.10   -19.7611   -24.9731   -24.8923     5.2120   .996    6
    5.20   -19.7610   -24.9732   -24.8924     5.2122   .996    5
    5.30   -19.7610   -24.9734   -24.8926     5.2123   .995    5
    5.40   -19.7610   -24.9735   -24.8928     5.2125   .995    5
    5.50   -19.7610   -24.9737   -24.8929     5.2127   .994    4
    5.60   -19.7610   -24.9739   -24.8931     5.2128   .994    5
    5.70   -19.7610   -24.9740   -24.8932     5.2130   .994    4
    5.80   -19.7610   -24.9742   -24.8934     5.2132   .993    4
    5.90   -19.7610   -24.9744   -24.8936     5.2134   .993    4
    6.00   -19.7610   -24.9745   -24.8938     5.2135   .992    4
    6.10   -19.7610   -24.9747   -24.8939     5.2137   .991    4
    6.20   -19.7609   -24.9748   -24.8940     5.2139   .991    4
    6.30   -19.7610   -24.9751   -24.8943     5.2141   .990    6
    6.40   -19.7610   -24.9753   -24.8945     5.2143   .990    4
    6.50   -19.7610   -24.9754   -24.8946     5.2145   .989    4
    6.60   -19.7610   -24.9757   -24.8949     5.2147   .988    5
    6.70   -19.7610   -24.9759   -24.8951     5.2149   .987    4
    6.80   -19.7610   -24.9761   -24.8953     5.2152   .986    5
    6.90   -19.7610   -24.9764   -24.8956     5.2154   .985    4
    7.00   -19.7610   -24.9767   -24.8959     5.2157   .984    5
    7.10   -19.7610   -24.9769   -24.8961     5.2160   .983    4
    7.20   -19.7610   -24.9773   -24.8964     5.2163   .982    4
    7.30   -19.7610   -24.9776   -24.8968     5.2166   .981    4
    7.40   -19.7610   -24.9780   -24.8971     5.2170   .980    4
    7.50   -19.7609   -24.9784   -24.8975     5.2174   .978    3
    7.60   -19.7609   -24.9788   -24.8980     5.2179   .977    4
    7.70   -19.7609   -24.9793   -24.8985     5.2184   .975    4
    7.80   -19.7609   -24.9799   -24.8990     5.2189   .973    3
    7.90   -19.7609   -24.9805   -24.8996     5.2195   .972    4
    8.00   -19.7609   -24.9811   -24.9003     5.2202   .970    4
    8.10   -19.7609   -24.9819   -24.9010     5.2209   .968    5
    8.20   -19.7609   -24.9827   -24.9018     5.2218   .966    4
    8.30   -19.7609   -24.9836   -24.9027     5.2227   .963    3
    8.40   -19.7609   -24.9846   -24.9037     5.2237   .961    4
    8.50   -19.7609   -24.9857   -24.9049     5.2248   .958    3
    8.60   -19.7609   -24.9870   -24.9061     5.2261   .955    3
    8.70   -19.7609   -24.9884   -24.9075     5.2275   .952    4
    8.80   -19.7609   -24.9900   -24.9091     5.2291   .948    3
    8.90   -19.7609   -24.9917   -24.9109     5.2309   .945    4
    9.00   -19.7608   -24.9937   -24.9128     5.2328   .941    4
    9.10   -19.7608   -24.9959   -24.9150     5.2351   .936    4
    9.20   -19.7608   -24.9984   -24.9175     5.2375   .932    3
    9.30   -19.7608   -25.0011   -24.9202     5.2403   .927    3
    9.40   -19.7608   -25.0042   -24.9233     5.2434   .922    3
    9.50   -19.7608   -25.0077   -24.9268     5.2469   .916    3
    9.60   -19.7608   -25.0116   -24.9307     5.2508   .909    4
    9.70   -19.7608   -25.0160   -24.9351     5.2552   .902    4
    9.80   -19.7608   -25.0209   -24.9400     5.2601   .895    3
    9.90   -19.7608   -25.0264   -24.9455     5.2657   .886    3
   10.00   -19.7607   -25.0326   -24.9517     5.2719   .878    4
   10.10   -19.7607   -25.0396   -24.9586     5.2789   .868    3
   10.20   -19.7607   -25.0474   -24.9664     5.2867   .857    4
   10.30   -19.7607   -25.0562   -24.9752     5.2955   .846    4
   10.40   -19.7607   -25.0661   -24.9849     5.3054   .833    3
   10.50   -19.7606   -25.0771   -24.9959     5.3164   .820    4
   10.60   -19.7606   -25.0894   -25.0081     5.3288   .805    4
   10.70   -19.7606   -25.1032   -25.0217     5.3426   .789    3
   10.80   -19.7606   -25.1185   -25.0368     5.3579   .772    3
   10.90   -19.7606   -25.1356   -25.0536     5.3750   .753    3
   11.00   -19.7606   -25.1546   -25.0722     5.3940   .732    3
   11.10   -19.7605   -25.1757   -25.0928     5.4151   .709    3
   11.20   -19.7605   -25.1990   -25.1156     5.4385   .683    3
   11.30   -19.7605   -25.2248   -25.1407     5.4643   .655    3
   11.40   -19.7605   -25.2532   -25.1683     5.4928   .624    3
   11.50   -19.7605   -25.2847   -25.1987     5.5242   .587    3
   11.60   -19.7605   -25.3192   -25.2321     5.5587   .544    3
   11.70   -19.7606   -25.3573   -25.2687     5.5967   .492    3
   11.80   -19.7607   -25.3993   -25.3089     5.6385   .423    4
   11.90   -19.7609   -25.4454   -25.3532     5.6845   .331    3
   12.00   -19.7614   -25.4963   -25.4026     5.7349   .191    4
   12.10   -19.7622   -25.5513   -25.4572     5.7891  -.042    4
   12.20   -19.7624   -25.6077   -25.5140     5.8453  -.003   13
   12.30   -19.7624   -25.6653   -25.5720     5.9029  -.007    6
   12.40   -19.7624   -25.7241   -25.6311     5.9617   .000    4
   12.50   -19.7624   -25.7840   -25.6914     6.0216   .000    3
   12.60   -19.7624   -25.8449   -25.7526     6.0825  -.010    3
   12.70   -19.7624   -25.9066   -25.8147     6.1442   .000    4
   12.80   -19.7624   -25.9691   -25.8775     6.2066  -.002    3
   12.90   -19.7624   -26.0320   -25.9408     6.2696   .001    3
   13.00   -19.7624   -26.0953   -26.0044     6.3328  -.001    3
   13.10   -19.7624   -26.1585   -26.0679     6.3961   .000    4
   13.20   -19.7625   -26.2215   -26.1312     6.4591   .000    3
   13.30   -19.7625   -26.2839   -26.1939     6.5214   .000    3
   13.40   -19.7625   -26.3452   -26.2555     6.5827  -.001    3
   13.50   -19.7625   -26.4050   -26.3155     6.6425  -.001    3
   13.60   -19.7625   -26.4627   -26.3735     6.7002   .000    3
   13.70   -19.7625   -26.5178   -26.4288     6.7553   .000    3
   13.80   -19.7626   -26.5695   -26.4808     6.8069   .000    3
   13.90   -19.7626   -26.6170   -26.5285     6.8544   .000    3
   14.00   -19.7627   -26.6595   -26.5712     6.8968   .000    3
   14.10   -19.7628   -26.6959   -26.6078     6.9331   .000    5
   14.20   -19.7629   -26.7251   -26.6372     6.9622   .000   14
   14.30   -19.7630   -26.7459   -26.6582     6.9829   .000    7
   14.40   -19.7632   -26.7570   -26.6694     6.9938   .000    3
   14.50   -19.7633   -26.7568   -26.6694     6.9935   .000    5
   14.60   -19.7634   -26.7439   -26.6567     6.9805   .000    3
   14.70   -19.7635   -26.7165   -26.6295     6.9531   .000    5
   14.80   -19.7636   -26.6731   -26.5862     6.9095   .000    4
   14.90   -19.7638   -26.6120   -26.5254     6.8482   .000    4
   15.00   -19.7639   -26.5316   -26.4452     6.7677   .000    3
   15.10   -19.7640   -26.4308   -26.3446     6.6668   .000    3
   15.20   -19.7640   -26.3084   -26.2224     6.5445   .000    5
   15.30   -19.7640   -26.1642   -26.0784     6.4002   .000    6
   15.40   -19.7640   -25.9983   -25.9128     6.2344   .000    5
   15.50   -19.7638   -25.8121   -25.7268     6.0482   .000    5
   15.60   -19.7636   -25.6076   -25.5226     5.8440   .000    3
   15.70   -19.7633   -25.3886   -25.3039     5.6253   .000    4
   15.80   -19.7629   -25.1599   -25.0755     5.3970   .000    5
   15.90   -19.7624   -24.9279   -24.8437     5.1654   .000    5
   16.00   -19.7619   -24.6999   -24.6160     4.9380   .000    4
   16.10   -19.7614   -24.4843   -24.4009     4.7230   .000    3
   16.20   -19.7607   -24.2899   -24.2068     4.5292   .000    4
   16.30   -19.7602   -24.1254   -24.0425     4.3652   .000    4
   16.40   -19.7598   -23.9986   -23.9160     4.2388   .000    4
   16.50   -19.7595   -23.9157   -23.8333     4.1561   .000    3
   16.60   -19.7594   -23.8807   -23.7987     4.1213   .000    4
   16.70   -19.7595   -23.8954   -23.8136     4.1359   .000    4
   16.80   -19.7597   -23.9586   -23.8771     4.1988   .000    3
   16.90   -19.7601   -24.0666   -23.9853     4.3065   .000    5
   17.00   -19.7606   -24.2138   -24.1327     4.4532   .000    4
   17.10   -19.7612   -24.3926   -24.3116     4.6314   .000    3
   17.20   -19.7617   -24.5947   -24.5139     4.8330   .000    4
   17.30   -19.7623   -24.8116   -24.7310     5.0493   .000    5
   17.40   -19.7628   -25.0351   -24.9546     5.2724   .000    4
   17.50   -19.7632   -25.2578   -25.1773     5.4946   .000    4
   17.60   -19.7635   -25.4734   -25.3930     5.7099   .000    3
   17.70   -19.7637   -25.6769   -25.5965     5.9132   .000    4
   17.80   -19.7638   -25.8647   -25.7844     6.1008   .000    5
   17.90   -19.7639   -26.0342   -25.9539     6.2703   .000    5
   18.00   -19.7639   -26.1840   -26.1037     6.4201   .000    3
   18.10   -19.7638   -26.3133   -26.2330     6.5495   .000    4
   18.20   -19.7638   -26.4220   -26.3417     6.6582   .000    5
   18.30   -19.7638   -26.5101   -26.4299     6.7464   .000    4
   18.40   -19.7637   -26.5781   -26.4979     6.8144   .000    4
   18.50   -19.7636   -26.6262   -26.5459     6.8625   .000    4
   18.60   -19.7636   -26.6543   -26.5742     6.8907   .000    4
   18.70   -19.7637   -26.6623   -26.5822     6.8986   .000    4
   18.80   -19.7637   -26.6495   -26.5694     6.8858   .000    4
   18.90   -19.7639   -26.6147   -26.5347     6.8509   .000    4
   19.00   -19.7640   -26.5563   -26.4763     6.7922   .000    4
   19.10   -19.7643   -26.4720   -26.3922     6.7078   .000    4
   19.20   -19.7645   -26.3593   -26.2795     6.5949   .000    4
   19.30   -19.7647   -26.2152   -26.1355     6.4505   .000    5
   19.40   -19.7651   -26.0365   -25.9570     6.2714   .000    4
   19.50   -19.7654   -25.8201   -25.7404     6.0547   .000    5
   19.60   -19.7656   -25.5633   -25.4838     5.7977   .000    4
   19.70   -19.7657   -25.2646   -25.1853     5.4989   .000    4
   19.80   -19.7657   -24.9238   -24.8445     5.1581   .000    5
   19.90   -19.7655   -24.5430   -24.4638     4.7775   .000    4
   20.00   -19.7651   -24.1273   -24.0482     4.3622   .000    5
   20.10   -19.7645   -23.6852   -23.6062     3.9208   .000    5
   20.20   -19.7636   -23.2294   -23.1503     3.4658   .000    4
   20.30   -19.7624   -22.7760   -22.6974     3.0136   .000    4
   20.40   -19.7611   -22.3449   -22.2660     2.5838   .000    4
   20.50   -19.7597   -21.9579   -21.8791     2.1982   .000    5
   20.60   -19.7584   -21.6369   -21.5582     1.8785   .000    5
   20.70   -19.7574   -21.4023   -21.3236     1.6448   .000    3
   20.80   -19.7568   -21.2696   -21.1909     1.5128   .000    5
   20.90   -19.7567   -21.2484   -21.1696     1.4916   .000    3
   21.00   -19.7571   -21.3402   -21.2615     1.5831   .000    4
   21.10   -19.7580   -21.5391   -21.4602     1.7811   .000    4
   21.20   -19.7592   -21.8318   -21.7529     2.0726   .000    4
   21.30   -19.7605   -22.1997   -22.1207     2.4392   .000    3
   21.40   -19.7619   -22.6214   -22.5424     2.8595   .000    3
   21.50   -19.7632   -23.0746   -22.9953     3.3114   .000    5
   21.60   -19.7643   -23.5385   -23.4591     3.7742   .000    5
   21.70   -19.7651   -23.9951   -23.9155     4.2300   .000    3
   21.80   -19.7656   -24.4301   -24.3503     4.6645   .000    5
   21.90   -19.7659   -24.8332   -24.7531     5.0673   .000    3
   22.00   -19.7659   -25.1978   -25.1176     5.4319   .000    4
   22.10   -19.7658   -25.5209   -25.4403     5.7551   .000    4
   22.20   -19.7656   -25.8016   -25.7209     6.0360   .000    4
   22.30   -19.7653   -26.0413   -25.9603     6.2760   .000    3
   22.40   -19.7650   -26.2425   -26.1613     6.4775   .000    4
   22.50   -19.7646   -26.4086   -26.3271     6.6440   .000    5
   22.60   -19.7643   -26.5434   -26.4616     6.7791   .000    4
   22.70   -19.7639   -26.6506   -26.5685     6.8866   .000    4
   22.80   -19.7637   -26.7339   -26.6516     6.9702   .000    4
   22.90   -19.7634   -26.7968   -26.7142     7.0334   .000    4
   23.00   -19.7632   -26.8424   -26.7595     7.0792   .000    3
   23.10   -19.7630   -26.8734   -26.7904     7.1105   .000    4
   23.20   -19.7627   -26.8925   -26.8091     7.1297   .000    4
   23.30   -19.7625   -26.9015   -26.8180     7.1390   .000    4
   23.40   -19.7624   -26.9024   -26.8186     7.1400   .000    4
   23.50   -19.7623   -26.8967   -26.8127     7.1345   .000    4
   23.60   -19.7621   -26.8857   -26.8016     7.1236   .000    2
   23.70   -19.7620   -26.8705   -26.7861     7.1085   .000    4
   23.80   -19.7619   -26.8520   -26.7675     7.0901   .000    4
   23.90   -19.7618   -26.8310   -26.7462     7.0691   .000    4
   24.00   -19.7618   -26.8080   -26.7231     7.0462   .000    4
   24.10   -19.7617   -26.7835   -26.6985     7.0219   .000    4
   24.20   -19.7617   -26.7581   -26.6730     6.9965   .000    4
   24.30   -19.7616   -26.7320   -26.6467     6.9704   .000    3
   24.40   -19.7616   -26.7055   -26.6201     6.9440   .000    4
   24.50   -19.7615   -26.6788   -26.5933     6.9173   .000    4
   24.60   -19.7615   -26.6521   -26.5665     6.8906   .000    3
   24.70   -19.7614   -26.6254   -26.5396     6.8640   .000    4
   24.80   -19.7614   -26.5989   -26.5130     6.8375   .000    4
   24.90   -19.7614   -26.5726   -26.4866     6.8112   .000    4
   25.00   -19.7614   -26.5465   -26.4604     6.7852   .000    4
   25.10   -19.7614   -26.5207   -26.4345     6.7594   .000    4
   25.20   -19.7614   -26.4952   -26.4089     6.7338   .000    4
   25.30   -19.7613   -26.4699   -26.3835     6.7085   .000    3
   25.40   -19.7613   -26.4448   -26.3583     6.6834   .000    3
   25.50   -19.7613   -26.4199   -26.3332     6.6586   .000    3
   25.60   -19.7613   -26.3951   -26.3083     6.6338   .000    4
   25.70   -19.7613   -26.3705   -26.2836     6.6092   .000    4
   25.80   -19.7612   -26.3459   -26.2589     6.5847   .000    3
   25.90   -19.7612   -26.3214   -26.2343     6.5602   .000    4
   26.00   -19.7612   -26.2969   -26.2097     6.5357   .000    4
   26.10   -19.7612   -26.2725   -26.1851     6.5113   .000    3
   26.20   -19.7612   -26.2479   -26.1604     6.4868   .000    4
   26.30   -19.7611   -26.2234   -26.1357     6.4622   .000    4
   26.40   -19.7611   -26.1987   -26.1109     6.4376   .000    3
   26.50   -19.7611   -26.1739   -26.0860     6.4128   .000    4
   26.60   -19.7611   -26.1491   -26.0609     6.3880   .000    4
   26.70   -19.7611   -26.1241   -26.0358     6.3630   .000    3
   26.80   -19.7611   -26.0990   -26.0105     6.3379   .000    4
   26.90   -19.7611   -26.0738   -25.9851     6.3127   .000    4
   27.00   -19.7611   -26.0484   -25.9596     6.2874   .000    3
   27.10   -19.7610   -26.0229   -25.9339     6.2619   .000    4
   27.20   -19.7610   -25.9973   -25.9081     6.2363   .000    4
   27.30   -19.7610   -25.9716   -25.8823     6.2106   .001   19
   27.40   -19.7610   -25.9458   -25.8563     6.1848   .001   19
   27.50   -19.7610   -25.9200   -25.8302     6.1589   .001   19
   27.60   -19.7610   -25.8940   -25.8041     6.1330   .002   19
   27.70   -19.7610   -25.8681   -25.7779     6.1070   .001   20
   27.80   -19.7610   -25.8420   -25.7517     6.0810   .001   20
   27.90   -19.7610   -25.8160   -25.7255     6.0550   .001   20
   28.00   -19.7610   -25.7900   -25.6993     6.0290   .001   20
   28.10   -19.7610   -25.7641   -25.6731     6.0031   .001   20
   28.20   -19.7610   -25.7382   -25.6470     5.9771   .000   21
   28.30   -19.7610   -25.7123   -25.6210     5.9513   .000   21
   28.40   -19.7610   -25.6866   -25.5951     5.9256   .000   21
   28.50   -19.7610   -25.6610   -25.5693     5.9000   .000   22
   28.60   -19.7610   -25.6356   -25.5437     5.8746   .000   22
   28.70   -19.7610   -25.6103   -25.5182     5.8493   .000   22
   28.80   -19.7610   -25.5852   -25.4929     5.8242   .000   22
   28.90   -19.7610   -25.5603   -25.4679     5.7993   .001   22
   29.00   -19.7610   -25.5357   -25.4430     5.7747   .000   23
   29.10   -19.7610   -25.5113   -25.4185     5.7503   .000   23
   29.20   -19.7610   -25.4872   -25.3942     5.7262   .004   24
   29.30   -19.7610   -25.4634   -25.3702     5.7024   .001   26
   29.40   -19.7610   -25.4399   -25.3465     5.6788   .012   27
   29.50   -19.7608   -25.4167   -25.3234     5.6558   .115   24
   29.60   -19.7608   -25.3945   -25.3018     5.6337   .230   23
   29.70   -19.7607   -25.3734   -25.2815     5.6127   .301   22
   29.80   -19.7607   -25.3534   -25.2623     5.5926   .353   22
   29.90   -19.7607   -25.3343   -25.2441     5.5736   .396   21
   30.00   -19.7607   -25.3161   -25.2267     5.5554   .431   21
   30.10   -19.7607   -25.2988   -25.2102     5.5381   .462   20
   30.20   -19.7607   -25.2823   -25.1944     5.5216   .489   20
   30.30   -19.7606   -25.2666   -25.1794     5.5059   .512   20
   30.40   -19.7606   -25.2516   -25.1651     5.4910   .535   19
   30.50   -19.7606   -25.2373   -25.1514     5.4767   .555   19
   30.60   -19.7606   -25.2237   -25.1383     5.4632   .573   19
   30.70   -19.7606   -25.2108   -25.1258     5.4502   .589   19
   30.80   -19.7606   -25.1985   -25.1140     5.4380   .604   19
   30.90   -19.7605   -25.1868   -25.1026     5.4263   .618   19
   31.00   -19.7605   -25.1757   -25.0919     5.4151   .632   19
   31.10   -19.7606   -25.1651   -25.0814     5.4045   .639    6
   31.20   -19.7607   -25.1550   -25.0716     5.3943   .650    3
   31.30   -19.7608   -25.1455   -25.0625     5.3846   .666    6
   31.40   -19.7608   -25.1363   -25.0537     5.3755   .680    6
   31.50   -19.7607   -25.1277   -25.0453     5.3669   .690    4
   31.60   -19.7607   -25.1195   -25.0371     5.3587   .697    4
   31.70   -19.7607   -25.1116   -25.0294     5.3509   .702    4
   31.80   -19.7608   -25.1043   -25.0222     5.3435   .714    6
   31.90   -19.7608   -25.0972   -25.0154     5.3364   .725    6
   32.00   -19.7607   -25.0905   -25.0088     5.3297   .733    4
   32.10   -19.7607   -25.0841   -25.0024     5.3234   .739    4
   32.20   -19.7607   -25.0780   -24.9964     5.3173   .744    4
   32.30   -19.7607   -25.0722   -24.9907     5.3115   .750    4
   32.40   -19.7608   -25.0668   -24.9854     5.3060   .758    4
   32.50   -19.7608   -25.0616   -24.9803     5.3008   .769    3
   32.60   -19.7607   -25.0565   -24.9753     5.2958   .778    4
   32.70   -19.7607   -25.0517   -24.9706     5.2911   .785    4
   32.80   -19.7606   -25.0473   -24.9661     5.2866   .787    4
   32.90   -19.7605   -25.0429   -24.9617     5.2824   .787    3
   33.00   -19.7606   -25.0388   -24.9577     5.2783   .796    7
   33.10   -19.7606   -25.0349   -24.9539     5.2743   .804    7
   33.20   -19.7604   -25.0310   -24.9501     5.2706   .809    4
   33.30   -19.7604   -25.0275   -24.9465     5.2671   .812    3
   33.40   -19.7603   -25.0240   -24.9430     5.2637   .816    5
   33.50   -19.7604   -25.0207   -24.9398     5.2603   .822    3
   33.60   -19.7605   -25.0175   -24.9366     5.2570   .829    4
   33.70   -19.7604   -25.0144   -24.9335     5.2539   .835    4
   33.80   -19.7605   -25.0115   -24.9307     5.2510   .837    6
   33.90   -19.7605   -25.0086   -24.9278     5.2482   .839    5
   34.00   -19.7605   -25.0059   -24.9251     5.2454   .843    4
   34.10   -19.7605   -25.0033   -24.9224     5.2427   .848    4
   34.20   -19.7605   -25.0007   -24.9199     5.2402   .854    4
   34.30   -19.7604   -24.9982   -24.9174     5.2377   .859    4
   34.40   -19.7604   -24.9958   -24.9151     5.2354   .862    4
   34.50   -19.7604   -24.9935   -24.9128     5.2331   .864    4
   34.60   -19.7603   -24.9913   -24.9105     5.2309   .866    5
   34.70   -19.7604   -24.9891   -24.9084     5.2287   .869    4
   34.80   -19.7604   -24.9870   -24.9063     5.2266   .874    4
   34.90   -19.7604   -24.9849   -24.9042     5.2245   .879    4
   35.00   -19.7604   -24.9829   -24.9022     5.2226   .882    4
   35.10   -19.7603   -24.9810   -24.9003     5.2207   .884    5
   35.20   -19.7603   -24.9792   -24.8984     5.2188   .885    5
   35.30   -19.7603   -24.9773   -24.8966     5.2170   .887    4
   35.40   -19.7604   -24.9755   -24.8948     5.2152   .891    5
   35.50   -19.7604   -24.9738   -24.8932     5.2134   .896    4
   35.60   -19.7603   -24.9721   -24.8914     5.2118   .898    6
   35.70   -19.7604   -24.9705   -24.8898     5.2101   .899    4
   35.80   -19.7603   -24.9688   -24.8881     5.2085   .902    6
   35.90   -19.7605   -24.9674   -24.8867     5.2069   .905    4
   36.00   -19.7603   -24.9657   -24.8851     5.2054   .909    5
   36.10   -19.7603   -24.9642   -24.8836     5.2039   .912    4
   36.20   -19.7602   -24.9627   -24.8821     5.2025   .914    4
   36.30   -19.7602   -24.9614   -24.8807     5.2011   .914    4
   36.40   -19.7602   -24.9600   -24.8793     5.1998   .916    5
   36.50   -19.7602   -24.9586   -24.8780     5.1984   .918    3
   36.60   -19.7603   -24.9573   -24.8767     5.1970   .921    4
   36.70   -19.7602   -24.9560   -24.8753     5.1957   .924    4
   36.80   -19.7601   -24.9546   -24.8740     5.1945   .927    4
   36.90   -19.7601   -24.9535   -24.8728     5.1934   .928    4
   37.00   -19.7601   -24.9523   -24.8716     5.1922   .928    4
   37.10   -19.7600   -24.9511   -24.8705     5.1911   .929    4
   37.20   -19.7601   -24.9500   -24.8693     5.1899   .931    4
   37.30   -19.7601   -24.9489   -24.8683     5.1888   .935    4
   37.40   -19.7601   -24.9478   -24.8672     5.1877   .936    7
   37.50   -19.7601   -24.9467   -24.8661     5.1866   .936    4
   37.60   -19.7599   -24.9455   -24.8649     5.1856   .937    3
   37.70   -19.7600   -24.9447   -24.8640     5.1847   .940    7
   37.80   -19.7600   -24.9437   -24.8631     5.1837   .943    7
   37.90   -19.7600   -24.9427   -24.8621     5.1827   .944    6
   38.00   -19.7600   -24.9417   -24.8611     5.1818   .945    4
   38.10   -19.7599   -24.9408   -24.8602     5.1809   .946    3
   38.20   -19.7599   -24.9399   -24.8593     5.1800   .948    6
   38.30   -19.7599   -24.9390   -24.8584     5.1791   .950    6
   38.40   -19.7599   -24.9382   -24.8576     5.1782   .951    5
   38.50   -19.7599   -24.9373   -24.8567     5.1774   .952    3
   38.60   -19.7599   -24.9365   -24.8559     5.1766   .953    6
   38.70   -19.7599   -24.9356   -24.8551     5.1758   .955    4
   38.80   -19.7598   -24.9348   -24.8542     5.1750   .956    3
   38.90   -19.7599   -24.9341   -24.8535     5.1742   .957    7
   39.00   -19.7598   -24.9333   -24.8527     5.1735   .957    4
   39.10   -19.7598   -24.9326   -24.8520     5.1728   .958    5
   39.20   -19.7598   -24.9319   -24.8513     5.1720   .960    4
   39.30   -19.7597   -24.9310   -24.8505     5.1713   .962    3
   39.40   -19.7598   -24.9304   -24.8499     5.1707   .962    9
   39.50   -19.7598   -24.9298   -24.8492     5.1700   .962    6
   39.60   -19.7596   -24.9289   -24.8483     5.1693   .963    3
   39.70   -19.7598   -24.9284   -24.8478     5.1687   .965    8
   39.80   -19.7597   -24.9277   -24.8472     5.1680   .966    7
   39.90   -19.7597   -24.9271   -24.8465     5.1674   .966    6
   40.00   -19.7597   -24.9264   -24.8459     5.1667   .967    3
   40.10   -19.7595   -24.9256   -24.8451     5.1662   .968    4
   40.20   -19.7587   -24.9243   -24.8437     5.1656   .970    3
   40.30   -19.7595   -24.9245   -24.8440     5.1650   .970   10
   40.40   -19.7594   -24.9239   -24.8433     5.1644   .969    4
   40.50   -19.7595   -24.9233   -24.8428     5.1638   .969    3
   40.60   -19.7596   -24.9228   -24.8423     5.1633   .972    9
   40.70   -19.7595   -24.9222   -24.8417     5.1627   .972   17
   40.80   -19.7596   -24.9217   -24.8411     5.1621   .973    6
   40.90   -19.7595   -24.9210   -24.8405     5.1616   .974    4
   41.00   -19.7595   -24.9205   -24.8400     5.1610   .975    7
   41.10   -19.7595   -24.9200   -24.8394     5.1605   .975    8
   41.20   -19.7594   -24.9193   -24.8388     5.1599   .975    4
   41.30   -19.7594   -24.9188   -24.8383     5.1594   .976    8
   41.40   -19.7594   -24.9183   -24.8377     5.1588   .977    6
   41.50   -19.7595   -24.9177   -24.8372     5.1583   .977    7
   41.60   -19.7594   -24.9171   -24.8366     5.1578   .978    4
   41.70   -19.7594   -24.9167   -24.8361     5.1572   .978    9
   41.80   -19.7594   -24.9161   -24.8356     5.1567   .979    3
   41.90   -19.7592   -24.9154   -24.8349     5.1562   .980    8
   42.00   -19.7594   -24.9150   -24.8345     5.1557   .980    8
