 TIME   Etot      ELFEN     ELEN       EKIN      mag Nel
    5.70   -19.8236   -24.9297   -24.8493     5.1062   .994    6
    5.80   -19.8235   -24.9299   -24.8494     5.1063   .994    5
    5.90   -19.8235   -24.9301   -24.8496     5.1065   .994    4
    6.00   -19.8235   -24.9302   -24.8498     5.1067   .993    4
    6.10   -19.8235   -24.9304   -24.8499     5.1069   .993    4
    6.20   -19.8235   -24.9306   -24.8501     5.1071   .992    4
    6.30   -19.8235   -24.9307   -24.8503     5.1072   .992    4
    6.40   -19.8235   -24.9309   -24.8505     5.1074   .991    5
    6.50   -19.8235   -24.9311   -24.8506     5.1076   .990    4
    6.60   -19.8235   -24.9313   -24.8508     5.1078   .990    5
    6.70   -19.8235   -24.9315   -24.8510     5.1080   .989    4
    6.80   -19.8235   -24.9317   -24.8512     5.1082   .988    4
    6.90   -19.8235   -24.9319   -24.8514     5.1084   .987    4
    7.00   -19.8235   -24.9321   -24.8516     5.1086   .987    5
    7.10   -19.8235   -24.9323   -24.8518     5.1088   .986    4
    7.20   -19.8235   -24.9325   -24.8520     5.1091   .985    4
    7.30   -19.8235   -24.9328   -24.8523     5.1093   .984    6
    7.40   -19.8235   -24.9330   -24.8525     5.1095   .983    4
    7.50   -19.8234   -24.9333   -24.8528     5.1098   .982    3
    7.60   -19.8235   -24.9336   -24.8531     5.1101   .981    6
    7.70   -19.8235   -24.9339   -24.8534     5.1104   .979    4
    7.80   -19.8235   -24.9342   -24.8537     5.1107   .978    4
    7.90   -19.8235   -24.9345   -24.8540     5.1111   .976    3
    8.00   -19.8235   -24.9349   -24.8544     5.1114   .975    4
    8.10   -19.8235   -24.9353   -24.8548     5.1119   .973    3
    8.20   -19.8235   -24.9358   -24.8552     5.1123   .971    4
    8.30   -19.8234   -24.9363   -24.8557     5.1128   .970    4
    8.40   -19.8234   -24.9368   -24.8563     5.1134   .968    3
    8.50   -19.8234   -24.9374   -24.8568     5.1139   .966    3
    8.60   -19.8234   -24.9380   -24.8575     5.1146   .963    4
    8.70   -19.8234   -24.9388   -24.8582     5.1153   .961    3
    8.80   -19.8234   -24.9396   -24.8590     5.1161   .958    3
    8.90   -19.8234   -24.9405   -24.8599     5.1170   .956    4
    9.00   -19.8234   -24.9415   -24.8609     5.1180   .953    4
    9.10   -19.8234   -24.9426   -24.8620     5.1192   .949    3
    9.20   -19.8234   -24.9438   -24.8633     5.1204   .946    4
    9.30   -19.8234   -24.9452   -24.8647     5.1218   .942    3
    9.40   -19.8234   -24.9467   -24.8662     5.1234   .938    4
    9.50   -19.8234   -24.9485   -24.8680     5.1251   .934    4
    9.60   -19.8234   -24.9504   -24.8699     5.1271   .930    4
    9.70   -19.8234   -24.9526   -24.8721     5.1293   .925    4
    9.80   -19.8234   -24.9551   -24.8746     5.1317   .919    4
    9.90   -19.8233   -24.9578   -24.8773     5.1345   .914    3
   10.00   -19.8233   -24.9610   -24.8804     5.1376   .907    3
   10.10   -19.8233   -24.9645   -24.8839     5.1411   .901    4
   10.20   -19.8233   -24.9684   -24.8879     5.1451   .894    3
   10.30   -19.8233   -24.9728   -24.8923     5.1495   .886    3
   10.40   -19.8233   -24.9779   -24.8973     5.1546   .878    3
   10.50   -19.8233   -24.9835   -24.9030     5.1602   .868    4
   10.60   -19.8233   -24.9899   -24.9093     5.1666   .858    4
   10.70   -19.8233   -24.9970   -24.9165     5.1738   .847    3
   10.80   -19.8232   -25.0051   -24.9245     5.1818   .836    3
   10.90   -19.8232   -25.0141   -24.9335     5.1909   .823    3
   11.00   -19.8232   -25.0243   -24.9436     5.2011   .810    3
   11.10   -19.8232   -25.0358   -24.9549     5.2126   .795    3
   11.20   -19.8232   -25.0486   -24.9676     5.2254   .779    3
   11.30   -19.8231   -25.0629   -24.9817     5.2397   .761    3
   11.40   -19.8231   -25.0789   -24.9975     5.2558   .742    3
   11.50   -19.8231   -25.0968   -25.0150     5.2737   .722    3
   11.60   -19.8230   -25.1166   -25.0344     5.2936   .699    4
   11.70   -19.8230   -25.1388   -25.0560     5.3157   .674    3
   11.80   -19.8230   -25.1633   -25.0798     5.3403   .645    4
   11.90   -19.8230   -25.1906   -25.1061     5.3675   .612    3
   12.00   -19.8230   -25.2207   -25.1352     5.3978   .574    3
   12.10   -19.8229   -25.2542   -25.1673     5.4312   .529    3
   12.20   -19.8229   -25.2911   -25.2027     5.4682   .473    3
   12.30   -19.8230   -25.3321   -25.2419     5.5091   .402    3
   12.40   -19.8233   -25.3776   -25.2857     5.5542   .303    3
   12.50   -19.8241   -25.4285   -25.3354     5.6043   .056    9
   12.60   -19.8243   -25.4824   -25.3897     5.6580  -.002   12
   12.70   -19.8243   -25.5377   -25.4454     5.7134  -.003   11
   12.80   -19.8243   -25.5945   -25.5027     5.7702  -.002    4
   12.90   -19.8243   -25.6528   -25.5613     5.8285   .001    4
   13.00   -19.8243   -25.7125   -25.6214     5.8882   .002    3
   13.10   -19.8243   -25.7734   -25.6827     5.9492   .001    3
   13.20   -19.8243   -25.8356   -25.7452     6.0113  -.001    4
   13.30   -19.8243   -25.8988   -25.8088     6.0745  -.001    3
   13.40   -19.8243   -25.9629   -25.8731     6.1386  -.001    3
   13.50   -19.8243   -26.0276   -25.9382     6.2033   .000    3
   13.60   -19.8243   -26.0927   -26.0035     6.2683   .000    3
   13.70   -19.8243   -26.1577   -26.0689     6.3334   .001    3
   13.80   -19.8244   -26.2224   -26.1338     6.3981   .001    3
   13.90   -19.8244   -26.2862   -26.1978     6.4618   .001    3
   14.00   -19.8244   -26.3484   -26.2603     6.5241   .000    3
   14.10   -19.8244   -26.4085   -26.3206     6.5841   .000    3
   14.20   -19.8245   -26.4654   -26.3778     6.6409   .000   15
   14.30   -19.8246   -26.5183   -26.4308     6.6936   .000    6
   14.40   -19.8248   -26.5658   -26.4785     6.7410   .000    3
   14.50   -19.8250   -26.6066   -26.5195     6.7817   .000    4
   14.60   -19.8251   -26.6390   -26.5520     6.8139   .000    4
   14.70   -19.8252   -26.6609   -26.5741     6.8357   .000    5
   14.80   -19.8254   -26.6701   -26.5835     6.8447   .000    4
   14.90   -19.8257   -26.6639   -26.5773     6.8381   .000    3
   15.00   -19.8260   -26.6390   -26.5526     6.8130   .000    5
   15.10   -19.8263   -26.5920   -26.5059     6.7658   .000    4
   15.20   -19.8266   -26.5190   -26.4330     6.6924   .000    4
   15.30   -19.8270   -26.4154   -26.3296     6.5884   .000    4
   15.40   -19.8274   -26.2765   -26.1910     6.4491   .000    4
   15.50   -19.8279   -26.0975   -26.0121     6.2695   .000    4
   15.60   -19.8284   -25.8734   -25.7883     6.0450   .000    4
   15.70   -19.8288   -25.6000   -25.5152     5.7712   .000    5
   15.80   -19.8291   -25.2740   -25.1893     5.4449   .000    4
   15.90   -19.8292   -24.8940   -24.8096     5.0648   .000    4
   16.00   -19.8291   -24.4612   -24.3770     4.6321   .000    6
   16.10   -19.8287   -23.9804   -23.8965     4.1517   .000    4
   16.20   -19.8280   -23.4612   -23.3775     3.6332   .000    4
   16.30   -19.8269   -22.9182   -22.8346     3.0913   .000    4
   16.40   -19.8255   -22.3713   -22.2881     2.5459   .000    5
   16.50   -19.8238   -21.8455   -21.7624     2.0217   .000    4
   16.60   -19.8220   -21.3687   -21.2859     1.5467   .000    4
   16.70   -19.8204   -20.9700   -20.8873     1.1497   .000    5
   16.80   -19.8190   -20.6760   -20.5934      .8570   .000    5
   16.90   -19.8183   -20.5078   -20.4254      .6895   .000    2
   17.00   -19.8181   -20.4777   -20.3952      .6596   .000    3
   17.10   -19.8187   -20.5879   -20.5055      .7693   .000    4
   17.20   -19.8198   -20.8298   -20.7474     1.0100   .000    4
   17.30   -19.8214   -21.1853   -21.1029     1.3639   .000    3
   17.40   -19.8232   -21.6296   -21.5471     1.8065   .000    4
   17.50   -19.8249   -22.1344   -22.0519     2.3095   .000    4
   17.60   -19.8265   -22.6712   -22.5886     2.8446   .000    3
   17.70   -19.8277   -23.2136   -23.1309     3.3859   .000    4
   17.80   -19.8286   -23.7401   -23.6571     3.9115   .000    4
   17.90   -19.8291   -24.2340   -24.1510     4.4049   .000    4
   18.00   -19.8294   -24.6842   -24.6010     4.8548   .000    3
   18.10   -19.8294   -25.0842   -25.0009     5.2549   .000    3
   18.20   -19.8291   -25.4317   -25.3481     5.6026   .000    4
   18.30   -19.8288   -25.7273   -25.6435     5.8985   .000    5
   18.40   -19.8284   -25.9737   -25.8897     6.1453   .000    4
   18.50   -19.8279   -26.1749   -26.0908     6.3470   .000    4
   18.60   -19.8274   -26.3357   -26.2514     6.5083   .000    5
   18.70   -19.8270   -26.4611   -26.3766     6.6341   .000    4
   18.80   -19.8265   -26.5558   -26.4711     6.7293   .000    4
   18.90   -19.8262   -26.6245   -26.5395     6.7983   .000    4
   19.00   -19.8259   -26.6712   -26.5861     6.8453   .000    5
   19.10   -19.8256   -26.6997   -26.6144     6.8741   .000    4
   19.20   -19.8253   -26.7132   -26.6276     6.8878   .000    4
   19.30   -19.8251   -26.7145   -26.6288     6.8894   .000    4
   19.40   -19.8249   -26.7059   -26.6201     6.8810   .000    4
   19.50   -19.8249   -26.6897   -26.6038     6.8648   .000    3
   19.60   -19.8246   -26.6671   -26.5810     6.8425   .000    5
   19.70   -19.8244   -26.6400   -26.5537     6.8156   .000    5
   19.80   -19.8244   -26.6094   -26.5230     6.7850   .000    3
   19.90   -19.8243   -26.5763   -26.4897     6.7520   .000    5
   20.00   -19.8242   -26.5414   -26.4548     6.7172   .000    5
   20.10   -19.8241   -26.5055   -26.4188     6.6814   .000    3
   20.20   -19.8240   -26.4691   -26.3823     6.6450   .000    3
   20.30   -19.8240   -26.4326   -26.3455     6.6085   .000    3
   20.40   -19.8240   -26.3962   -26.3092     6.5722   .000    3
   20.50   -19.8238   -26.3602   -26.2730     6.5364   .000    5
   20.60   -19.8238   -26.3250   -26.2377     6.5012   .000    5
   20.70   -19.8238   -26.2906   -26.2031     6.4667   .000    3
   20.80   -19.8238   -26.2570   -26.1694     6.4332   .000    5
   20.90   -19.8238   -26.2243   -26.1366     6.4005   .000    5
   21.00   -19.8238   -26.1927   -26.1048     6.3689   .000    3
   21.10   -19.8238   -26.1620   -26.0740     6.3382   .000    5
   21.20   -19.8238   -26.1323   -26.0441     6.3085   .000    3
   21.30   -19.8238   -26.1035   -26.0152     6.2797   .000    4
   21.40   -19.8238   -26.0756   -25.9871     6.2518   .000    4
   21.50   -19.8238   -26.0485   -25.9598     6.2247   .000    5
   21.60   -19.8238   -26.0222   -25.9334     6.1984   .000    3
   21.70   -19.8238   -25.9966   -25.9076     6.1728   .000    4
   21.80   -19.8238   -25.9716   -25.8825     6.1478   .000    4
   21.90   -19.8238   -25.9473   -25.8580     6.1235   .000    3
   22.00   -19.8237   -25.9235   -25.8339     6.0997   .000    3
   22.10   -19.8237   -25.9001   -25.8103     6.0763   .000    5
   22.20   -19.8237   -25.8771   -25.7872     6.0534   .000    4
   22.30   -19.8237   -25.8545   -25.7644     6.0308   .002   19
   22.40   -19.8237   -25.8322   -25.7419     6.0085   .002   19
   22.50   -19.8237   -25.8102   -25.7197     5.9865   .002   19
   22.60   -19.8238   -25.7884   -25.6977     5.9647   .001   20
   22.70   -19.8237   -25.7668   -25.6759     5.9431   .001   20
   22.80   -19.8237   -25.7454   -25.6543     5.9216   .001   20
   22.90   -19.8237   -25.7240   -25.6328     5.9003   .001   20
   23.00   -19.8237   -25.7028   -25.6114     5.8791   .000   20
   23.10   -19.8237   -25.6817   -25.5901     5.8579   .001   20
   23.20   -19.8238   -25.6606   -25.5688     5.8369   .001   20
   23.30   -19.8237   -25.6396   -25.5476     5.8158   .001   20
   23.40   -19.8238   -25.6186   -25.5265     5.7949   .000   21
   23.50   -19.8238   -25.5977   -25.5054     5.7740   .000   22
   23.60   -19.8238   -25.5768   -25.4843     5.7531   .000   22
   23.70   -19.8237   -25.5560   -25.4632     5.7322   .000   22
   23.80   -19.8237   -25.5351   -25.4422     5.7114   .000   22
   23.90   -19.8237   -25.5143   -25.4212     5.6906   .002   22
   24.00   -19.8237   -25.4936   -25.4003     5.6698   .000   24
   24.10   -19.8238   -25.4728   -25.3794     5.6491   .000   24
   24.20   -19.8238   -25.4522   -25.3585     5.6284  -.014   25
   24.30   -19.8237   -25.4315   -25.3378     5.6078   .070   24
   24.40   -19.8237   -25.4111   -25.3172     5.5874   .078   27
   24.50   -19.8236   -25.3911   -25.2976     5.5675   .214   23
   24.60   -19.8236   -25.3719   -25.2792     5.5484   .288   22
   24.70   -19.8236   -25.3535   -25.2616     5.5300   .342   21
   24.80   -19.8235   -25.3359   -25.2447     5.5123   .385   21
   24.90   -19.8235   -25.3188   -25.2285     5.4953   .423   20
   25.00   -19.8235   -25.3024   -25.2128     5.4789   .454   20
   25.10   -19.8235   -25.2866   -25.1977     5.4631   .482   20
   25.20   -19.8234   -25.2714   -25.1832     5.4480   .508   19
   25.30   -19.8234   -25.2567   -25.1692     5.4334   .531   19
   25.40   -19.8233   -25.2427   -25.1558     5.4193   .551   19
   25.50   -19.8233   -25.2291   -25.1428     5.4058   .570   19
   25.60   -19.8233   -25.2161   -25.1303     5.3928   .587   19
   25.70   -19.8233   -25.2036   -25.1183     5.3803   .603   19
   25.80   -19.8232   -25.1916   -25.1067     5.3684   .618   19
   25.90   -19.8232   -25.1801   -25.0957     5.3569   .633   18
   26.00   -19.8232   -25.1691   -25.0849     5.3458   .641    6
   26.10   -19.8234   -25.1586   -25.0746     5.3352   .654    5
   26.20   -19.8234   -25.1485   -25.0651     5.3251   .672    3
   26.30   -19.8233   -25.1389   -25.0558     5.3156   .682    5
   26.40   -19.8233   -25.1297   -25.0467     5.3064   .691    5
   26.50   -19.8233   -25.1209   -25.0381     5.2976   .698    4
   26.60   -19.8233   -25.1125   -25.0297     5.2892   .707    4
   26.70   -19.8234   -25.1046   -25.0223     5.2812   .720    4
   26.80   -19.8234   -25.0970   -25.0149     5.2736   .735    4
   26.90   -19.8233   -25.0898   -25.0080     5.2665   .747    4
   27.00   -19.8232   -25.0830   -25.0012     5.2598   .750    5
   27.10   -19.8232   -25.0766   -24.9948     5.2534   .753    6
   27.20   -19.8233   -25.0705   -24.9887     5.2472   .759    5
   27.30   -19.8234   -25.0647   -24.9832     5.2413   .770    4
   27.40   -19.8233   -25.0592   -24.9778     5.2359   .779    5
   27.50   -19.8232   -25.0540   -24.9726     5.2307   .787    4
   27.60   -19.8232   -25.0491   -24.9678     5.2259   .793    3
   27.70   -19.8231   -25.0444   -24.9631     5.2214   .795    4
   27.80   -19.8230   -25.0400   -24.9587     5.2170   .799    4
   27.90   -19.8231   -25.0359   -24.9547     5.2128   .804    4
   28.00   -19.8232   -25.0321   -24.9509     5.2088   .813    4
   28.10   -19.8232   -25.0283   -24.9473     5.2051   .821    5
   28.20   -19.8231   -25.0248   -24.9438     5.2017   .828    4
   28.30   -19.8231   -25.0217   -24.9406     5.1985   .830    6
   28.40   -19.8231   -25.0186   -24.9375     5.1954   .833    6
   28.50   -19.8231   -25.0156   -24.9346     5.1925   .837    4
   28.60   -19.8231   -25.0129   -24.9318     5.1898   .843    4
   28.70   -19.8230   -25.0102   -24.9292     5.1872   .849    4
   28.80   -19.8230   -25.0078   -24.9268     5.1848   .854    4
   28.90   -19.8230   -25.0055   -24.9245     5.1825   .857    4
   29.00   -19.8230   -25.0033   -24.9223     5.1803   .859    4
   29.10   -19.8229   -25.0012   -24.9202     5.1783   .860    4
   29.20   -19.8229   -24.9992   -24.9182     5.1763   .863    4
   29.30   -19.8229   -24.9974   -24.9164     5.1744   .868    4
   29.40   -19.8229   -24.9956   -24.9146     5.1726   .876    4
   29.50   -19.8228   -24.9937   -24.9128     5.1709   .882    3
   29.60   -19.8231   -24.9924   -24.9114     5.1693   .880    7
   29.70   -19.8231   -24.9908   -24.9099     5.1678   .882    7
   29.80   -19.8231   -24.9894   -24.9084     5.1663   .886    6
   29.90   -19.8231   -24.9880   -24.9070     5.1649   .889    6
   30.00   -19.8231   -24.9866   -24.9057     5.1635   .891    3
   30.10   -19.8231   -24.9854   -24.9044     5.1623   .894    5
   30.20   -19.8231   -24.9841   -24.9032     5.1610   .897    3
   30.30   -19.8230   -24.9829   -24.9019     5.1598   .900    4
   30.40   -19.8230   -24.9817   -24.9007     5.1587   .904    3
   30.50   -19.8229   -24.9805   -24.8996     5.1576   .906    4
   30.60   -19.8230   -24.9796   -24.8987     5.1566   .907    5
   30.70   -19.8230   -24.9786   -24.8976     5.1556   .907    4
   30.80   -19.8230   -24.9776   -24.8966     5.1546   .911    7
   30.90   -19.8230   -24.9766   -24.8957     5.1536   .914    7
   31.00   -19.8230   -24.9757   -24.8947     5.1527   .916    5
   31.10   -19.8230   -24.9747   -24.8938     5.1518   .917    3
   31.20   -19.8229   -24.9737   -24.8928     5.1509   .919    3
   31.30   -19.8229   -24.9730   -24.8920     5.1500   .922    6
   31.40   -19.8228   -24.9720   -24.8910     5.1492   .925    4
   31.50   -19.8229   -24.9712   -24.8903     5.1483   .927    4
   31.60   -19.8230   -24.9705   -24.8895     5.1475   .928    7
   31.70   -19.8229   -24.9697   -24.8887     5.1467   .928    4
   31.80   -19.8229   -24.9688   -24.8879     5.1460   .930    4
   31.90   -19.8229   -24.9681   -24.8871     5.1452   .933    4
   32.00   -19.8229   -24.9674   -24.8864     5.1445   .935    7
   32.10   -19.8229   -24.9667   -24.8857     5.1438   .936    5
   32.20   -19.8229   -24.9660   -24.8850     5.1431   .937    5
   32.30   -19.8228   -24.9652   -24.8843     5.1424   .939    3
   32.40   -19.8229   -24.9646   -24.8836     5.1417   .941    6
   32.50   -19.8228   -24.9639   -24.8829     5.1411   .943    4
   32.60   -19.8228   -24.9633   -24.8823     5.1405   .945    3
   32.70   -19.8228   -24.9627   -24.8817     5.1399   .946    6
   32.80   -19.8227   -24.9620   -24.8810     5.1393   .946    4
   32.90   -19.8228   -24.9614   -24.8804     5.1387   .947    3
   33.00   -19.8224   -24.9606   -24.8796     5.1381   .949    3
   33.10   -19.8227   -24.9603   -24.8793     5.1376   .951    7
   33.20   -19.8227   -24.9598   -24.8788     5.1371   .952    9
   33.30   -19.8227   -24.9592   -24.8782     5.1366   .953    6
   33.40   -19.8226   -24.9587   -24.8777     5.1360   .955    4
   33.50   -19.8226   -24.9582   -24.8772     5.1356   .956    3
   33.60   -19.8226   -24.9577   -24.8767     5.1351   .957    6
   33.70   -19.8225   -24.9572   -24.8762     5.1346   .959    4
   33.80   -19.8226   -24.9567   -24.8757     5.1342   .960    4
   33.90   -19.8226   -24.9563   -24.8753     5.1337   .960    7
   34.00   -19.8226   -24.9559   -24.8749     5.1333   .961    3
   34.10   -19.8225   -24.9554   -24.8744     5.1329   .962    5
   34.20   -19.8224   -24.9549   -24.8739     5.1325   .964    4
   34.30   -19.8225   -24.9547   -24.8736     5.1321   .965    7
   34.40   -19.8225   -24.9543   -24.8732     5.1318   .965    5
   34.50   -19.8225   -24.9539   -24.8729     5.1314   .966    4
   34.60   -19.8223   -24.9534   -24.8724     5.1311   .967    3
   34.70   -19.8224   -24.9532   -24.8722     5.1308   .968    9
   34.80   -19.8224   -24.9529   -24.8719     5.1305   .969    6
   34.90   -19.8224   -24.9525   -24.8715     5.1301   .970    6
   35.00   -19.8224   -24.9522   -24.8712     5.1298   .971    5
   35.10   -19.8224   -24.9520   -24.8709     5.1296   .971    4
   35.20   -19.8223   -24.9516   -24.8706     5.1293   .972    4
   35.30   -19.8223   -24.9514   -24.8704     5.1291   .973    9
   35.40   -19.8223   -24.9511   -24.8701     5.1288   .974    4
   35.50   -19.8223   -24.9509   -24.8699     5.1286   .975    7
   35.60   -19.8223   -24.9507   -24.8696     5.1283   .975    7
   35.70   -19.8223   -24.9504   -24.8694     5.1281   .976    6
   35.80   -19.8223   -24.9502   -24.8692     5.1279   .977    6
   35.90   -19.8223   -24.9500   -24.8690     5.1277   .977    7
   36.00   -19.8223   -24.9498   -24.8687     5.1275   .978    6
   36.10   -19.8223   -24.9496   -24.8685     5.1273   .979    7
   36.20   -19.8223   -24.9494   -24.8684     5.1271   .979    7
   36.30   -19.8223   -24.9492   -24.8682     5.1269   .980    7
   36.40   -19.8223   -24.9490   -24.8680     5.1267   .980    7
   36.50   -19.8223   -24.9488   -24.8678     5.1266   .981    8
   36.60   -19.8223   -24.9486   -24.8676     5.1264   .981    7
   36.70   -19.8223   -24.9485   -24.8674     5.1262   .982    8
   36.80   -19.8222   -24.9483   -24.8672     5.1261   .983    7
   36.90   -19.8222   -24.9481   -24.8671     5.1259   .983    8
   37.00   -19.8221   -24.9479   -24.8669     5.1258   .984    7
   37.10   -19.8221   -24.9478   -24.8667     5.1256   .984   18
   37.20   -19.8222   -24.9477   -24.8666     5.1255   .984    7
   37.30   -19.8222   -24.9476   -24.8665     5.1254   .985    7
   37.40   -19.8221   -24.9473   -24.8663     5.1252   .986    7
   37.50   -19.8218   -24.9469   -24.8658     5.1251   .987    7
   37.60   -19.8220   -24.9470   -24.8659     5.1250   .987    7
   37.70   -19.8220   -24.9469   -24.8658     5.1248   .987    8
   37.80   -19.8222   -24.9469   -24.8658     5.1247   .987    9
   37.90   -19.8222   -24.9467   -24.8657     5.1246   .987    7
   38.00   -19.8220   -24.9465   -24.8654     5.1244   .988    7
   38.10   -19.8214   -24.9457   -24.8647     5.1243   .989   24
   38.20   -19.8220   -24.9462   -24.8651     5.1242   .989    7
   38.30   -19.8221   -24.9462   -24.8651     5.1241   .988    8
   38.40   -19.8221   -24.9460   -24.8650     5.1239   .989    7
   38.50   -19.8219   -24.9457   -24.8647     5.1238   .990    7
   38.60   -19.8221   -24.9457   -24.8647     5.1237   .989   18
   38.70   -19.8221   -24.9457   -24.8646     5.1236   .990    9
   38.80   -19.8221   -24.9455   -24.8644     5.1234   .990    7
   38.90   -19.8221   -24.9454   -24.8643     5.1233   .990   10
   39.00   -19.8221   -24.9453   -24.8642     5.1232   .990    7
   39.10   -19.8221   -24.9451   -24.8641     5.1231   .991   10
   39.20   -19.8221   -24.9450   -24.8639     5.1229   .991    8
   39.30   -19.8221   -24.9449   -24.8638     5.1228   .991   10
   39.40   -19.8221   -24.9447   -24.8637     5.1227   .992    7
   39.50   -19.8221   -24.9446   -24.8635     5.1225   .992   11
   39.60   -19.8220   -24.9444   -24.8634     5.1224   .992    6
   39.70   -19.8220   -24.9443   -24.8632     5.1223   .993    7
   39.80   -19.8220   -24.9441   -24.8631     5.1222   .993    8
   39.90   -19.8221   -24.9441   -24.8630     5.1220   .993    9
   40.00   -19.8220   -24.9439   -24.8628     5.1219   .993    8
   40.10   -19.8220   -24.9438   -24.8627     5.1217   .993   11
   40.20   -19.8220   -24.9437   -24.8626     5.1216   .993    9
   40.30   -19.8220   -24.9435   -24.8624     5.1215   .993    9
   40.40   -19.8220   -24.9434   -24.8623     5.1213   .994    7
   40.50   -19.8220   -24.9432   -24.8621     5.1212   .994    7
   40.60   -19.8220   -24.9430   -24.8620     5.1211   .994    7
   40.70   -19.8220   -24.9430   -24.8619     5.1209   .994    9
   40.80   -19.8220   -24.9428   -24.8617     5.1208   .994    7
   40.90   -19.8220   -24.9426   -24.8615     5.1206   .995    7
   41.00   -19.8220   -24.9425   -24.8614     5.1205   .995    7
   41.10   -19.8220   -24.9424   -24.8613     5.1204   .995    9
   41.20   -19.8220   -24.9422   -24.8611     5.1202   .995    8
   41.30   -19.8220   -24.9421   -24.8610     5.1201   .995    8
   41.40   -19.8220   -24.9419   -24.8608     5.1199   .995    7
   41.50   -19.8220   -24.9418   -24.8607     5.1198   .995    8
   41.60   -19.8220   -24.9416   -24.8605     5.1196   .996    8
   41.70   -19.8220   -24.9415   -24.8604     5.1195   .996    7
   41.80   -19.8220   -24.9413   -24.8602     5.1193   .996    7
   41.90   -19.8220   -24.9412   -24.8601     5.1192   .996    7
   42.00   -19.8220   -24.9410   -24.8599     5.1190   .996    7
