  version number of analysis code =  14
 timestep dt in seconds =   .1000000E-15
 # emin for stop =   6
 decrit =   .1500000E+00

 mass metal atom in a.m.u. =   196.9660

  EOR found on XDATCAR at ntimes = 1203
  ntimesa = 1203
  detb = 30.6261662733299254
 Z layer 1 =  20.3695

 Z layer 2 =  17.8504

 Z layer 3 =  15.4760

 Z layer 4 =  13.0000

 Z12 =   2.5191

 Z23 =   2.3744

 Z34 =   2.4760

 temp, average ekin =   249.910535      .387655
 
 nt   temp      ekin       ekinh      zH         xH         yH        z1        z12
   51.10   -19.8545   -25.4969   -25.4342     5.6423   .000    4
   51.20   -19.8545   -25.4763   -25.4135     5.6219   .000    2
   51.30   -19.8544   -25.4610   -25.3981     5.6066   .000    4
   51.40   -19.8544   -25.4512   -25.3881     5.5968   .000    4
   51.50   -19.8544   -25.4472   -25.3840     5.5928   .000    3
   51.60   -19.8543   -25.4489   -25.3856     5.5946   .000    4
   51.70   -19.8543   -25.4562   -25.3927     5.6019   .000    4
   51.80   -19.8543   -25.4686   -25.4050     5.6143   .000    4
   51.90   -19.8544   -25.4857   -25.4219     5.6313   .000    4
   52.00   -19.8544   -25.5067   -25.4428     5.6523   .000    2
   52.10   -19.8544   -25.5309   -25.4668     5.6765   .000    4
   52.20   -19.8545   -25.5574   -25.4932     5.7029   .000    4
   52.30   -19.8545   -25.5853   -25.5209     5.7308   .000    4
   52.40   -19.8545   -25.6138   -25.5491     5.7592   .000    2
   52.50   -19.8545   -25.6418   -25.5770     5.7872   .000    4
   52.60   -19.8546   -25.6687   -25.6038     5.8141   .000    4
   52.70   -19.8546   -25.6936   -25.6285     5.8390   .000    4
   52.80   -19.8546   -25.7160   -25.6507     5.8614   .000    2
   52.90   -19.8546   -25.7354   -25.6700     5.8808   .000    4
   53.00   -19.8546   -25.7513   -25.6856     5.8967   .000    4
   53.10   -19.8546   -25.7635   -25.6977     5.9090   .000    4
   53.20   -19.8546   -25.7720   -25.7060     5.9174   .000    3
   53.30   -19.8545   -25.7767   -25.7104     5.9222   .000    3
   53.40   -19.8545   -25.7778   -25.7114     5.9233   .000    3
   53.50   -19.8544   -25.7754   -25.7088     5.9210   .000    5
   53.60   -19.8543   -25.7701   -25.7034     5.9158   .000    3
   53.70   -19.8543   -25.7623   -25.6953     5.9080   .000    4
   53.80   -19.8542   -25.7526   -25.6853     5.8983   .000    4
   53.90   -19.8541   -25.7414   -25.6741     5.8873   .000    4
   54.00   -19.8541   -25.7296   -25.6620     5.8755   .000    3
   54.10   -19.8540   -25.7178   -25.6500     5.8638   .000    4
   54.20   -19.8539   -25.7066   -25.6386     5.8527   .000    5
   54.30   -19.8539   -25.6967   -25.6286     5.8428   .000    5
   54.40   -19.8538   -25.6887   -25.6204     5.8348   .000    2
   54.50   -19.8537   -25.6830   -25.6146     5.8293   .000    4
   54.60   -19.8537   -25.6802   -25.6118     5.8266   .000    4
   54.70   -19.8536   -25.6805   -25.6120     5.8269   .000    4
   54.80   -19.8536   -25.6842   -25.6156     5.8306   .000    2
   54.90   -19.8535   -25.6912   -25.6226     5.8377   .000    4
   55.00   -19.8535   -25.7015   -25.6329     5.8480   .000    4
   55.10   -19.8535   -25.7149   -25.6463     5.8613   .000    4
   55.20   -19.8536   -25.7309   -25.6623     5.8774   .000    3
   55.30   -19.8536   -25.7492   -25.6806     5.8956   .000    4
   55.40   -19.8536   -25.7691   -25.7006     5.9155   .000    4
   55.50   -19.8536   -25.7899   -25.7214     5.9363   .000    3
   55.60   -19.8537   -25.8109   -25.7424     5.9572   .000    4
   55.70   -19.8537   -25.8311   -25.7629     5.9774   .000    4
   55.80   -19.8538   -25.8498   -25.7816     5.9960   .000    3
   55.90   -19.8538   -25.8658   -25.7976     6.0120   .000    3
   56.00   -19.8539   -25.8782   -25.8102     6.0243   .000    4
   56.10   -19.8540   -25.8858   -25.8180     6.0319   .000    5
   56.20   -19.8541   -25.8877   -25.8200     6.0336   .000    3
   56.30   -19.8541   -25.8824   -25.8147     6.0282   .000    4
   56.40   -19.8542   -25.8688   -25.8013     6.0145   .000    5
   56.50   -19.8543   -25.8455   -25.7781     5.9912   .000    4
   56.60   -19.8544   -25.8113   -25.7440     5.9568   .000    3
   56.70   -19.8545   -25.7647   -25.6975     5.9102   .000    4
   56.80   -19.8546   -25.7044   -25.6374     5.8498   .000    4
   56.90   -19.8547   -25.6292   -25.5621     5.7745   .000    4
   57.00   -19.8547   -25.5377   -25.4708     5.6830   .000    4
   57.10   -19.8548   -25.4292   -25.3623     5.5745   .000    3
   57.20   -19.8548   -25.3030   -25.2361     5.4482   .000    4
   57.30   -19.8548   -25.1590   -25.0923     5.3042   .000    4
   57.40   -19.8547   -24.9977   -24.9311     5.1430   .000    5
   57.50   -19.8546   -24.8205   -24.7539     4.9659   .000    4
   57.60   -19.8544   -24.6294   -24.5628     4.7750   .000    4
   57.70   -19.8542   -24.4279   -24.3615     4.5737   .000    4
   57.80   -19.8538   -24.2203   -24.1538     4.3665   .000    5
   57.90   -19.8534   -24.0120   -23.9456     4.1586   .000    4
   58.00   -19.8530   -23.8095   -23.7430     3.9565   .000    4
   58.10   -19.8525   -23.6197   -23.5532     3.7672   .000    4
   58.20   -19.8520   -23.4500   -23.3836     3.5980   .000    4
   58.30   -19.8516   -23.3076   -23.2413     3.4560   .000    4
   58.40   -19.8512   -23.1989   -23.1326     3.3477   .000    3
   58.50   -19.8510   -23.1291   -23.0629     3.2781   .000    4
   58.60   -19.8509   -23.1016   -23.0355     3.2507   .000    5
   58.70   -19.8510   -23.1178   -23.0518     3.2668   .000    4
   58.80   -19.8512   -23.1769   -23.1109     3.3257   .000    2
   58.90   -19.8515   -23.2760   -23.2102     3.4245   .000    4
   59.00   -19.8519   -23.4104   -23.3449     3.5586   .000    4
   59.10   -19.8523   -23.5741   -23.5087     3.7218   .000    3
   59.20   -19.8528   -23.7601   -23.6949     3.9073   .000    4
   59.30   -19.8533   -23.9612   -23.8961     4.1079   .000    3
   59.40   -19.8537   -24.1702   -24.1054     4.3165   .000    4
   59.50   -19.8540   -24.3807   -24.3162     4.5267   .000    4
   59.60   -19.8543   -24.5872   -24.5228     4.7329   .000    2
   59.70   -19.8545   -24.7850   -24.7209     4.9305   .000    4
   59.80   -19.8546   -24.9707   -24.9068     5.1161   .000    5
   59.90   -19.8546   -25.1419   -25.0783     5.2873   .000    5
   60.00   -19.8546   -25.2972   -25.2340     5.4426   .000    2
   60.10   -19.8546   -25.4361   -25.3729     5.5815   .000   14
   60.20   -19.8545   -25.5584   -25.4956     5.7040   .000    7
   60.30   -19.8544   -25.6649   -25.6023     5.8105   .000    3
   60.40   -19.8544   -25.7563   -25.6941     5.9019   .000    5
   60.50   -19.8543   -25.8338   -25.7717     5.9795   .000    6
   60.60   -19.8542   -25.8985   -25.8366     6.0444   .000    4
   60.70   -19.8540   -25.9517   -25.8901     6.0977   .000    2
   60.80   -19.8539   -25.9945   -25.9331     6.1405   .000    4
   60.90   -19.8538   -26.0279   -25.9667     6.1741   .000    4
   61.00   -19.8537   -26.0530   -25.9920     6.1993   .000    3
   61.10   -19.8536   -26.0704   -26.0096     6.2168   .000    2
   61.20   -19.8535   -26.0808   -26.0201     6.2273   .000    4
   61.30   -19.8535   -26.0845   -26.0241     6.2311   .000    4
   61.40   -19.8534   -26.0820   -26.0216     6.2285   .000    4
   61.50   -19.8534   -26.0731   -26.0129     6.2197   .000    2
   61.60   -19.8533   -26.0579   -25.9980     6.2046   .000    3
   61.70   -19.8533   -26.0362   -25.9764     6.1829   .000    4
   61.80   -19.8533   -26.0076   -25.9479     6.1543   .000    5
   61.90   -19.8533   -25.9718   -25.9122     6.1184   .000    4
   62.00   -19.8534   -25.9281   -25.8687     6.0747   .000    4
   62.10   -19.8534   -25.8762   -25.8169     6.0228   .000    4
   62.20   -19.8534   -25.8155   -25.7563     5.9621   .000    4
   62.30   -19.8534   -25.7455   -25.6864     5.8921   .000    4
   62.40   -19.8534   -25.6660   -25.6070     5.8126   .000    4
   62.50   -19.8534   -25.5768   -25.5179     5.7234   .000    4
   62.60   -19.8534   -25.4780   -25.4193     5.6246   .000    4
   62.70   -19.8533   -25.3700   -25.3114     5.5167   .000    4
   62.80   -19.8532   -25.2537   -25.1951     5.4004   .000    4
   62.90   -19.8531   -25.1302   -25.0718     5.2771   .000    3
   63.00   -19.8530   -25.0014   -24.9431     5.1485   .000    4
   63.10   -19.8528   -24.8695   -24.8113     5.0168   .000    5
   63.20   -19.8526   -24.7372   -24.6791     4.8847   .000    4
   63.30   -19.8523   -24.6077   -24.5497     4.7554   .000    4
   63.40   -19.8521   -24.4845   -24.4266     4.6325   .000    3
   63.50   -19.8518   -24.3713   -24.3134     4.5195   .000    4
   63.60   -19.8515   -24.2716   -24.2138     4.4201   .000    4
   63.70   -19.8513   -24.1891   -24.1314     4.3377   .000    4
   63.80   -19.8512   -24.1266   -24.0689     4.2754   .000    2
   63.90   -19.8511   -24.0865   -24.0289     4.2354   .000    4
   64.00   -19.8510   -24.0703   -24.0127     4.2193   .000    4
   64.10   -19.8510   -24.0786   -24.0212     4.2276   .000    4
   64.20   -19.8511   -24.1111   -24.0536     4.2600   .000    3
   64.30   -19.8513   -24.1663   -24.1089     4.3150   .000    4
   64.40   -19.8515   -24.2420   -24.1846     4.3906   .000    5
   64.50   -19.8517   -24.3354   -24.2780     4.4837   .000    4
   64.60   -19.8520   -24.4429   -24.3855     4.5910   .000    2
   64.70   -19.8522   -24.5611   -24.5037     4.7089   .000    2
   64.80   -19.8524   -24.6861   -24.6287     4.8337   .000    4
   64.90   -19.8526   -24.8144   -24.7570     4.9618   .000    5
   65.00   -19.8528   -24.9429   -24.8855     5.0901   .000    5
   65.10   -19.8529   -25.0686   -25.0111     5.2157   .000    2
   65.20   -19.8530   -25.1892   -25.1317     5.3362   .000    4
   65.30   -19.8531   -25.3029   -25.2454     5.4498   .000    4
   65.40   -19.8531   -25.4083   -25.3508     5.5552   .000    4
   65.50   -19.8531   -25.5047   -25.4471     5.6516   .000    2
   65.60   -19.8531   -25.5914   -25.5337     5.7383   .000    4
   65.70   -19.8530   -25.6684   -25.6107     5.8153   .000    4
   65.80   -19.8530   -25.7358   -25.6781     5.8828   .000    4
   65.90   -19.8529   -25.7941   -25.7363     5.9411   .000    2
   66.00   -19.8528   -25.8437   -25.7858     5.9908   .000    4
   66.10   -19.8528   -25.8853   -25.8274     6.0325   .000    4
   66.20   -19.8527   -25.9197   -25.8617     6.0670   .000    4
   66.30   -19.8526   -25.9475   -25.8895     6.0949   .000    2
   66.40   -19.8525   -25.9695   -25.9115     6.1170   .000    4
   66.50   -19.8524   -25.9865   -25.9284     6.1341   .000    4
   66.60   -19.8524   -25.9992   -25.9410     6.1468   .000    4
   66.70   -19.8523   -26.0081   -25.9499     6.1559   .000    2
   66.80   -19.8522   -26.0140   -25.9557     6.1618   .000    4
   66.90   -19.8521   -26.0172   -25.9590     6.1651   .000    4
   67.00   -19.8521   -26.0184   -25.9601     6.1664   .000    4
   67.10   -19.8520   -26.0180   -25.9597     6.1660   .000    3
   67.20   -19.8519   -26.0163   -25.9579     6.1644   .000    4
   67.30   -19.8519   -26.0137   -25.9553     6.1618   .000    5
   67.40   -19.8519   -26.0104   -25.9520     6.1585   .000    4
   67.50   -19.8519   -26.0067   -25.9483     6.1549   .000    3
   67.60   -19.8518   -26.0028   -25.9443     6.1510   .000    4
   67.70   -19.8518   -25.9988   -25.9403     6.1470   .000    5
   67.80   -19.8518   -25.9948   -25.9364     6.1431   .000    3
   67.90   -19.8517   -25.9909   -25.9324     6.1392   .000    4
   68.00   -19.8517   -25.9871   -25.9287     6.1354   .000    4
   68.10   -19.8517   -25.9835   -25.9250     6.1318   .000    3
   68.20   -19.8517   -25.9799   -25.9214     6.1282   .000    3
   68.30   -19.8516   -25.9762   -25.9177     6.1246   .000    4
   68.40   -19.8516   -25.9725   -25.9141     6.1209   .000    4
   68.50   -19.8516   -25.9686   -25.9102     6.1170   .000    3
   68.60   -19.8516   -25.9642   -25.9058     6.1126   .000    3
   68.70   -19.8516   -25.9593   -25.9009     6.1077   .000    4
   68.80   -19.8516   -25.9535   -25.8952     6.1019   .000    4
   68.90   -19.8516   -25.9467   -25.8884     6.0951   .000    4
   69.00   -19.8516   -25.9385   -25.8804     6.0869   .000    2
   69.10   -19.8516   -25.9287   -25.8705     6.0771   .000    4
   69.20   -19.8516   -25.9168   -25.8588     6.0653   .000    4
   69.30   -19.8516   -25.9026   -25.8446     6.0510   .000    3
   69.40   -19.8516   -25.8855   -25.8276     6.0339   .000    3
   69.50   -19.8516   -25.8651   -25.8073     6.0136   .000    4
   69.60   -19.8516   -25.8411   -25.7833     5.9895   .000    4
   69.70   -19.8516   -25.8127   -25.7551     5.9611   .000    4
   69.80   -19.8516   -25.7796   -25.7221     5.9279   .000    4
   69.90   -19.8517   -25.7411   -25.6837     5.8894   .000    3
   70.00   -19.8517   -25.6967   -25.6394     5.8450   .000    4
   70.10   -19.8518   -25.6459   -25.5887     5.7941   .000    3
   70.20   -19.8518   -25.5880   -25.5309     5.7362   .000    5
   70.30   -19.8518   -25.5227   -25.4656     5.6709   .000    5
   70.40   -19.8518   -25.4494   -25.3925     5.5976   .000    4
   70.50   -19.8518   -25.3681   -25.3112     5.5163   .000    3
   70.60   -19.8518   -25.2785   -25.2217     5.4267   .000    4
   70.70   -19.8517   -25.1807   -25.1241     5.3290   .000    4
   70.80   -19.8517   -25.0753   -25.0187     5.2236   .000    4
   70.90   -19.8516   -24.9627   -24.9062     5.1111   .000    4
   71.00   -19.8515   -24.8442   -24.7878     4.9927   .000    4
   71.10   -19.8514   -24.7212   -24.6648     4.8698   .000    4
   71.20   -19.8512   -24.5955   -24.5391     4.7442   .000    4
   71.30   -19.8510   -24.4693   -24.4129     4.6182   .000    4
   71.40   -19.8508   -24.3452   -24.2890     4.4944   .000    4
   71.50   -19.8506   -24.2262   -24.1699     4.3756   .000    4
   71.60   -19.8504   -24.1152   -24.0589     4.2648   .000    4
   71.70   -19.8502   -24.0152   -23.9590     4.1650   .000    4
   71.80   -19.8500   -23.9292   -23.8730     4.0792   .000    4
   71.90   -19.8499   -23.8598   -23.8035     4.0099   .000    4
   72.00   -19.8498   -23.8091   -23.7528     3.9593   .000    4
   72.10   -19.8497   -23.7786   -23.7223     3.9288   .000    2
   72.20   -19.8497   -23.7690   -23.7126     3.9193   .000    4
   72.30   -19.8497   -23.7803   -23.7239     3.9306   .000    4
   72.40   -19.8498   -23.8118   -23.7553     3.9619   .000    4
   72.50   -19.8500   -23.8619   -23.8054     4.0119   .000    2
   72.60   -19.8501   -23.9284   -23.8718     4.0783   .000    4
   72.70   -19.8503   -24.0088   -23.9521     4.1585   .000    4
   72.80   -19.8505   -24.1001   -24.0433     4.2496   .000    4
   72.90   -19.8507   -24.1993   -24.1424     4.3486   .000    2
   73.00   -19.8509   -24.3034   -24.2464     4.4525   .000    4
   73.10   -19.8511   -24.4095   -24.3524     4.5585   .000    4
   73.20   -19.8512   -24.5152   -24.4580     4.6640   .000    4
   73.30   -19.8513   -24.6183   -24.5610     4.7670   .000    2
   73.40   -19.8513   -24.7170   -24.6595     4.8656   .000    4
   73.50   -19.8514   -24.8101   -24.7525     4.9587   .000    4
   73.60   -19.8514   -24.8967   -24.8390     5.0453   .000    2
   73.70   -19.8514   -24.9762   -24.9184     5.1249   .000    4
   73.80   -19.8513   -25.0486   -24.9907     5.1973   .000    4
   73.90   -19.8513   -25.1140   -25.0559     5.2627   .000    4
   74.00   -19.8512   -25.1727   -25.1145     5.3215   .000    2
   74.10   -19.8512   -25.2253   -25.1669     5.3741   .000    4
   74.20   -19.8511   -25.2723   -25.2138     5.4212   .000    5
   74.30   -19.8510   -25.3144   -25.2558     5.4634   .000    4
   74.40   -19.8509   -25.3524   -25.2936     5.5015   .000    2
   74.50   -19.8509   -25.3869   -25.3280     5.5361   .000    4
   74.60   -19.8508   -25.4185   -25.3594     5.5677   .000    4
   74.70   -19.8507   -25.4477   -25.3884     5.5969   .000    4
   74.80   -19.8507   -25.4748   -25.4154     5.6241   .000    2
   74.90   -19.8506   -25.5002   -25.4406     5.6496   .000    3
   75.00   -19.8506   -25.5239   -25.4641     5.6733   .000    4
   75.10   -19.8506   -25.5459   -25.4860     5.6953   .000    5
   75.20   -19.8506   -25.5661   -25.5060     5.7155   .000    4
   75.30   -19.8506   -25.5840   -25.5237     5.7334   .000    3
   75.40   -19.8506   -25.5993   -25.5388     5.7486   .000    4
   75.50   -19.8507   -25.6112   -25.5506     5.7606   .000    5
   75.60   -19.8507   -25.6192   -25.5584     5.7685   .000    4
   75.70   -19.8508   -25.6222   -25.5612     5.7714   .000    4
   75.80   -19.8509   -25.6193   -25.5581     5.7684   .000    4
   75.90   -19.8509   -25.6093   -25.5479     5.7584   .000    4
   76.00   -19.8510   -25.5910   -25.5294     5.7400   .000    4
   76.10   -19.8512   -25.5631   -25.5012     5.7119   .000    4
   76.20   -19.8513   -25.5241   -25.4620     5.6728   .000    4
   76.30   -19.8514   -25.4725   -25.4101     5.6211   .000    4
   76.40   -19.8515   -25.4070   -25.3443     5.5555   .000    4
   76.50   -19.8516   -25.3259   -25.2630     5.4744   .000    4
   76.60   -19.8517   -25.2282   -25.1652     5.3766   .000    4
   76.70   -19.8517   -25.1128   -25.0493     5.2611   .000    4
   76.80   -19.8517   -24.9790   -24.9152     5.1272   .000    4
   76.90   -19.8518   -24.8266   -24.7626     4.9748   .000    4
   77.00   -19.8517   -24.6562   -24.5921     4.8045   .000    4
   77.10   -19.8515   -24.4693   -24.4048     4.6178   .000    5
   77.20   -19.8513   -24.2682   -24.2034     4.4169   .000    4
   77.30   -19.8511   -24.0566   -23.9914     4.2055   .000    4
   77.40   -19.8507   -23.8390   -23.7737     3.9883   .000    4
   77.50   -19.8503   -23.6216   -23.5560     3.7713   .000    5
   77.60   -19.8498   -23.4111   -23.3453     3.5614   .000    4
   77.70   -19.8493   -23.2153   -23.1491     3.3660   .000    4
   77.80   -19.8488   -23.0418   -22.9754     3.1930   .000    4
   77.90   -19.8483   -22.8983   -22.8317     3.0500   .000    5
   78.00   -19.8480   -22.7917   -22.7248     2.9437   .000    4
   78.10   -19.8478   -22.7270   -22.6600     2.8792   .000    2
   78.20   -19.8477   -22.7078   -22.6406     2.8601   .000    4
   78.30   -19.8478   -22.7351   -22.6676     2.8873   .000    4
   78.40   -19.8480   -22.8076   -22.7401     2.9596   .000    4
   78.50   -19.8484   -22.9220   -22.8543     3.0736   .000    2
   78.60   -19.8488   -23.0727   -23.0048     3.2239   .000    4
   78.70   -19.8493   -23.2531   -23.1851     3.4038   .000    4
   78.80   -19.8498   -23.4556   -23.3873     3.6057   .000    4
   78.90   -19.8503   -23.6722   -23.6037     3.8218   .000    2
   79.00   -19.8507   -23.8953   -23.8268     4.0446   .000    4
   79.10   -19.8511   -24.1183   -24.0497     4.2673   .000    4
   79.20   -19.8514   -24.3353   -24.2665     4.4839   .000    4
   79.30   -19.8515   -24.5416   -24.4726     4.6901   .000    2
   79.40   -19.8516   -24.7338   -24.6647     4.8821   .000    4
   79.50   -19.8517   -24.9095   -24.8402     5.0578   .000    4
   79.60   -19.8516   -25.0675   -24.9982     5.2158   .000    3
   79.70   -19.8516   -25.2073   -25.1378     5.3557   .000    4
   79.80   -19.8515   -25.3291   -25.2594     5.4777   .000    4
   79.90   -19.8513   -25.4338   -25.3641     5.5825   .000    3
   80.00   -19.8512   -25.5225   -25.4525     5.6713   .000    4
   80.10   -19.8510   -25.5964   -25.5262     5.7453   .000    4
   80.20   -19.8509   -25.6570   -25.5868     5.8061   .000    3
   80.30   -19.8508   -25.7060   -25.6356     5.8552   .000    4
   80.40   -19.8506   -25.7447   -25.6741     5.8941   .000    4
   80.50   -19.8505   -25.7746   -25.7039     5.9241   .000    4
   80.60   -19.8504   -25.7970   -25.7262     5.9466   .000    2
   80.70   -19.8502   -25.8131   -25.7422     5.9629   .000    4
   80.80   -19.8501   -25.8240   -25.7530     5.9739   .000    4
   80.90   -19.8500   -25.8307   -25.7596     5.9807   .000    4
   81.00   -19.8500   -25.8340   -25.7628     5.9840   .000    3
   81.10   -19.8499   -25.8345   -25.7633     5.9846   .000    4
   81.20   -19.8498   -25.8329   -25.7616     5.9831   .000    4
   81.30   -19.8498   -25.8296   -25.7581     5.9798   .000    3
   81.40   -19.8497   -25.8248   -25.7534     5.9751   .000    4
   81.50   -19.8497   -25.8190   -25.7477     5.9693   .000    4
   81.60   -19.8496   -25.8122   -25.7409     5.9626   .000    2
   81.70   -19.8496   -25.8046   -25.7332     5.9550   .000    4
   81.80   -19.8496   -25.7961   -25.7249     5.9465   .000    4
   81.90   -19.8495   -25.7867   -25.7155     5.9372   .000    4
   82.00   -19.8495   -25.7765   -25.7053     5.9270   .000    2
   82.10   -19.8495   -25.7652   -25.6942     5.9157   .000    4
   82.20   -19.8495   -25.7529   -25.6818     5.9034   .000    4
   82.30   -19.8494   -25.7394   -25.6685     5.8900   .000    4
   82.40   -19.8494   -25.7247   -25.6540     5.8753   .000    2
   82.50   -19.8494   -25.7088   -25.6380     5.8594   .000    3
   82.60   -19.8493   -25.6917   -25.6210     5.8424   .000    4
   82.70   -19.8493   -25.6735   -25.6030     5.8242   .000    5
   82.80   -19.8492   -25.6543   -25.5840     5.8051   .000    4
   82.90   -19.8492   -25.6345   -25.5642     5.7853   .000    2
   83.00   -19.8492   -25.6143   -25.5442     5.7651   .000    4
   83.10   -19.8491   -25.5940   -25.5240     5.7449   .000    4
   83.20   -19.8491   -25.5741   -25.5042     5.7250   .000    4
   83.30   -19.8490   -25.5551   -25.4853     5.7061   .000    3
   83.40   -19.8489   -25.5374   -25.4677     5.6885   .000    3
   83.50   -19.8488   -25.5217   -25.4520     5.6728   .000    4
   83.60   -19.8488   -25.5084   -25.4389     5.6596   .000    5
   83.70   -19.8487   -25.4980   -25.4286     5.6493   .000    4
   83.80   -19.8487   -25.4910   -25.4218     5.6423   .000    4
   83.90   -19.8487   -25.4878   -25.4187     5.6391   .000    4
   84.00   -19.8486   -25.4886   -25.4196     5.6400   .000    4
   84.10   -19.8486   -25.4937   -25.4248     5.6451   .000    4
   84.20   -19.8486   -25.5030   -25.4342     5.6544   .000    4
   84.30   -19.8486   -25.5165   -25.4478     5.6679   .000    4
   84.40   -19.8486   -25.5341   -25.4655     5.6855   .000    2
   84.50   -19.8486   -25.5554   -25.4868     5.7068   .000    4
   84.60   -19.8486   -25.5800   -25.5117     5.7314   .000    4
   84.70   -19.8486   -25.6075   -25.5392     5.7589   .000    4
   84.80   -19.8487   -25.6374   -25.5691     5.7887   .000    2
   84.90   -19.8487   -25.6689   -25.6008     5.8203   .000    4
   85.00   -19.8487   -25.7016   -25.6336     5.8529   .000    4
   85.10   -19.8487   -25.7348   -25.6669     5.8861   .000    4
   85.20   -19.8487   -25.7680   -25.7002     5.9192   .000    2
   85.30   -19.8487   -25.8006   -25.7328     5.9518   .000    2
   85.40   -19.8487   -25.8321   -25.7646     5.9834   .000    4
   85.50   -19.8487   -25.8622   -25.7949     6.0135   .000    4
   85.60   -19.8487   -25.8905   -25.8233     6.0418   .000    5
   85.70   -19.8487   -25.9168   -25.8497     6.0681   .000    3
   85.80   -19.8487   -25.9409   -25.8739     6.0922   .000    4
   85.90   -19.8487   -25.9626   -25.8958     6.1139   .000    4
   86.00   -19.8487   -25.9821   -25.9154     6.1334   .000    4
   86.10   -19.8486   -25.9992   -25.9326     6.1505   .000    3
   86.20   -19.8486   -26.0140   -25.9476     6.1654   .000    4
   86.30   -19.8486   -26.0267   -25.9603     6.1781   .000    4
   86.40   -19.8486   -26.0374   -25.9711     6.1888   .000    3
   86.50   -19.8485   -26.0462   -25.9802     6.1977   .000    4
   86.60   -19.8485   -26.0534   -25.9875     6.2050   .000    4
   86.70   -19.8484   -26.0591   -25.9932     6.2107   .000    3
   86.80   -19.8484   -26.0634   -25.9977     6.2150   .000    4
   86.90   -19.8484   -26.0664   -26.0007     6.2181   .000    3
   87.00   -19.8483   -26.0683   -26.0028     6.2200   .000    5
   87.10   -19.8483   -26.0691   -26.0036     6.2207   .000    5
   87.20   -19.8483   -26.0687   -26.0033     6.2203   .000    3
   87.30   -19.8483   -26.0671   -26.0018     6.2187   .000    3
   87.40   -19.8483   -26.0641   -25.9988     6.2158   .000    3
   87.50   -19.8483   -26.0595   -25.9942     6.2112   .000    4
   87.60   -19.8483   -26.0530   -25.9878     6.2047   .000    4
   87.70   -19.8483   -26.0443   -25.9791     6.1960   .000    4
   87.80   -19.8483   -26.0328   -25.9677     6.1845   .000    2
   87.90   -19.8483   -26.0181   -25.9530     6.1697   .000    3
   88.00   -19.8483   -25.9994   -25.9342     6.1510   .000    4
   88.10   -19.8484   -25.9761   -25.9109     6.1277   .000    5
   88.20   -19.8484   -25.9474   -25.8823     6.0990   .000    4
   88.30   -19.8484   -25.9126   -25.8474     6.0641   .000    2
   88.40   -19.8484   -25.8707   -25.8055     6.0222   .000    4
   88.50   -19.8485   -25.8210   -25.7558     5.9725   .000    5
   88.60   -19.8486   -25.7626   -25.6974     5.9140   .000    4
   88.70   -19.8486   -25.6949   -25.6296     5.8463   .000    3
   88.80   -19.8486   -25.6173   -25.5521     5.7687   .000    4
   88.90   -19.8486   -25.5294   -25.4642     5.6808   .000    5
   89.00   -19.8486   -25.4312   -25.3661     5.5826   .000    4
   89.10   -19.8486   -25.3228   -25.2577     5.4742   .000    4
   89.20   -19.8486   -25.2051   -25.1400     5.3565   .000    4
   89.30   -19.8484   -25.0790   -25.0138     5.2306   .000    4
   89.40   -19.8482   -24.9462   -24.8810     5.0980   .000    5
   89.50   -19.8481   -24.8091   -24.7438     4.9610   .000    4
   89.60   -19.8479   -24.6702   -24.6049     4.8224   .000    3
   89.70   -19.8476   -24.5330   -24.4677     4.6853   .000    4
   89.80   -19.8473   -24.4008   -24.3356     4.5535   .000    5
   89.90   -19.8471   -24.2778   -24.2126     4.4307   .000    4
   90.00   -19.8468   -24.1677   -24.1027     4.3209   .000    2
   90.10   -19.8466   -24.0743   -24.0092     4.2277   .000    4
   90.20   -19.8464   -24.0009   -23.9358     4.1545   .000    4
   90.30   -19.8462   -23.9501   -23.8851     4.1039   .000    4
   90.40   -19.8462   -23.9238   -23.8588     4.0776   .000    2
   90.50   -19.8462   -23.9228   -23.8580     4.0766   .000    4
   90.60   -19.8463   -23.9468   -23.8820     4.1006   .000    4
   90.70   -19.8464   -23.9947   -23.9300     4.1483   .000    4
   90.80   -19.8466   -24.0641   -23.9995     4.2175   .000    3
   90.90   -19.8468   -24.1522   -24.0877     4.3054   .000    4
   91.00   -19.8471   -24.2555   -24.1912     4.4084   .000    4
   91.10   -19.8473   -24.3701   -24.3059     4.5228   .000    4
   91.20   -19.8475   -24.4921   -24.4281     4.6446   .000    2
   91.30   -19.8478   -24.6179   -24.5541     4.7701   .000    4
   91.40   -19.8480   -24.7439   -24.6801     4.8959   .000    4
   91.50   -19.8481   -24.8670   -24.8035     5.0189   .000    4
   91.60   -19.8482   -24.9848   -24.9214     5.1365   .000    2
   91.70   -19.8483   -25.0952   -25.0319     5.2469   .000    4
   91.80   -19.8483   -25.1967   -25.1337     5.3484   .000    4
   91.90   -19.8483   -25.2884   -25.2255     5.4401   .000    4
   92.00   -19.8483   -25.3696   -25.3069     5.5213   .000    2
   92.10   -19.8483   -25.4401   -25.3776     5.5918   .000    4
   92.20   -19.8482   -25.4999   -25.4376     5.6517   .000    4
   92.30   -19.8481   -25.5494   -25.4872     5.7013   .000    2
   92.40   -19.8480   -25.5890   -25.5270     5.7410   .000    4
   92.50   -19.8479   -25.6194   -25.5576     5.7715   .000    4
