  version number of analysis code =  14
 timestep dt in seconds =   .1000000E-15
 # emin for stop =   6
 decrit =   .1500000E+00

 mass metal atom in a.m.u. =   196.9660

  EOR found on XDATCAR at ntimes = 1203
  ntimesa = 1203
  detb = 30.6261662733299254
 Z layer 1 =  20.3695

 Z layer 2 =  17.8504

 Z layer 3 =  15.4760

 Z layer 4 =  13.0000

 Z12 =   2.5191

 Z23 =   2.3744

 Z34 =   2.4760

 temp, average ekin =   249.910535      .387655
 
 nt   temp      ekin       ekinh      zH         xH         yH        z1        z12
  516   298.7592    .463428   5.17027  -1.31912   9.20537   5.15551  20.34304   2.48173
  517   299.2726    .464224   5.17127  -1.31298   9.23565   5.16142  20.34317   2.48195
  518   299.7717    .464998   5.17783  -1.30733   9.26604   5.16733  20.34330   2.48217
  519   300.2468    .465735   5.18959  -1.30215   9.29654   5.17324  20.34343   2.48240
  520   300.7128    .466458   5.20603  -1.29743   9.32717   5.17915  20.34356   2.48262
  521   301.1572    .467148   5.22650  -1.29315   9.35791   5.18506  20.34369   2.48285
  522   301.6005    .467835   5.25018  -1.28928   9.38878   5.19095  20.34382   2.48307
  523   302.0431    .468522   5.27619  -1.28580   9.41978   5.19684  20.34395   2.48330
  524   302.4171    .469102   5.30369  -1.28267   9.45090   5.20272  20.34408   2.48353
  525   302.7468    .469613   5.33174  -1.27988   9.48214   5.20858  20.34421   2.48376
  526   303.0625    .470103   5.35947  -1.27738   9.51349   5.21442  20.34434   2.48399
  527   303.4094    .470641   5.38605  -1.27515   9.54495   5.22024  20.34448   2.48422
  528   303.6801    .471061   5.41072  -1.27314   9.57651   5.22602  20.34461   2.48445
  529   303.9181    .471430   5.43292  -1.27133   9.60817   5.23176  20.34475   2.48468
  530   304.1703    .471821   5.45209  -1.26967   9.63990   5.23746  20.34488   2.48491
  531   304.3384    .472082   5.46785  -1.26813   9.67170   5.24310  20.34502   2.48514
  532   304.5070    .472344   5.47993  -1.26667   9.70355   5.24869  20.34515   2.48538
  533   304.6739    .472603   5.48826  -1.26527   9.73546   5.25419  20.34529   2.48561
  534   304.8361    .472854   5.49281  -1.26389   9.76739   5.25962  20.34542   2.48584
  535   304.9416    .473018   5.49375  -1.26248   9.79935   5.26496  20.34556   2.48608
  536   304.9798    .473077   5.49135  -1.26103   9.83132   5.27020  20.34570   2.48631
  537   305.0718    .473220   5.48596  -1.25949   9.86330   5.27533  20.34584   2.48655
  538   305.1500    .473341   5.47806  -1.25785   9.89526   5.28033  20.34597   2.48678
  539   305.1790    .473386   5.46818  -1.25606   9.92721   5.28520  20.34611   2.48702
  540   305.2239    .473456   5.45697  -1.25410   9.95915   5.28994  20.34625   2.48726
  541   305.2589    .473510   5.44508  -1.25194   9.99105   5.29452  20.34639   2.48749
  542   305.3256    .473613   5.43317  -1.24956  10.02293   5.29894  20.34652   2.48773
  543   305.3324    .473624   5.42193  -1.24694  10.05477   5.30319  20.34666   2.48797
  544   305.3286    .473618   5.41197  -1.24405  10.08658   5.30727  20.34680   2.48821
  545   305.3663    .473677   5.40394  -1.24088  10.11836   5.31117  20.34694   2.48845
  546   305.3796    .473697   5.39833  -1.23741  10.15012   5.31488  20.34708   2.48869
  547   305.3859    .473707   5.39556  -1.23363  10.18184   5.31840  20.34722   2.48893
  548   305.3480    .473648   5.39594  -1.22953  10.21354   5.32172  20.34736   2.48917
  549   305.3301    .473620   5.39968  -1.22510  10.24522   5.32485  20.34749   2.48941
  550   305.3333    .473625   5.40680  -1.22034  10.27689   5.32779  20.34763   2.48965
  551   305.3731    .473687   5.41721  -1.21525  10.30856   5.33054  20.34777   2.48990
  552   305.3078    .473586   5.43070  -1.20983  10.34022   5.33310  20.34791   2.49014
  553   305.2582    .473509   5.44690  -1.20408  10.37188   5.33548  20.34805   2.49039
  554   305.2893    .473557   5.46537  -1.19802  10.40355   5.33768  20.34819   2.49063
  555   305.1940    .473409   5.48548  -1.19165  10.43523   5.33971  20.34833   2.49087
  556   305.1697    .473372   5.50650  -1.18499  10.46692   5.34157  20.34847   2.49112
  557   305.0753    .473225   5.52769  -1.17806  10.49862   5.34328  20.34861   2.49137
  558   304.9530    .473035   5.54817  -1.17087  10.53034   5.34485  20.34875   2.49161
  559   304.9360    .473009   5.56703  -1.16344  10.56207   5.34628  20.34889   2.49186
  560   304.8336    .472850   5.58329  -1.15580  10.59381   5.34758  20.34903   2.49211
  561   304.7331    .472694   5.59589  -1.14797  10.62556   5.34877  20.34917   2.49235
  562   304.5745    .472448   5.60373  -1.13998  10.65729   5.34986  20.34931   2.49260
  563   304.4522    .472259   5.60565  -1.13184  10.68901   5.35084  20.34945   2.49285
  564   304.3662    .472125   5.60043  -1.12360  10.72070   5.35175  20.34959   2.49310
  565   304.1658    .471814   5.58684  -1.11529  10.75235   5.35258  20.34973   2.49335
  566   304.0440    .471626   5.56353  -1.10694  10.78393   5.35334  20.34988   2.49360
  567   303.9504    .471480   5.52918  -1.09859  10.81543   5.35405  20.35002   2.49385
  568   303.7530    .471174   5.48238  -1.09028  10.84682   5.35472  20.35016   2.49410
  569   303.5916    .470924   5.42179  -1.08205  10.87807   5.35535  20.35030   2.49435
  570   303.4592    .470718   5.34610  -1.07397  10.90914   5.35595  20.35044   2.49460
  571   303.2826    .470444   5.25411  -1.06609  10.94002   5.35654  20.35059   2.49486
  572   303.1549    .470246   5.14492  -1.05846  10.97064   5.35713  20.35073   2.49511
  573   303.0134    .470027   5.01789  -1.05117  11.00097   5.35773  20.35088   2.49536
  574   302.8798    .469820   4.87289  -1.04428  11.03097   5.35835  20.35102   2.49562
  575   302.8782    .469817   4.71049  -1.03789  11.06059   5.35901  20.35117   2.49587
  576   302.8124    .469715   4.53198  -1.03209  11.08976   5.35972  20.35131   2.49613
  577   302.8487    .469771   4.33955  -1.02697  11.11846   5.36049  20.35146   2.49639
  578   302.9652    .469952   4.13655  -1.02264  11.14661   5.36134  20.35161   2.49665
  579   303.0819    .470133   3.92736  -1.01922  11.17417   5.36228  20.35176   2.49691
  580   303.3670    .470575   3.71742  -1.01682  11.20110   5.36334  20.35191   2.49717
  581   303.7015    .471094   3.51313  -1.01554  11.22735   5.36454  20.35206   2.49743
  582   304.1685    .471819   3.32155  -1.01551  11.25289   5.36587  20.35222   2.49770
  583   304.8132    .472819   3.15003  -1.01683  11.27769   5.36738  20.35238   2.49796
  584   305.6394    .474100   3.00573  -1.01960  11.30173   5.36906  20.35254   2.49823
  585   306.5835    .475565   2.89511  -1.02390  11.32501   5.37093  20.35270   2.49850
  586   307.6154    .477165   2.82330  -1.02980  11.34753   5.37301  20.35286   2.49878
  587   308.7732    .478961   2.79377  -1.03735  11.36930   5.37530  20.35302   2.49905
  588   310.1088    .481033   2.80795  -1.04658  11.39036   5.37781  20.35319   2.49933
  589   311.6102    .483362   2.86509  -1.05749  11.41074   5.38054  20.35336   2.49961
  590   313.0847    .485649   2.96234  -1.07007  11.43049   5.38349  20.35353   2.49989
  591   314.5513    .487924   3.09503  -1.08428  11.44965   5.38666  20.35371   2.50018
  592   316.1762    .490445   3.25711  -1.10006  11.46828   5.39004  20.35388   2.50046
  593   317.7572    .492897   3.44170  -1.11733  11.48644   5.39362  20.35406   2.50075
  594   319.2805    .495260   3.64156  -1.13601  11.50418   5.39740  20.35424   2.50104
  595   320.6998    .497461   3.84957  -1.15599  11.52157   5.40135  20.35442   2.50134
  596   321.9741    .499438   4.05930  -1.17718  11.53865   5.40547  20.35461   2.50163
  597   323.2189    .501369   4.26519  -1.19945  11.55547   5.40973  20.35479   2.50193
  598   324.3561    .503133   4.46262  -1.22270  11.57209   5.41414  20.35498   2.50222
  599   325.3936    .504742   4.64808  -1.24683  11.58853   5.41866  20.35517   2.50252
  600   326.3061    .506158   4.81924  -1.27173  11.60483   5.42328  20.35536   2.50282
  601   327.0770    .507354   4.97461  -1.29730  11.62103   5.42800  20.35554   2.50312
  602   327.7425    .508386   5.11357  -1.32345  11.63715   5.43279  20.35574   2.50342
  603   328.2590    .509187   5.23618  -1.35009  11.65320   5.43765  20.35593   2.50372
  604   328.7035    .509877   5.34283  -1.37717  11.66922   5.44257  20.35612   2.50403
  605   329.1184    .510520   5.43442  -1.40459  11.68520   5.44752  20.35631   2.50433
  606   329.3800    .510926   5.51219  -1.43232  11.70117   5.45252  20.35650   2.50464
  607   329.5865    .511246   5.57724  -1.46029  11.71712   5.45754  20.35670   2.50494
  608   329.7881    .511559   5.63071  -1.48846  11.73307   5.46258  20.35689   2.50524
  609   329.8044    .511584   5.67379  -1.51679  11.74902   5.46763  20.35709   2.50555
  610   329.8352    .511632   5.70754  -1.54525  11.76497   5.47269  20.35728   2.50586
  611   329.9482    .511807   5.73286  -1.57380  11.78092   5.47775  20.35748   2.50616
  612   329.8882    .511714   5.75056  -1.60243  11.79687   5.48280  20.35767   2.50647
  613   329.7827    .511551   5.76123  -1.63111  11.81282   5.48785  20.35787   2.50677
  614   329.7483    .511497   5.76517  -1.65982  11.82875   5.49288  20.35806   2.50708
  615   329.7072    .511434   5.76275  -1.68855  11.84467   5.49790  20.35826   2.50739
  616   329.5628    .511210   5.75408  -1.71728  11.86056   5.50289  20.35845   2.50770
  617   329.3524    .510883   5.73905  -1.74600  11.87641   5.50785  20.35865   2.50800
  618   329.1899    .510631   5.71746  -1.77469  11.89220   5.51277  20.35884   2.50831
  619   329.0801    .510461   5.68892  -1.80335  11.90793   5.51766  20.35904   2.50862
  620   328.8762    .510145   5.65299  -1.83195  11.92355   5.52250  20.35924   2.50892
  621   328.6076    .509728   5.60931  -1.86050  11.93906   5.52727  20.35943   2.50923
  622   328.3971    .509401   5.55732  -1.88899  11.95442   5.53199  20.35963   2.50954
  623   328.2080    .509108   5.49645  -1.91739  11.96959   5.53663  20.35983   2.50985
  624   327.9649    .508731   5.42631  -1.94570  11.98455   5.54118  20.36002   2.51016
  625   327.6735    .508279   5.34658  -1.97392  11.99923   5.54563  20.36022   2.51047
  626   327.3765    .507818   5.25711  -2.00203  12.01361   5.54996  20.36042   2.51077
  627   327.0680    .507340   5.15802  -2.03002  12.02762   5.55416  20.36061   2.51108
  628   326.8191    .506954   5.04970  -2.05789  12.04120   5.55822  20.36081   2.51139
  629   326.5338    .506511   4.93299  -2.08563  12.05430   5.56210  20.36101   2.51170
  630   326.1407    .505901   4.80920  -2.11323  12.06684   5.56580  20.36120   2.51201
  631   325.8320    .505422   4.68004  -2.14070  12.07875   5.56930  20.36140   2.51232
  632   325.5067    .504918   4.54779  -2.16804  12.08996   5.57256  20.36160   2.51263
  633   325.1848    .504419   4.41515  -2.19524  12.10039   5.57557  20.36179   2.51294
  634   324.9176    .504004   4.28532  -2.22233  12.10997   5.57831  20.36199   2.51325
  635   324.6014    .503514   4.16185  -2.24930  12.11863   5.58075  20.36219   2.51356
  636   324.3574    .503135   4.04836  -2.27617  12.12630   5.58288  20.36239   2.51387
  637   324.1463    .502808   3.94852  -2.30297  12.13292   5.58468  20.36258   2.51418
  638   323.9937    .502571   3.86579  -2.32971  12.13843   5.58612  20.36278   2.51449
  639   323.8115    .502288   3.80313  -2.35642  12.14279   5.58721  20.36298   2.51480
  640   323.7335    .502167   3.76297  -2.38312  12.14597   5.58792  20.36318   2.51511
  641   323.7362    .502172   3.74679  -2.40984  12.14795   5.58825  20.36337   2.51542
  642   323.6892    .502099   3.75517  -2.43661  12.14871   5.58819  20.36357   2.51573
  643   323.7316    .502164   3.78776  -2.46346  12.14827   5.58776  20.36377   2.51604
  644   323.7984    .502268   3.84313  -2.49041  12.14665   5.58696  20.36397   2.51635
  645   323.9342    .502479   3.91908  -2.51749  12.14388   5.58579  20.36416   2.51665
  646   324.0960    .502730   4.01270  -2.54472  12.14000   5.58426  20.36436   2.51696
  647   324.2530    .502973   4.12064  -2.57212  12.13507   5.58241  20.36456   2.51727
  648   324.3614    .503141   4.23927  -2.59969  12.12916   5.58023  20.36476   2.51758
  649   324.4852    .503333   4.36483  -2.62746  12.12232   5.57775  20.36495   2.51788
  650   324.6467    .503584   4.49377  -2.65541  12.11464   5.57500  20.36515   2.51819
  651   324.8098    .503837   4.62285  -2.68356  12.10618   5.57200  20.36535   2.51850
  652   324.9387    .504037   4.74927  -2.71190  12.09703   5.56876  20.36555   2.51880
  653   324.9098    .503992   4.87066  -2.74043  12.08726   5.56531  20.36574   2.51911
  654   324.9468    .504049   4.98513  -2.76913  12.07694   5.56167  20.36594   2.51941
  655   325.0082    .504145   5.09137  -2.79801  12.06613   5.55786  20.36614   2.51972
  656   324.9438    .504045   5.18852  -2.82704  12.05490   5.55390  20.36634   2.52002
  657   324.9034    .503982   5.27608  -2.85622  12.04332   5.54981  20.36653   2.52033
  658   324.8122    .503840   5.35387  -2.88553  12.03143   5.54560  20.36673   2.52063
  659   324.6747    .503627   5.42207  -2.91495  12.01929   5.54130  20.36693   2.52093
  660   324.5439    .503424   5.48112  -2.94448  12.00693   5.53690  20.36712   2.52124
  661   324.3069    .503057   5.53150  -2.97411  11.99440   5.53244  20.36732   2.52154
  662   324.0751    .502697   5.57384  -3.00381  11.98173   5.52791  20.36752   2.52184
  663   323.9030    .502430   5.60891  -3.03359  11.96896   5.52332  20.36772   2.52214
  664   323.6150    .501983   5.63748  -3.06342  11.95609   5.51869  20.36791   2.52244
  665   323.3705    .501604   5.66020  -3.09330  11.94317   5.51402  20.36811   2.52275
  666   323.0997    .501184   5.67784  -3.12322  11.93021   5.50933  20.36831   2.52305
  667   322.7351    .500619   5.69116  -3.15318  11.91721   5.50460  20.36851   2.52335
  668   322.4597    .500191   5.70079  -3.18316  11.90420   5.49986  20.36870   2.52365
  669   322.1200    .499664   5.70728  -3.21316  11.89118   5.49510  20.36890   2.52395
  670   321.7887    .499151   5.71116  -3.24317  11.87816   5.49033  20.36910   2.52425
  671   321.4697    .498656   5.71294  -3.27320  11.86515   5.48555  20.36929   2.52454
  672   321.0799    .498051   5.71311  -3.30323  11.85215   5.48077  20.36949   2.52484
  673   320.6740    .497421   5.71208  -3.33327  11.83917   5.47598  20.36969   2.52514
  674   320.3011    .496843   5.71007  -3.36331  11.82620   5.47119  20.36989   2.52544
  675   319.9222    .496255   5.70738  -3.39334  11.81325   5.46640  20.37008   2.52574
  676   319.5851    .495732   5.70431  -3.42338  11.80032   5.46161  20.37028   2.52603
  677   319.1948    .495127   5.70103  -3.45342  11.78741   5.45682  20.37048   2.52633
  678   318.7370    .494417   5.69763  -3.48345  11.77451   5.45203  20.37067   2.52663
  679   318.3682    .493845   5.69426  -3.51347  11.76163   5.44725  20.37087   2.52692
  680   317.9477    .493193   5.69104  -3.54350  11.74876   5.44247  20.37107   2.52722
  681   317.5122    .492517   5.68788  -3.57352  11.73591   5.43769  20.37126   2.52752
  682   317.1367    .491935   5.68481  -3.60353  11.72307   5.43291  20.37146   2.52781
  683   316.7121    .491276   5.68185  -3.63354  11.71024   5.42813  20.37166   2.52811
  684   316.2591    .490573   5.67893  -3.66354  11.69742   5.42334  20.37185   2.52840
  685   315.8712    .489971   5.67584  -3.69354  11.68460   5.41855  20.37205   2.52870
  686   315.4721    .489353   5.67254  -3.72353  11.67180   5.41376  20.37224   2.52899
  687   314.9934    .488610   5.66887  -3.75351  11.65900   5.40896  20.37244   2.52928
  688   314.5083    .487857   5.66459  -3.78348  11.64621   5.40414  20.37264   2.52958
  689   314.1157    .487248   5.65948  -3.81343  11.63343   5.39932  20.37283   2.52987
  690   313.6524    .486530   5.65327  -3.84337  11.62065   5.39447  20.37303   2.53016
  691   313.1596    .485765   5.64578  -3.87329  11.60788   5.38961  20.37322   2.53045
  692   312.7234    .485089   5.63658  -3.90318  11.59513   5.38474  20.37342   2.53075
  693   312.3059    .484441   5.62535  -3.93304  11.58239   5.37984  20.37362   2.53104
  694   311.7840    .483632   5.61177  -3.96287  11.56967   5.37491  20.37381   2.53133
  695   311.2370    .482783   5.59530  -3.99266  11.55698   5.36997  20.37401   2.53162
  696   310.8160    .482130   5.57555  -4.02240  11.54432   5.36501  20.37420   2.53191
  697   310.2804    .481299   5.55207  -4.05209  11.53170   5.36003  20.37440   2.53220
  698   309.7503    .480477   5.52428  -4.08171  11.51912   5.35503  20.37459   2.53249
  699   309.2695    .479731   5.49167  -4.11126  11.50661   5.35003  20.37479   2.53278
  700   308.6735    .478807   5.45373  -4.14072  11.49417   5.34503  20.37498   2.53307
  701   308.0862    .477896   5.40988  -4.17009  11.48181   5.34003  20.37518   2.53335
  702   307.5743    .477102   5.35950  -4.19936  11.46957   5.33505  20.37537   2.53364
  703   306.9743    .476171   5.30207  -4.22851  11.45745   5.33012  20.37557   2.53393
  704   306.2840    .475100   5.23715  -4.25753  11.44549   5.32523  20.37576   2.53422
  705   305.6404    .474102   5.16434  -4.28641  11.43370   5.32043  20.37596   2.53450
  706   304.9631    .473051   5.08337  -4.31513  11.42212   5.31573  20.37615   2.53479
  707   304.2850    .471999   4.99419  -4.34369  11.41077   5.31116  20.37635   2.53508
  708   303.5856    .470914   4.89686  -4.37207  11.39971   5.30676  20.37654   2.53536
  709   302.8289    .469741   4.79176  -4.40026  11.38896   5.30256  20.37674   2.53565
  710   302.0252    .468494   4.67959  -4.42825  11.37857   5.29860  20.37693   2.53593
  711   301.2604    .467308   4.56144  -4.45603  11.36858   5.29493  20.37712   2.53622
  712   300.5037    .466134   4.43879  -4.48359  11.35904   5.29160  20.37732   2.53650
  713   299.6968    .464882   4.31352  -4.51093  11.35000   5.28865  20.37751   2.53678
  714   298.8658    .463593   4.18778  -4.53805  11.34151   5.28614  20.37771   2.53707
  715   298.0292    .462296   4.06419  -4.56495  11.33361   5.28411  20.37790   2.53735
  716   297.2859    .461142   3.94565  -4.59162  11.32635   5.28262  20.37809   2.53763
  717   296.4966    .459918   3.83516  -4.61809  11.31978   5.28172  20.37829   2.53792
  718   295.7658    .458785   3.73578  -4.64436  11.31394   5.28144  20.37848   2.53820
  719   295.0784    .457718   3.65036  -4.67045  11.30886   5.28184  20.37868   2.53848
  720   294.3771    .456630   3.58156  -4.69638  11.30458   5.28294  20.37887   2.53876
  721   293.8338    .455788   3.53148  -4.72216  11.30111   5.28477  20.37906   2.53904
  722   293.3199    .454991   3.50159  -4.74783  11.29848   5.28736  20.37926   2.53932
  723   292.8342    .454237   3.49265  -4.77341  11.29668   5.29071  20.37945   2.53960
  724   292.4280    .453607   3.50468  -4.79893  11.29573   5.29483  20.37964   2.53988
  725   292.0820    .453070   3.53687  -4.82442  11.29559   5.29970  20.37984   2.54016
  726   291.7816    .452604   3.58765  -4.84991  11.29627   5.30531  20.38003   2.54044
  727   291.5546    .452252   3.65493  -4.87541  11.29773   5.31164  20.38022   2.54072
  728   291.4044    .452019   3.73606  -4.90097  11.29993   5.31864  20.38042   2.54100
  729   291.2425    .451768   3.82808  -4.92660  11.30284   5.32628  20.38061   2.54128
  730   291.0953    .451540   3.92804  -4.95233  11.30642   5.33451  20.38080   2.54155
  731   291.0611    .451487   4.03290  -4.97817  11.31061   5.34328  20.38099   2.54183
  732   291.0481    .451467   4.13980  -5.00414  11.31537   5.35252  20.38119   2.54211
  733   290.9769    .451356   4.24628  -5.03024  11.32064   5.36219  20.38138   2.54239
  734   290.9105    .451253   4.35015  -5.05651  11.32637   5.37221  20.38157   2.54266
  735   290.8261    .451122   4.44967  -5.08293  11.33252   5.38255  20.38176   2.54294
  736   290.7712    .451037   4.54354  -5.10952  11.33902   5.39312  20.38196   2.54322
  737   290.7585    .451017   4.63092  -5.13628  11.34585   5.40389  20.38215   2.54349
  738   290.6539    .450855   4.71127  -5.16321  11.35294   5.41478  20.38234   2.54377
  739   290.5502    .450694   4.78442  -5.19033  11.36026   5.42577  20.38253   2.54404
  740   290.4602    .450555   4.85056  -5.21762  11.36778   5.43679  20.38272   2.54432
  741   290.3005    .450307   4.90998  -5.24509  11.37544   5.44780  20.38292   2.54459
  742   290.1366    .450053   4.96324  -5.27274  11.38323   5.45876  20.38311   2.54487
  743   290.0225    .449876   5.01095  -5.30056  11.39112   5.46965  20.38330   2.54514
  744   289.8446    .449600   5.05379  -5.32857  11.39907   5.48042  20.38349   2.54541
  745   289.6555    .449306   5.09247  -5.35676  11.40706   5.49105  20.38368   2.54569
  746   289.4541    .448994   5.12764  -5.38512  11.41509   5.50151  20.38387   2.54596
  747   289.2236    .448636   5.15987  -5.41366  11.42312   5.51180  20.38407   2.54623
  748   289.0039    .448296   5.18966  -5.44238  11.43114   5.52189  20.38426   2.54650
  749   288.7653    .447926   5.21749  -5.47127  11.43915   5.53177  20.38445   2.54678
  750   288.5205    .447546   5.24350  -5.50032  11.44714   5.54144  20.38464   2.54705
  751   288.2409    .447112   5.26781  -5.52954  11.45508   5.55090  20.38483   2.54732
  752   287.9946    .446730   5.29046  -5.55892  11.46299   5.56013  20.38502   2.54759
  753   287.7300    .446320   5.31115  -5.58844  11.47085   5.56916  20.38521   2.54786
  754   287.4167    .445834   5.32964  -5.61810  11.47866   5.57797  20.38540   2.54813
  755   287.1543    .445427   5.34548  -5.64790  11.48642   5.58658  20.38559   2.54840
  756   286.8608    .444971   5.35800  -5.67781  11.49412   5.59500  20.38579   2.54867
  757   286.5865    .444546   5.36642  -5.70781  11.50177   5.60325  20.38598   2.54894
  758   286.3008    .444103   5.36985  -5.73790  11.50936   5.61133  20.38617   2.54921
  759   285.9375    .443539   5.36734  -5.76804  11.51688   5.61926  20.38636   2.54948
  760   285.6465    .443088   5.35768  -5.79821  11.52434   5.62706  20.38655   2.54975
  761   285.3197    .442581   5.33963  -5.82839  11.53173   5.63476  20.38674   2.55002
  762   284.9856    .442063   5.31185  -5.85853  11.53905   5.64236  20.38693   2.55029
  763   284.6723    .441576   5.27291  -5.88861  11.54629   5.64990  20.38712   2.55056
  764   284.3349    .441053   5.22136  -5.91857  11.55345   5.65740  20.38731   2.55082
  765   284.0158    .440558   5.15567  -5.94837  11.56051   5.66489  20.38750   2.55109
  766   283.7060    .440078   5.07442  -5.97795  11.56748   5.67241  20.38769   2.55136
  767   283.3707    .439558   4.97641  -6.00726  11.57433   5.67998  20.38788   2.55162
  768   283.0077    .438994   4.86056  -6.03621  11.58105   5.68765  20.38807   2.55189
  769   282.6834    .438491   4.72611  -6.06475  11.58762   5.69545  20.38826   2.55216
  770   282.3607    .437991   4.57305  -6.09279  11.59404   5.70345  20.38845   2.55242
  771   282.0026    .437435   4.40193  -6.12023  11.60027   5.71170  20.38863   2.55269
  772   281.6664    .436914   4.21418  -6.14699  11.60631   5.72025  20.38882   2.55295
  773   281.2866    .436325   4.01226  -6.17297  11.61211   5.72917  20.38901   2.55322
  774   280.9259    .435765   3.79971  -6.19807  11.61767   5.73853  20.38920   2.55348
  775   280.6545    .435344   3.58138  -6.22219  11.62295   5.74841  20.38939   2.55375
  776   280.3089    .434808   3.36320  -6.24522  11.62793   5.75889  20.38958   2.55401
  777   279.8865    .434153   3.15208  -6.26706  11.63259   5.77006  20.38977   2.55428
  778   279.5227    .433589   2.95571  -6.28764  11.63691   5.78199  20.38996   2.55454
  779   279.1920    .433076   2.78191  -6.30687  11.64085   5.79477  20.39015   2.55480
  780   278.8651    .432569   2.63831  -6.32469  11.64441   5.80847  20.39034   2.55507
  781   278.5274    .432045   2.53170  -6.34104  11.64758   5.82318  20.39052   2.55533
  782   278.1649    .431482   2.46732  -6.35591  11.65033   5.83895  20.39071   2.55559
  783   277.7489    .430837   2.44854  -6.36927  11.65268   5.85584  20.39090   2.55586
  784   277.3819    .430268   2.47651  -6.38115  11.65461   5.87388  20.39109   2.55612
  785   277.0363    .429732   2.54998  -6.39157  11.65615   5.89308  20.39128   2.55638
  786   276.6837    .429185   2.66546  -6.40059  11.65729   5.91347  20.39147   2.55664
  787   276.3915    .428732   2.81756  -6.40828  11.65805   5.93502  20.39165   2.55690
  788   276.0012    .428126   2.99945  -6.41471  11.65846   5.95770  20.39184   2.55716
  789   275.5491    .427425   3.20355  -6.41999  11.65853   5.98149  20.39203   2.55742
  790   275.2651    .426984   3.42197  -6.42420  11.65829   6.00632  20.39222   2.55768
  791   274.9082    .426431   3.64709  -6.42746  11.65776   6.03212  20.39240   2.55794
  792   274.4455    .425713   3.87208  -6.42987  11.65698   6.05884  20.39259   2.55820
  793   274.1118    .425195   4.09108  -6.43154  11.65596   6.08639  20.39278   2.55846
  794   273.7822    .424684   4.29941  -6.43257  11.65473   6.11470  20.39297   2.55872
  795   273.3951    .424084   4.49359  -6.43304  11.65331   6.14369  20.39315   2.55898
  796   273.0217    .423504   4.67126  -6.43306  11.65173   6.17329  20.39334   2.55924
  797   272.6562    .422937   4.83113  -6.43270  11.65001   6.20341  20.39353   2.55950
  798   272.2318    .422279   4.97272  -6.43203  11.64816   6.23400  20.39372   2.55976
  799   271.8411    .421673   5.09626  -6.43113  11.64620   6.26498  20.39390   2.56002
  800   271.5578    .421234   5.20251  -6.43005  11.64415   6.29631  20.39409   2.56027
  801   271.1100    .420539   5.29259  -6.42884  11.64201   6.32792  20.39428   2.56053
  802   270.6695    .419856   5.36785  -6.42756  11.63980   6.35977  20.39446   2.56079
  803   270.3301    .419329   5.42976  -6.42624  11.63753   6.39182  20.39465   2.56104
  804   269.9266    .418703   5.47985  -6.42492  11.63520   6.42404  20.39484   2.56130
  805   269.5569    .418130   5.51961  -6.42363  11.63283   6.45638  20.39502   2.56156
  806   269.1882    .417558   5.55049  -6.42241  11.63041   6.48882  20.39521   2.56181
  807   268.7862    .416934   5.57384  -6.42126  11.62796   6.52135  20.39539   2.56207
  808   268.3306    .416228   5.59086  -6.42022  11.62547   6.55393  20.39558   2.56232
  809   267.9248    .415598   5.60261  -6.41930  11.62296   6.58656  20.39577   2.56258
  810   267.5235    .414976   5.61007  -6.41852  11.62042   6.61922  20.39595   2.56283
  811   267.1031    .414324   5.61407  -6.41788  11.61786   6.65189  20.39614   2.56309
  812   266.7564    .413786   5.61533  -6.41740  11.61528   6.68457  20.39632   2.56334
  813   266.3205    .413110   5.61440  -6.41709  11.61269   6.71726  20.39651   2.56359
  814   265.8782    .412424   5.61173  -6.41694  11.61009   6.74993  20.39670   2.56385
  815   265.4924    .411825   5.60767  -6.41696  11.60749   6.78260  20.39688   2.56410
  816   265.0468    .411134   5.60247  -6.41715  11.60489   6.81526  20.39707   2.56435
  817   264.6570    .410529   5.59633  -6.41751  11.60229   6.84789  20.39725   2.56461
  818   264.2550    .409906   5.58931  -6.41804  11.59972   6.88051  20.39744   2.56486
  819   263.8109    .409217   5.58143  -6.41872  11.59716   6.91310  20.39762   2.56511
  820   263.4159    .408604   5.57268  -6.41956  11.59463   6.94567  20.39781   2.56536
  821   263.0149    .407982   5.56301  -6.42054  11.59215   6.97821  20.39799   2.56561
  822   262.5820    .407311   5.55233  -6.42165  11.58971   7.01072  20.39818   2.56587
  823   262.1900    .406703   5.54055  -6.42288  11.58734   7.04320  20.39836   2.56612
  824   261.7958    .406091   5.52761  -6.42421  11.58504   7.07564  20.39855   2.56637
  825   261.3651    .405423   5.51347  -6.42562  11.58283   7.10804  20.39873   2.56662
  826   260.9681    .404807   5.49811  -6.42711  11.58072   7.14041  20.39892   2.56687
  827   260.5741    .404196   5.48154  -6.42865  11.57874   7.17273  20.39910   2.56712
  828   260.1575    .403550   5.46386  -6.43022  11.57688   7.20501  20.39928   2.56737
  829   259.7742    .402955   5.44522  -6.43181  11.57518   7.23724  20.39947   2.56762
  830   259.3810    .402345   5.42588  -6.43339  11.57365   7.26943  20.39965   2.56787
  831   258.9393    .401660   5.40615  -6.43494  11.57231   7.30156  20.39984   2.56811
  832   258.5726    .401091   5.38636  -6.43644  11.57118   7.33365  20.40002   2.56836
  833   258.2356    .400569   5.36696  -6.43787  11.57027   7.36569  20.40020   2.56861
  834   257.8198    .399924   5.34845  -6.43922  11.56960   7.39768  20.40039   2.56886
