  version number of analysis code =  14
 timestep dt in seconds =   .1000000E-15
 # emin for stop =   6
 decrit =   .1500000E+00

 mass metal atom in a.m.u. =   196.9660

  EOR found on XDATCAR at ntimes = 1206
  ntimesa = 1206
  detb = 30.6261662733299254
 Z layer 1 =  20.2474

 Z layer 2 =  17.8206

 Z layer 3 =  15.3822

 Z layer 4 =  13.0000

 Z12 =   2.4269

 Z23 =   2.4383

 Z34 =   2.3822

 temp, average ekin =   254.551263      .394854
 
 nt   temp      ekin       ekinh      zH         xH         yH        z1        z12
  515   353.6456    .548566   5.55252  -4.76942   1.51513    .91322  20.23790   2.43198
  516   353.3059    .548039   5.53923  -4.79818   1.50184    .90560  20.23794   2.43191
  517   352.8904    .547395   5.52507  -4.82691   1.48865    .89787  20.23797   2.43184
  518   352.4899    .546773   5.51030  -4.85562   1.47559    .89002  20.23800   2.43176
  519   352.0825    .546142   5.49530  -4.88430   1.46267    .88204  20.23804   2.43169
  520   351.5872    .545373   5.48043  -4.91298   1.44991    .87394  20.23807   2.43161
  521   351.1013    .544619   5.46600  -4.94165   1.43733    .86571  20.23810   2.43154
  522   350.5710    .543797   5.45253  -4.97031   1.42495    .85734  20.23814   2.43147
  523   350.0248    .542950   5.44040  -4.99898   1.41276    .84883  20.23817   2.43139
  524   349.4949    .542128   5.42989  -5.02765   1.40079    .84018  20.23820   2.43132
  525   348.9584    .541296   5.42141  -5.05634   1.38904    .83137  20.23824   2.43125
  526   348.3380    .540333   5.41521  -5.08505   1.37752    .82241  20.23827   2.43117
  527   347.6853    .539321   5.41151  -5.11379   1.36624    .81330  20.23830   2.43110
  528   347.0360    .538314   5.41051  -5.14256   1.35520    .80403  20.23834   2.43102
  529   346.4033    .537332   5.41231  -5.17138   1.34439    .79460  20.23837   2.43095
  530   345.7660    .536344   5.41687  -5.20024   1.33383    .78501  20.23840   2.43088
  531   345.0680    .535261   5.42416  -5.22915   1.32350    .77527  20.23844   2.43080
  532   344.3644    .534169   5.43411  -5.25812   1.31341    .76537  20.23847   2.43073
  533   343.6778    .533104   5.44647  -5.28716   1.30354    .75533  20.23851   2.43066
  534   343.0157    .532077   5.46096  -5.31626   1.29388    .74513  20.23854   2.43058
  535   342.3367    .531024   5.47735  -5.34543   1.28443    .73480  20.23857   2.43051
  536   341.6812    .530007   5.49528  -5.37467   1.27518    .72434  20.23861   2.43044
  537   340.9561    .528883   5.51439  -5.40399   1.26611    .71374  20.23864   2.43036
  538   340.2221    .527744   5.53438  -5.43338   1.25721    .70303  20.23868   2.43029
  539   339.5980    .526776   5.55492  -5.46284   1.24847    .69220  20.23871   2.43022
  540   338.8892    .525676   5.57561  -5.49237   1.23988    .68127  20.23875   2.43014
  541   338.1805    .524577   5.59614  -5.52197   1.23142    .67024  20.23878   2.43007
  542   337.5577    .523611   5.61630  -5.55164   1.22308    .65912  20.23881   2.43000
  543   336.9089    .522605   5.63582  -5.58137   1.21485    .64792  20.23885   2.42993
  544   336.2014    .521507   5.65445  -5.61116   1.20671    .63665  20.23888   2.42985
  545   335.5542    .520503   5.67212  -5.64101   1.19866    .62532  20.23892   2.42978
  546   334.9591    .519580   5.68866  -5.67091   1.19068    .61393  20.23895   2.42971
  547   334.3271    .518600   5.70396  -5.70086   1.18277    .60248  20.23899   2.42964
  548   333.7478    .517701   5.71799  -5.73085   1.17490    .59099  20.23902   2.42956
  549   333.1208    .516729   5.73071  -5.76088   1.16709    .57946  20.23906   2.42949
  550   332.4918    .515753   5.74207  -5.79095   1.15931    .56789  20.23909   2.42942
  551   331.8883    .514817   5.75199  -5.82105   1.15157    .55630  20.23913   2.42935
  552   331.2638    .513848   5.76047  -5.85117   1.14385    .54468  20.23916   2.42928
  553   330.7435    .513041   5.76741  -5.88132   1.13616    .53304  20.23920   2.42920
  554   330.1377    .512101   5.77262  -5.91148   1.12849    .52138  20.23923   2.42913
  555   329.5247    .511151   5.77591  -5.94166   1.12084    .50970  20.23927   2.42906
  556   328.9838    .510311   5.77708  -5.97185   1.11321    .49802  20.23930   2.42899
  557   328.4081    .509418   5.77567  -6.00204   1.10561    .48632  20.23934   2.42892
  558   327.8142    .508497   5.77117  -6.03222   1.09803    .47463  20.23937   2.42885
  559   327.2447    .507614   5.76300  -6.06240   1.09048    .46293  20.23941   2.42878
  560   326.6547    .506699   5.75035  -6.09255   1.08297    .45124  20.23945   2.42870
  561   326.0430    .505750   5.73231  -6.12268   1.07551    .43956  20.23948   2.42863
  562   325.4985    .504905   5.70781  -6.15275   1.06812    .42790  20.23952   2.42856
  563   324.9385    .504036   5.67554  -6.18277   1.06080    .41625  20.23955   2.42849
  564   324.3318    .503095   5.63408  -6.21271   1.05359    .40464  20.23959   2.42842
  565   323.7444    .502184   5.58195  -6.24254   1.04650    .39307  20.23962   2.42835
  566   323.1917    .501327   5.51753  -6.27225   1.03957    .38155  20.23966   2.42828
  567   322.6312    .500457   5.43909  -6.30179   1.03283    .37010  20.23970   2.42821
  568   322.0229    .499514   5.34496  -6.33114   1.02633    .35872  20.23973   2.42814
  569   321.4371    .498605   5.23357  -6.36025   1.02011    .34744  20.23977   2.42807
  570   320.8622    .497713   5.10367  -6.38908   1.01424    .33626  20.23980   2.42800
  571   320.2835    .496816   4.95439  -6.41758   1.00877    .32522  20.23984   2.42793
  572   319.6678    .495861   4.78552  -6.44568   1.00379    .31433  20.23988   2.42786
  573   319.0997    .494979   4.59752  -6.47334    .99939    .30361  20.23991   2.42779
  574   318.5836    .494179   4.39194  -6.50049    .99564    .29309  20.23995   2.42772
  575   317.9250    .493157   4.17165  -6.52705    .99267    .28280  20.23999   2.42765
  576   317.3577    .492277   3.94074  -6.55297    .99057    .27275  20.24002   2.42759
  577   316.8017    .491415   3.70467  -6.57818    .98947    .26297  20.24006   2.42752
  578   316.2287    .490526   3.47022  -6.60262    .98948    .25348  20.24010   2.42745
  579   315.6991    .489705   3.24532  -6.62622    .99072    .24431  20.24013   2.42738
  580   315.0943    .488766   3.03868  -6.64894    .99331    .23548  20.24017   2.42731
  581   314.4946    .487836   2.85914  -6.67075    .99737    .22699  20.24021   2.42724
  582   313.9250    .486953   2.71504  -6.69160   1.00299    .21885  20.24024   2.42718
  583   313.3665    .486086   2.61362  -6.71149   1.01026    .21108  20.24028   2.42711
  584   312.8283    .485251   2.56026  -6.73041   1.01925    .20367  20.24032   2.42704
  585   312.2381    .484336   2.55796  -6.74839   1.02999    .19661  20.24035   2.42697
  586   311.6045    .483353   2.60710  -6.76545   1.04252    .18989  20.24039   2.42690
  587   311.0258    .482455   2.70530  -6.78162   1.05683    .18351  20.24043   2.42684
  588   310.5330    .481691   2.84771  -6.79697   1.07290    .17743  20.24047   2.42677
  589   309.9783    .480831   3.02745  -6.81156   1.09066    .17164  20.24050   2.42670
  590   309.3259    .479819   3.23628  -6.82544   1.11004    .16612  20.24054   2.42664
  591   308.7793    .478971   3.46525  -6.83869   1.13097    .16083  20.24058   2.42657
  592   308.2416    .478137   3.70536  -6.85139   1.15332    .15575  20.24061   2.42650
  593   307.6796    .477265   3.94811  -6.86359   1.17699    .15086  20.24065   2.42644
  594   307.0757    .476328   4.18602  -6.87536   1.20186    .14614  20.24069   2.42637
  595   306.4863    .475414   4.41279  -6.88678   1.22780    .14156  20.24073   2.42630
  596   305.9399    .474566   4.62328  -6.89788   1.25469    .13711  20.24076   2.42624
  597   305.3642    .473673   4.81364  -6.90873   1.28240    .13276  20.24080   2.42617
  598   304.8011    .472800   4.98115  -6.91936   1.31082    .12850  20.24084   2.42611
  599   304.2470    .471940   5.12382  -6.92981   1.33983    .12433  20.24088   2.42604
  600   303.6457    .471008   5.24030  -6.94011   1.36934    .12022  20.24092   2.42597
  601   303.0453    .470076   5.32964  -6.95029   1.39922    .11617  20.24095   2.42591
  602   302.4948    .469222   5.39094  -6.96036   1.42939    .11218  20.24099   2.42584
  603   301.8617    .468240   5.42325  -6.97035   1.45975    .10825  20.24103   2.42578
  604   301.2745    .467329   5.42541  -6.98024   1.49019    .10436  20.24107   2.42571
  605   300.7223    .466473   5.39591  -6.99006   1.52062    .10051  20.24111   2.42565
  606   300.1210    .465540   5.33282  -6.99980   1.55095    .09672  20.24115   2.42559
  607   299.6117    .464750   5.23386  -7.00945   1.58105    .09297  20.24118   2.42552
  608   298.9977    .463798   5.09645  -7.01900   1.61081    .08928  20.24122   2.42546
  609   298.3143    .462738   4.91790  -7.02845   1.64011    .08564  20.24126   2.42539
  610   297.7770    .461904   4.69579  -7.03776   1.66880    .08207  20.24130   2.42533
  611   297.2459    .461080   4.42822  -7.04692   1.69672    .07856  20.24134   2.42527
  612   296.6252    .460118   4.11449  -7.05591   1.72369    .07513  20.24138   2.42520
  613   296.0021    .459151   3.75575  -7.06469   1.74953    .07179  20.24142   2.42514
  614   295.4608    .458311   3.35570  -7.07323   1.77402    .06855  20.24145   2.42508
  615   294.9036    .457447   2.92124  -7.08149   1.79693    .06541  20.24149   2.42501
  616   294.2281    .456399   2.46303  -7.08945   1.81802    .06238  20.24153   2.42495
  617   293.6144    .455447   1.99572  -7.09706   1.83704    .05948  20.24157   2.42489
  618   293.0319    .454544   1.53771  -7.10428   1.85374    .05672  20.24161   2.42483
  619   292.4299    .453610   1.11032  -7.11110   1.86788    .05410  20.24165   2.42476
  620   291.8975    .452784    .73629  -7.11748   1.87924    .05162  20.24169   2.42470
  621   291.3076    .451869    .43774  -7.12340   1.88762    .04930  20.24173   2.42464
  622   290.7165    .450952    .23377  -7.12886   1.89286    .04714  20.24177   2.42458
  623   290.0698    .449949    .13823  -7.13384   1.89487    .04512  20.24181   2.42452
  624   289.4453    .448980    .15780  -7.13836   1.89359    .04326  20.24185   2.42445
  625   288.9036    .448140    .29119  -7.14243   1.88902    .04154  20.24189   2.42439
  626   288.2967    .447199    .52926  -7.14607   1.88124    .03995  20.24192   2.42433
  627   287.6274    .446161    .85624  -7.14933   1.87036    .03849  20.24196   2.42427
  628   287.0581    .445277   1.25173  -7.15222   1.85654    .03714  20.24200   2.42421
  629   286.4828    .444385   1.69309  -7.15479   1.83999    .03589  20.24204   2.42415
  630   285.8849    .443457   2.15774  -7.15708   1.82095    .03473  20.24208   2.42409
  631   285.2983    .442548   2.62502  -7.15913   1.79964    .03366  20.24212   2.42403
  632   284.6190    .441494   3.07747  -7.16097   1.77633    .03265  20.24216   2.42397
  633   284.0465    .440606   3.50148  -7.16265   1.75126    .03170  20.24220   2.42391
  634   283.4482    .439678   3.88734  -7.16418   1.72468    .03080  20.24224   2.42385
  635   282.8255    .438712   4.22885  -7.16561   1.69681    .02995  20.24228   2.42379
  636   282.2518    .437822   4.52270  -7.16694   1.66786    .02914  20.24232   2.42373
  637   281.6068    .436821   4.76772  -7.16821   1.63804    .02835  20.24237   2.42367
  638   281.0071    .435891   4.96428  -7.16943   1.60751    .02760  20.24241   2.42361
  639   280.4396    .435011   5.11346  -7.17062   1.57645    .02687  20.24245   2.42355
  640   279.7775    .433984   5.21655  -7.17177   1.54500    .02617  20.24249   2.42349
  641   279.1629    .433030   5.27475  -7.17291   1.51330    .02548  20.24253   2.42344
  642   278.5739    .432117   5.28876  -7.17403   1.48149    .02482  20.24257   2.42338
  643   277.9534    .431154   5.25872  -7.17513   1.44971    .02417  20.24261   2.42332
  644   277.3432    .430208   5.18413  -7.17622   1.41809    .02355  20.24265   2.42326
  645   276.7275    .429253   5.06390  -7.17729   1.38675    .02294  20.24269   2.42320
  646   276.1135    .428300   4.89658  -7.17833   1.35586    .02235  20.24273   2.42315
  647   275.4974    .427345   4.68067  -7.17934   1.32556    .02179  20.24277   2.42309
  648   274.9032    .426423   4.41506  -7.18030   1.29603    .02124  20.24281   2.42303
  649   274.3417    .425552   4.09971  -7.18120   1.26746    .02073  20.24285   2.42297
  650   273.7268    .424598   3.73620  -7.18202   1.24004    .02024  20.24290   2.42292
  651   273.0547    .423556   3.32864  -7.18274   1.21400    .01978  20.24294   2.42286
  652   272.4230    .422576   2.88439  -7.18334   1.18958    .01935  20.24298   2.42280
  653   271.8472    .421683   2.41458  -7.18379   1.16702    .01897  20.24302   2.42275
  654   271.2560    .420766   1.93446  -7.18407   1.14659    .01862  20.24306   2.42269
  655   270.6352    .419803   1.46315  -7.18415   1.12854    .01832  20.24310   2.42264
  656   270.0783    .418939   1.02282  -7.18400   1.11312    .01807  20.24315   2.42258
  657   269.4481    .417961    .63713  -7.18360   1.10056    .01787  20.24319   2.42252
  658   268.7788    .416923    .32906  -7.18292   1.09106    .01773  20.24323   2.42247
  659   268.1417    .415935    .11847  -7.18193   1.08478    .01764  20.24327   2.42241
  660   267.5604    .415033    .01968  -7.18063   1.08182    .01761  20.24331   2.42236
  661   266.9971    .414159    .03962  -7.17901   1.08223    .01765  20.24335   2.42231
  662   266.3397    .413139    .17683  -7.17705   1.08600    .01775  20.24340   2.42225
  663   265.7438    .412215    .42169  -7.17477   1.09306    .01790  20.24344   2.42220
  664   265.1034    .411222    .75773  -7.17216   1.10329    .01811  20.24348   2.42214
  665   264.4649    .410231   1.16375  -7.16926   1.11650    .01838  20.24352   2.42209
  666   263.9142    .409377   1.61627  -7.16607   1.13250    .01870  20.24357   2.42203
  667   263.2881    .408406   2.09195  -7.16262   1.15105    .01907  20.24361   2.42198
  668   262.6290    .407384   2.56958  -7.15893   1.17188    .01948  20.24365   2.42193
  669   262.0085    .406421   3.03137  -7.15503   1.19474    .01993  20.24369   2.42187
  670   261.4137    .405498   3.46358  -7.15095   1.21939    .02042  20.24374   2.42182
  671   260.8035    .404552   3.85644  -7.14672   1.24556    .02095  20.24378   2.42177
  672   260.1628    .403558   4.20390  -7.14235   1.27303    .02150  20.24382   2.42172
  673   259.5284    .402574   4.50299  -7.13787   1.30159    .02208  20.24386   2.42166
  674   258.9138    .401621   4.75288  -7.13329   1.33104    .02269  20.24391   2.42161
  675   258.2835    .400643   4.95435  -7.12864   1.36120    .02332  20.24395   2.42156
  676   257.6231    .399618   5.10894  -7.12393   1.39191    .02396  20.24399   2.42151
  677   257.0043    .398659   5.21850  -7.11917   1.42301    .02463  20.24404   2.42146
  678   256.3768    .397685   5.28480  -7.11435   1.45438    .02532  20.24408   2.42140
  679   255.7468    .396708   5.30929  -7.10950   1.48587    .02603  20.24412   2.42135
  680   255.1279    .395748   5.29281  -7.10460   1.51737    .02675  20.24417   2.42130
  681   254.4760    .394737   5.23562  -7.09965   1.54875    .02750  20.24421   2.42125
  682   253.8546    .393773   5.13753  -7.09465   1.57989    .02827  20.24425   2.42120
  683   253.2150    .392781   4.99800  -7.08959   1.61064    .02905  20.24430   2.42115
  684   252.5649    .391772   4.81633  -7.08444   1.64088    .02987  20.24434   2.42110
  685   251.9197    .390772   4.59217  -7.07919   1.67045    .03071  20.24439   2.42105
  686   251.2606    .389749   4.32591  -7.07380   1.69920    .03159  20.24443   2.42100
  687   250.6787    .388847   4.01915  -7.06826   1.72693    .03250  20.24447   2.42095
  688   250.0196    .387824   3.67534  -7.06250   1.75348    .03345  20.24452   2.42090
  689   249.3544    .386792   3.30037  -7.05650   1.77863    .03446  20.24456   2.42085
  690   248.6943    .385768   2.90308  -7.05019   1.80218    .03552  20.24461   2.42080
  691   248.0466    .384764   2.49532  -7.04352   1.82391    .03665  20.24465   2.42076
  692   247.4806    .383886   2.09188  -7.03643   1.84360    .03786  20.24469   2.42071
  693   246.7855    .382807   1.71004  -7.02884   1.86106    .03915  20.24474   2.42066
  694   246.1177    .381772   1.36845  -7.02069   1.87608    .04054  20.24478   2.42061
  695   245.4717    .380769   1.08557  -7.01192   1.88850    .04204  20.24483   2.42056
  696   244.8460    .379799    .87801  -7.00245   1.89818    .04365  20.24487   2.42052
  697   244.2209    .378829    .75865  -6.99223   1.90504    .04540  20.24492   2.42047
  698   243.5275    .377754    .73511  -6.98122   1.90901    .04727  20.24496   2.42042
  699   242.8784    .376747    .80882  -6.96938   1.91010    .04928  20.24501   2.42037
  700   242.2753    .375811    .97490  -6.95669   1.90835    .05144  20.24505   2.42033
  701   241.6115    .374782   1.22264  -6.94315   1.90386    .05374  20.24510   2.42028
  702   240.9405    .373741   1.53699  -6.92878   1.89675    .05619  20.24514   2.42023
  703   240.2933    .372737   1.90029  -6.91359   1.88720    .05877  20.24519   2.42019
  704   239.6329    .371713   2.29392  -6.89763   1.87538    .06149  20.24523   2.42014
  705   239.0205    .370763   2.70018  -6.88094   1.86151    .06433  20.24528   2.42010
  706   238.3953    .369793   3.10347  -6.86358   1.84580    .06729  20.24532   2.42005
  707   237.7082    .368727   3.49097  -6.84562   1.82846    .07036  20.24537   2.42001
  708   236.9732    .367587   3.85320  -6.82712   1.80968    .07353  20.24541   2.41996
  709   236.3389    .366603   4.18371  -6.80813   1.78968    .07680  20.24546   2.41992
  710   235.7854    .365744   4.47890  -6.78872   1.76863    .08014  20.24551   2.41987
  711   235.1135    .364702   4.73752  -6.76895   1.74668    .08355  20.24555   2.41983
  712   234.3908    .363581   4.96010  -6.74886   1.72399    .08703  20.24560   2.41978
  713   233.7554    .362595   5.14839  -6.72852   1.70069    .09056  20.24564   2.41974
  714   233.1243    .361617   5.30504  -6.70795   1.67689    .09414  20.24569   2.41970
  715   232.4580    .360583   5.43316  -6.68721   1.65269    .09776  20.24574   2.41965
  716   231.8075    .359574   5.53598  -6.66631   1.62818    .10141  20.24578   2.41961
  717   231.1755    .358594   5.61676  -6.64529   1.60342    .10510  20.24583   2.41957
  718   230.4924    .357534   5.67858  -6.62417   1.57847    .10882  20.24587   2.41952
  719   229.8035    .356465   5.72429  -6.60296   1.55340    .11256  20.24592   2.41948
  720   229.1736    .355488   5.75653  -6.58169   1.52824    .11632  20.24597   2.41944
  721   228.4990    .354442   5.77755  -6.56037   1.50303    .12009  20.24601   2.41940
  722   227.8764    .353476   5.78936  -6.53899   1.47781    .12389  20.24606   2.41935
  723   227.2488    .352503   5.79361  -6.51757   1.45259    .12770  20.24611   2.41931
  724   226.5503    .351419   5.79181  -6.49612   1.42741    .13153  20.24616   2.41927
  725   225.8684    .350361   5.78531  -6.47462   1.40228    .13537  20.24620   2.41923
  726   225.2508    .349403   5.77517  -6.45309   1.37721    .13923  20.24625   2.41919
  727   224.6208    .348426   5.76232  -6.43152   1.35223    .14311  20.24630   2.41915
  728   223.9496    .347385   5.74753  -6.40990   1.32734    .14700  20.24634   2.41911
  729   223.3159    .346402   5.73155  -6.38824   1.30256    .15091  20.24639   2.41907
  730   222.6250    .345330   5.71500  -6.36652   1.27789    .15484  20.24644   2.41903
  731   221.9791    .344328   5.69841  -6.34475   1.25333    .15878  20.24649   2.41899
  732   221.3743    .343390   5.68212  -6.32292   1.22890    .16276  20.24653   2.41895
  733   220.7030    .342349   5.66655  -6.30101   1.20460    .16675  20.24658   2.41891
  734   220.0317    .341308   5.65209  -6.27903   1.18043    .17077  20.24663   2.41887
  735   219.4000    .340328   5.63895  -6.25698   1.15640    .17482  20.24668   2.41883
  736   218.7432    .339309   5.62735  -6.23483   1.13249    .17890  20.24672   2.41879
  737   218.0923    .338299   5.61744  -6.21260   1.10873    .18302  20.24677   2.41875
  738   217.4562    .337313   5.60929  -6.19027   1.08509    .18716  20.24682   2.41872
  739   216.8178    .336322   5.60297  -6.16784   1.06158    .19135  20.24687   2.41868
  740   216.1553    .335295   5.59848  -6.14531   1.03819    .19557  20.24692   2.41864
  741   215.4537    .334206   5.59573  -6.12268   1.01493    .19983  20.24697   2.41860
  742   214.8513    .333272   5.59460  -6.09994    .99179    .20412  20.24701   2.41857
  743   214.2081    .332274   5.59498  -6.07710    .96875    .20846  20.24706   2.41853
  744   213.5066    .331186   5.59666  -6.05416    .94582    .21284  20.24711   2.41849
  745   212.9061    .330255   5.59942  -6.03112    .92299    .21725  20.24716   2.41846
  746   212.2700    .329268   5.60300  -6.00799    .90025    .22170  20.24721   2.41842
  747   211.5676    .328178   5.60700  -5.98476    .87759    .22619  20.24726   2.41838
  748   210.9265    .327184   5.61117  -5.96144    .85502    .23072  20.24731   2.41835
  749   210.2880    .326193   5.61522  -5.93804    .83252    .23527  20.24736   2.41831
  750   209.6419    .325191   5.61877  -5.91456    .81009    .23985  20.24741   2.41828
  751   208.9663    .324143   5.62141  -5.89101    .78772    .24445  20.24745   2.41824
  752   208.3011    .323111   5.62273  -5.86740    .76540    .24906  20.24750   2.41821
  753   207.6720    .322136   5.62248  -5.84375    .74315    .25368  20.24755   2.41817
  754   206.9939    .321084   5.62027  -5.82004    .72094    .25830  20.24760   2.41814
  755   206.3326    .320058   5.61560  -5.79631    .69878    .26290  20.24765   2.41810
  756   205.6662    .319024   5.60822  -5.77254    .67667    .26748  20.24770   2.41807
  757   204.9800    .317960   5.59787  -5.74877    .65460    .27202  20.24775   2.41804
  758   204.3169    .316931   5.58416  -5.72499    .63258    .27651  20.24780   2.41800
  759   203.6566    .315907   5.56684  -5.70122    .61060    .28093  20.24785   2.41797
  760   202.9763    .314852   5.54570  -5.67747    .58867    .28526  20.24790   2.41794
  761   202.2989    .313801   5.52062  -5.65374    .56679    .28947  20.24795   2.41790
  762   201.6494    .312794   5.49156  -5.63006    .54496    .29355  20.24800   2.41787
  763   200.9927    .311775   5.45845  -5.60642    .52318    .29747  20.24805   2.41784
  764   200.3169    .310727   5.42148  -5.58285    .50145    .30120  20.24810   2.41781
  765   199.6257    .309654   5.38090  -5.55935    .47978    .30470  20.24815   2.41777
  766   198.9545    .308613   5.33710  -5.53593    .45816    .30796  20.24821   2.41774
  767   198.3138    .307619   5.29059  -5.51260    .43661    .31092  20.24826   2.41771
  768   197.6862    .306646   5.24199  -5.48938    .41512    .31357  20.24831   2.41768
  769   197.0652    .305683   5.19219  -5.46626    .39370    .31585  20.24836   2.41765
  770   196.4400    .304713   5.14206  -5.44325    .37233    .31774  20.24841   2.41762
  771   195.8408    .303783   5.09267  -5.42036    .35103    .31920  20.24846   2.41759
  772   195.2716    .302900   5.04516  -5.39759    .32980    .32019  20.24851   2.41756
  773   194.6966    .302009   5.00072  -5.37495    .30862    .32068  20.24856   2.41753
  774   194.1622    .301180   4.96046  -5.35243    .28749    .32064  20.24861   2.41750
  775   193.7281    .300506   4.92552  -5.33003    .26642    .32003  20.24867   2.41747
  776   193.2409    .299751   4.89698  -5.30775    .24539    .31883  20.24872   2.41744
  777   192.7438    .298979   4.87566  -5.28558    .22441    .31701  20.24877   2.41741
  778   192.3816    .298418   4.86223  -5.26352    .20345    .31457  20.24882   2.41738
  779   192.0485    .297901   4.85699  -5.24156    .18252    .31149  20.24887   2.41735
  780   191.6656    .297307   4.86011  -5.21969    .16160    .30776  20.24892   2.41732
  781   191.3717    .296851   4.87150  -5.19789    .14069    .30339  20.24898   2.41729
  782   191.0837    .296404   4.89065  -5.17616    .11979    .29838  20.24903   2.41726
  783   190.8045    .295971   4.91685  -5.15449    .09888    .29274  20.24908   2.41724
  784   190.5820    .295626   4.94912  -5.13286    .07797    .28649  20.24913   2.41721
  785   190.3105    .295205   4.98629  -5.11127    .05704    .27966  20.24919   2.41718
  786   190.0709    .294833   5.02709  -5.08970    .03610    .27226  20.24924   2.41715
  787   189.8480    .294488   5.07010  -5.06814    .01515    .26433  20.24929   2.41713
  788   189.6497    .294180   5.11380  -5.04659   -.00581    .25591  20.24934   2.41710
  789   189.4585    .293883   5.15674  -5.02504   -.02679    .24703  20.24940   2.41707
  790   189.2419    .293547   5.19750  -5.00347   -.04776    .23774  20.24945   2.41705
  791   189.0047    .293179   5.23465  -4.98189   -.06872    .22806  20.24950   2.41702
  792   188.7464    .292779   5.26689  -4.96029   -.08967    .21806  20.24955   2.41699
  793   188.5064    .292406   5.29302  -4.93866   -.11058    .20776  20.24961   2.41697
  794   188.2334    .291983   5.31196  -4.91701   -.13145    .19721  20.24966   2.41694
  795   187.9180    .291494   5.32276  -4.89532   -.15224    .18646  20.24971   2.41692
  796   187.6998    .291155   5.32456  -4.87359   -.17295    .17555  20.24977   2.41689
  797   187.3960    .290684   5.31665  -4.85183   -.19354    .16453  20.24982   2.41687
  798   187.0576    .290159   5.29848  -4.83003   -.21399    .15344  20.24988   2.41684
  799   186.7645    .289704   5.26964  -4.80817   -.23426    .14232  20.24993   2.41682
  800   186.4347    .289193   5.22993  -4.78627   -.25433    .13123  20.24998   2.41679
  801   186.1038    .288679   5.17938  -4.76431   -.27415    .12020  20.25004   2.41677
  802   185.7393    .288114   5.11822  -4.74227   -.29369    .10929  20.25009   2.41674
  803   185.4324    .287638   5.04704  -4.72016   -.31290    .09854  20.25015   2.41672
  804   185.1098    .287138   4.96671  -4.69796   -.33175    .08801  20.25020   2.41669
  805   184.7881    .286639   4.87850  -4.67565   -.35018    .07774  20.25025   2.41667
  806   184.5461    .286263   4.78404  -4.65322   -.36814    .06777  20.25031   2.41665
  807   184.2699    .285835   4.68534  -4.63064   -.38559    .05817  20.25036   2.41662
  808   183.9899    .285401   4.58488  -4.60789   -.40248    .04898  20.25042   2.41660
  809   183.8283    .285150   4.48537  -4.58494   -.41877    .04024  20.25047   2.41658
  810   183.6649    .284896   4.38973  -4.56176   -.43441    .03200  20.25053   2.41655
  811   183.5155    .284665   4.30113  -4.53833   -.44936    .02430  20.25058   2.41653
  812   183.5015    .284643   4.22268  -4.51461   -.46358    .01719  20.25064   2.41651
  813   183.4812    .284611   4.15732  -4.49057   -.47705    .01068  20.25069   2.41649
  814   183.4911    .284627   4.10759  -4.46618   -.48974    .00481  20.25075   2.41646
  815   183.6015    .284798   4.07554  -4.44140   -.50165   -.00040  20.25080   2.41644
  816   183.7376    .285009   4.06262  -4.41621   -.51275   -.00495  20.25086   2.41642
  817   183.9333    .285313   4.06946  -4.39059   -.52306   -.00882  20.25091   2.41640
  818   184.2174    .285753   4.09600  -4.36452   -.53259   -.01202  20.25097   2.41638
  819   184.4824    .286164   4.14124  -4.33797   -.54135   -.01457  20.25102   2.41635
  820   184.7321    .286552   4.20358  -4.31095   -.54938   -.01647  20.25108   2.41633
  821   185.0557    .287054   4.28083  -4.28344   -.55670   -.01776  20.25114   2.41631
  822   185.3827    .287561   4.37030  -4.25546   -.56335   -.01845  20.25119   2.41629
  823   185.6887    .288036   4.46906  -4.22700   -.56938   -.01860  20.25125   2.41627
  824   185.9508    .288442   4.57405  -4.19809   -.57483   -.01822  20.25130   2.41625
  825   186.2375    .288887   4.68229  -4.16875   -.57975   -.01737  20.25136   2.41623
  826   186.4881    .289276   4.79096  -4.13899   -.58418   -.01608  20.25142   2.41621
  827   186.6622    .289546   4.89764  -4.10884   -.58818   -.01439  20.25147   2.41619
  828   186.8344    .289813   5.00010  -4.07834   -.59178   -.01235  20.25153   2.41617
  829   186.9639    .290014   5.09652  -4.04750   -.59504   -.00999  20.25159   2.41615
  830   187.0463    .290142   5.18556  -4.01637   -.59799   -.00735  20.25164   2.41613
  831   187.0963    .290219   5.26619  -3.98498   -.60068   -.00447  20.25170   2.41611
  832   187.0728    .290183   5.33762  -3.95336   -.60312   -.00137  20.25176   2.41609
  833   187.0515    .290150   5.39940  -3.92154   -.60536    .00190  20.25181   2.41607
  834   186.9740    .290029   5.45126  -3.88955   -.60741    .00532  20.25187   2.41605
  835   186.8298    .289806   5.49291  -3.85743   -.60931    .00886  20.25193   2.41603
  836   186.7464    .289676   5.52431  -3.82520   -.61107    .01250  20.25198   2.41601
  837   186.6096    .289464   5.54535  -3.79289   -.61270    .01621  20.25204   2.41599
  838   186.4268    .289181   5.55594  -3.76054   -.61421    .01997  20.25210   2.41597
  839   186.2416    .288893   5.55587  -3.72817   -.61562    .02376  20.25216   2.41595
  840   186.0916    .288661   5.54485  -3.69581   -.61691    .02755  20.25222   2.41593
  841   185.9632    .288461   5.52256  -3.66350   -.61810    .03133  20.25227   2.41591
  842   185.7710    .288163   5.48852  -3.63125   -.61918    .03506  20.25233   2.41589
